,group,is_risky,cluster,from_grade,to_grade,transition,high_risk_transition,working_capital_to_assets,Attr25,Attr24,Attr30,Attr12,Attr55,Attr41,retained_earnings_to_assets,Attr56,Attr29,Attr45,Attr21,cash_to_current_liabilities,Attr58,Attr57,Attr47
10038,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.88172,-1.0451,-0.13515,4.1502,-0.12389,-14014.0,-0.32642,-0.91003,-0.6627794,4.2012,-1.6199,1.0452,-942.5,1.3805,1.3725,70.116
10039,risky_upgrade,1,2,CCC,B,CCC→B,1,0.60361,0.5615,0.5865,-0.35272,9.399790000000033,2414.4,0.0084408,0.0,0.11845,3.6021,8.8681,1.0452,178.92,0.589,0.54253,17.319
10040,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.17491,0.24056,0.0076005,1.5115,0.013631,-6282.0,3.1398,0.010989,0.011214,4.5553,0.036087,1.0452,-256.6,0.97643,0.021954,120.24
10041,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.066676,0.017576,-0.071649,0.36171,-0.032358,-478.0,1.69,-0.12778,0.12435,3.8555,-0.21616,1.0452,-35.38,0.86822,-0.047522,19.585
10042,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.1552,-0.16007,0.023026,0.1066,0.023111,-653.04,0.90597,0.0020105,0.021262,3.6241,0.0029319,1.0452,-33.855,0.97874,-0.01256,27.871
10043,risky_upgrade,1,1,B,BB,B→BB,1,0.0042024,0.22059,0.073562,0.60128,0.040812,650.88,0.45413,-0.085864,0.19004,5.19,0.45607,1.0551,-65.795,0.97323,0.10475,19.594
10044,risky_upgrade,1,2,CCC,B,CCC→B,1,0.8898208000000005,0.90927,0.60404,-0.339,3.263,4016.3,0.011349,0.0,0.092446,3.6497,38.034,0.99398,157.65,0.91172,0.13031,0.58428
10045,risky_upgrade,1,1,B,BB,B→BB,1,0.1836,0.53196,0.1156,0.030559,0.27854,741.0,0.097282,-0.00013627,-0.0073377,3.606,0.55779,1.0452,3.4684,0.96038,0.14834,19.323
10046,risky_upgrade,1,1,CCC,B,CCC→B,1,0.65562,0.13524,0.52058,-0.020043,1.5269,1856.7,0.02244,0.0,0.029263,3.4521,0.282825,1.1118,55.636,0.96835,0.15391,0.0
10047,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.26826,-0.13643,-0.075446,0.26615,-0.07106,-252.67,-0.60255,-0.060985,-0.021538,2.974,-10.095080000000001,1.0452,-25.948,1.0172,1.2106,0.59128
10048,risky_upgrade,1,1,B,BB,B→BB,1,-0.010266,0.41346,0.0082538,0.28114,0.01809,-113.0,0.1585,0.0058099,0.014264,4.0417,0.015663,1.0854,-85.338,0.98574,0.014052,80.465
10049,risky_upgrade,1,3,CCC,B,CCC→B,1,0.047747,-0.13389,-0.051123,0.95172,-0.044233,567.0,-2.2021499999999996,-0.12952,-0.031356,4.0746,-0.12616,1.5584,-114.42,1.0366,-0.10989,125.8
10050,risky_upgrade,1,0,CCC,B,CCC→B,1,-1.00064,-1.3265,-0.22629,2.1102,-0.064218,-40775.49,0.57627,-0.25161,0.018276,4.855,-0.36429,0.93304,-771.67,0.98172,0.087085,142.94
10051,risky_upgrade,1,3,CCC,B,CCC→B,1,0.082812,-0.10244,-0.14488,0.31212,-0.15995,42.11,-1.1037,0.0,-0.0027285,2.7063,-0.17522,1.0452,-92.563,1.0114,-1.5377,103.48
10052,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.82351,-0.31096,0.026163,1.1635,0.02085,-10700.0,0.98578,0.026163,-0.1325,4.1137,0.074455,1.3696,-375.16,1.1325,-0.084134,105.49
10053,risky_upgrade,1,1,CCC,B,CCC→B,1,0.87519,-0.098326,0.15498,-0.059599,-0.78783,44.95,-0.04231,0.0,-0.014442,1.94594,0.282825,1.9805,42.676,1.0144,-0.11235,0.0
10054,risky_upgrade,1,3,BBB,A,BBB→A,0,0.35059,0.83784,0.0095185,-0.20645,0.14883,7565.0,-0.070053,0.001236,-0.25789,4.334,0.0053212,0.74748,161.95,1.2579,0.0014752,321.11
10055,risky_upgrade,1,1,BB,BBB,BB→BBB,0,-0.054751,-0.069706,0.024039,0.72453,0.023177,-499.0,1.322,-0.081677,0.018437,3.9597,0.2943,1.0452,-27.624,0.98168,-0.1864,11.499
10056,risky_upgrade,1,3,BB,BBB,BB→BBB,0,0.42032,-0.017577,-0.16226,1.1882,-0.077162,737.25,0.35058,-0.29029,-0.36423,3.244,0.282825,1.0868,345.77,1.0709,-0.062559,0.0
10057,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.12152,0.36861,-0.067588,0.057007,0.11685,-676.0,0.09123,0.0,0.0078727,3.7453,0.86197,1.0452,-7.7395,0.98437,0.18181,2.7939
10058,risky_upgrade,1,1,CCC,B,CCC→B,1,0.31119,0.31116,0.29255,0.31114,0.01437,829.0,0.58528,0.0,0.080219,3.4255,0.011684,0.53738,-77.772,0.82989,0.02858,127.77
10059,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.25752,0.27154,-0.062623,0.42335,-0.076439,-6914.0,0.33116,0.0,0.16565,4.4289,-0.2552,0.69888,-91.569,0.78004,-0.15439,37.489
10060,risky_upgrade,1,3,CCC,B,CCC→B,1,0.38702,0.40546,-0.047665,0.24087,-0.65099,1829.8,-1.1157,-0.12025,-0.012025,3.6747,-0.47069,1.0452,101.48,1.0396,-0.076212,35.405
10061,risky_upgrade,1,1,BB,BBB,BB→BBB,0,-0.047473,-0.56516,-0.019001,0.29261,-0.018744,-48.47,3.2927,-0.54616,0.00031027,3.009,-5.1323,1.0452,-6.3105,1.0007,0.070029,0.42765
10062,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.11894,-1.86106,0.56479,0.255,0.20945,-378.0,0.08936,-1.880592,0.15502,3.5022,0.39083,0.8719,-61.124,0.76623,-2.9482139999999997,49.182
10063,risky_upgrade,1,2,B,BB,B→BB,1,-0.12579,0.80361,0.004696,0.2175,0.023959,-5622.2,-0.59857,0.004696,0.052943000000000004,4.6503,51.193,1.0452,-2978.4999999999995,0.95096,0.0058437,1.9953
10064,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.26774,0.25521,-0.11917,0.15017,-0.18913,-4876.8,-0.57453,-0.11917,-0.033468,4.2604,-0.68162,0.85808,-36.828,1.0335,-0.46693,14.497
10065,risky_upgrade,1,1,BB,BBB,BB→BBB,0,0.15437,0.20023,0.073025,0.55752,0.11227,38070.0,0.3596,0.057519,0.014604,5.392,0.3745,0.71998,-15.799,0.9854,0.28727,46.478
10066,risky_upgrade,1,1,BB,BBB,BB→BBB,0,0.11326,0.36806,0.0089172,0.57327,0.015724,5983.0,0.25881,0.0038404,-0.048013,4.7228,0.011493,0.84458,-74.437,1.048,0.010434,107.02
10067,risky_upgrade,1,1,BB,BBB,BB→BBB,0,0.26163,0.49523,0.0077001,0.25728,0.015392,2686.9,0.3864,0.0094225,0.012186,4.0116,0.030251,0.75106,-10.158,0.98781,0.019027,61.919
10068,risky_upgrade,1,1,CCC,B,CCC→B,1,0.0037286,0.014959,0.019433,0.44403,0.0031188,5.0,0.43524,0.0,0.023492,3.1274,-0.0063015,1.2514,-50.221,0.97208,-0.033971,49.479
13347,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.27651,-0.81933,-0.819,0.27727,0.17146,-399.0,0.12565,-1.0305,0.015421,3.1593,1.4976,1.8948,-36.042,0.95215,-0.63279,11.311
13348,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.24351,0.00019245,-0.10207,1.1116,-0.1395,-328.98,-0.23654,0.0,0.011102,3.1307,-0.25295,1.1852,-267.82,1.0194,-2.9482139999999997,183.31
13349,risky_upgrade,1,1,B,BB,B→BB,1,0.21814,0.0014403,0.032508,0.26617,0.11262,183.26,0.20628,-0.063053,0.040659,2.9243,0.088583,0.94458,-84.145,0.96085,0.17984,119.75
13350,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.18344,-0.19114,-0.23604,0.76214,-0.074868,-1214.0,-0.29721,0.0,-0.10422,3.8207,-0.17235,0.84642,-155.08,1.0543,0.81436,110.34
13351,risky_upgrade,1,3,CCC,B,CCC→B,1,0.13289,0.10855,-0.056658,1.771,-0.040488,200.0,-1.1169,0.0,-0.0697,3.1775,-0.03987,0.85998,-524.64,1.0697,-0.24497,380.53370000000007
13352,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.10093,-0.27243,-0.31618,1.024,-0.3425,-1021.2,-0.17335,-0.12851,0.12795,4.0051,-0.6083,0.96173,-153.61,1.2353,-0.42535,107.73
13353,risky_upgrade,1,1,B,BB,B→BB,1,0.066664,0.35871,0.067406,0.30629,0.043404,695.93,0.1067,0.0,0.030609,4.0187,0.077482,0.63336,-40.925,0.98732,0.053936,52.819
13354,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.34832,-0.074185,-0.14565,0.79843,-0.097567,-19443.0,-2.2021499999999996,-0.049194,0.10864,4.7468,-1.6989,1.0555,-122.61,0.87712,-0.38613,8.4344
13355,risky_upgrade,1,1,BB,BBB,BB→BBB,0,0.23655,0.2545,0.18817,0.41068,0.17572,4889.0,0.14928,0.0,0.065403,4.3153,0.60457,1.4955,25.047,0.90951,0.247,37.868
13356,risky_upgrade,1,0,CCC,B,CCC→B,1,-1.00064,-1.86106,-1.034518,4.20196500000005,-0.065968,-18412.0,-2.2021499999999996,-1.880592,0.056239,3.7792,-10.095080000000001,0.31632000000000005,-2978.4999999999995,0.11664,0.09544,6.2047
13357,risky_upgrade,1,3,CCC,B,CCC→B,1,0.2452,0.015809,-0.26203,0.79835,-0.61232,27299.0,-2.2021499999999996,-0.02268,0.008453,5.0466,-0.7913,0.73481,-9.1995,1.0177,-0.73735,114.84
13358,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.22011,0.052532,-0.16003,0.90332,-0.25499,0.69561,-0.42476,0.0,-0.1487,4.7716,-0.87758,0.41233,-148.82,1.18,-2.2546,54.16
13359,risky_upgrade,1,1,CCC,B,CCC→B,1,0.016834,0.77375,0.083853,0.11191,0.11964,21.8,0.21239,0.0,0.12303,3.1123,0.25115,1.0611,-6.345,0.78842,0.014582,10.006
13360,risky_upgrade,1,3,BB,BBB,BB→BBB,0,0.2849,0.47371,0.1535,0.28534,-0.20759,802.0,-1.2137,0.37975,-0.032486,3.4495,-0.18646,0.48838,-41.786,1.0348,-0.13455,107.54
13361,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.41071,0.066977,-0.10692,1.0519,-0.18863,-3887.8,-0.24382,-0.28534,0.087434,3.9762,-1.51,0.66916,-252.0,0.85781,-0.24525,34.081
13362,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.09303,0.013931,0.019637,0.63072,-0.18431,-665.27,-0.77765,-0.016622,0.22188,3.8544,-1.5468,0.73506,-56.903,1.0577,-0.14218,17.521
13363,risky_upgrade,1,0,CCC,B,CCC→B,1,-1.00064,-1.86106,-0.96418,0.71503,-0.23881,-3490.1,-0.28034,-1.880592,-0.15963,3.3222,-3.6057,0.78584,-194.77,1.1941,0.43087,14.125
13364,risky_upgrade,1,0,CCC,B,CCC→B,1,-1.00064,-1.6925,-1.034518,1.3374,0.07804,-935.0,0.19545,-1.880592,-0.36414,2.6675,1.0361,1.1816,-303.63,0.86969,-0.11669,24.731
13365,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.30324,0.21865,-0.14628,1.3998,-0.42919,-6005.0,-0.20773,0.0,-0.3056,4.2967,-1.9182,0.54414,-235.91,1.2668,-0.59745,56.648
13366,risky_upgrade,1,1,CCC,B,CCC→B,1,0.57359,0.56874,0.25444,-0.014136,0.029022,3905.0,0.80989,0.0,0.0076405,3.833,0.028759,0.80736,31.382,0.99668,0.0045487,6.0741
13367,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.20637,-0.83516,-0.53819,0.5157,0.23332,-1775.0,0.17971,-1.0379,0.19253,3.9345,0.68223,1.558,-78.737,0.72471,1.3773,37.707
13368,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.24345,-0.029378,0.39264,1.2626,-0.47461,-29612.0,-0.38966,0.003802,0.21287,5.085,-1.0625,0.91135,-316.97,1.1667,2.8106089999999995,175.39
13369,risky_upgrade,1,3,CCC,B,CCC→B,1,0.55703,0.22212,-0.18268,0.22108,-0.48864,292.3,-0.11454,-0.016789,-0.064542,2.72,-0.38818,0.90724,3.6167,1.0853,-0.46125,74.926
13370,risky_upgrade,1,1,BBB,A,BBB→A,0,0.44178,0.5558,0.63606,0.14649,1.1758,513.79,0.032796,0.0,0.15144,3.0656,0.282825,1.2793,72.937,0.82577,0.46525,0.0
13371,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.48471,-0.41771,-0.75082,0.96333,-0.44538,-6244.0,-0.088229,-0.27503,-0.43843,4.11,-1.346,2.7253499999999997,-196.05,1.3924,2.8106089999999995,81.963
13372,risky_upgrade,1,1,BB,BBB,BB→BBB,0,-0.16907,-0.064323,-0.14288,0.95654,-0.00068217,-866.0,0.1618,-0.065988,-0.041143,3.7094,0.0031714,1.0035,-163.65,0.96468,0.0096932,74.606
13373,risky_upgrade,1,1,BB,BBB,BB→BBB,0,0.29397,0.26639,0.33986,0.32451,0.33333,3901.0,0.10736,0.0,0.23744,4.1229,0.24897,1.1771,-106.24,0.6904,0.53913,176.5
13374,risky_upgrade,1,3,CCC,B,CCC→B,1,0.15771,0.28841,0.056014,0.36676,-0.19456,1086.0,-0.57096,0.42536,-0.027908,3.838,-0.24134,0.64337,-76.876,1.0341,-0.46347,106.45
13375,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.13689,-0.05799,-0.056763,0.54605,-0.11131,-14782.0,1.0149,0.0,0.10224,5.0334,-0.31084,1.2083,-88.999,0.90064,-0.28899,49.609
13376,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.021379,0.18877,-0.077724,0.76166,-0.22651,-739.0,-0.34015,0.0,0.04075,4.5386,-0.33044,0.8873,-112.6,0.91113,-0.41585,107.14
13377,risky_upgrade,1,1,CCC,B,CCC→B,1,0.08928,0.4019,0.024882,0.69773,0.010004,583.0,0.52127,0.0,0.41702,3.8149,0.013052,0.99512,-142.56,0.57621,0.0076969,175.4
13378,risky_upgrade,1,3,CCC,B,CCC→B,1,0.20101,-0.14341,-0.30045,0.11789,-0.60439,79.32,-0.06786,-0.095639,-0.064903,2.5962,-0.50228,0.44142,-37.36,1.0649,-1.6058,48.883
13379,risky_upgrade,1,1,BB,BBB,BB→BBB,0,0.053298,0.32271,0.96706,0.33574,0.021926,711.8,0.59247,0.0,0.15487,4.1257,0.027283,0.94641,-60.942,0.86028,0.022995,73.346
13380,risky_upgrade,1,3,CCC,B,CCC→B,1,0.11388,-0.065269,0.38898,0.64089,-1.7323,2905.0,-0.029199,0.0,-0.14105,4.4067,-1.8401,0.58238,-81.042,1.6165,-1.0624,118.09
13381,risky_upgrade,1,1,B,BB,B→BB,1,0.29128,0.21732,0.45642,0.27013,0.087793,1981.0,0.37626,0.0,0.11758,3.8326,0.17595,0.86628,0.15238,0.88239,0.15887,38.539
13382,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.15465,-0.21307,-0.27882,0.60107,-0.28383,-223.0,-0.155,0.0,0.1381,3.159,-1.9808,1.2131,-52.632,0.91233,1.6099,23.638
13383,risky_upgrade,1,1,CCC,B,CCC→B,1,0.024518,0.00085326,0.041112,0.33602,-0.0046264,2816.0,0.51677,-0.052162,0.18125,5.0601,-0.0069097,1.0009,-38.51,0.80167,-0.010728,35.424
13384,risky_upgrade,1,0,CCC,B,CCC→B,1,-1.00064,-1.5892,-0.7595,1.9382,-0.26406,-1234.2,-0.37957,-1.880592,-0.46999,3.0891,-1.9534,0.56628,-500.74,1.5709,1.0161,62.799
13385,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.16884,0.21425,0.10207,0.14107,0.00378,-237.39,2.2784,0.033023,0.27052,3.148,0.049148,1.1276,-18.945,0.74508,0.0093048,4.3188
13386,risky_upgrade,1,1,BB,BBB,BB→BBB,0,0.25852,0.064488,-0.046236,0.45582,-0.32668,4113.0,0.3963,0.0,-0.12901,4.2017,-0.87894,0.98707,101.63,1.0786,-0.12092,36.537
13387,risky_upgrade,1,3,CCC,B,CCC→B,1,0.10075,0.47434,0.028262,0.2008,-0.50487,233.64,-0.15702,0.0,0.023319,3.3653,-4.605,0.79868,10.129,0.95845,-0.30806,5.1735
13388,risky_upgrade,1,1,B,BB,B→BB,1,-0.037107,0.019018,0.024351,0.50243,0.01069,-316.0,0.49644,0.0,0.020586,3.9302,0.0076981,1.4172,-181.49,0.98373,0.27184,173.48
13389,risky_upgrade,1,1,BBB,A,BBB→A,0,0.46087,0.69798,0.611,-0.016986,1.1796,637.84,0.026417,0.0,0.095706,3.1411,2.4686,1.0628,39.41,0.91076,0.33856,11.513
13390,risky_upgrade,1,3,CCC,B,CCC→B,1,0.15712,0.16427,-0.35665,0.25992,-0.21898,78.38,-0.29041,-0.24872,-0.20175,2.698,-0.21315,0.78404,-60.975,1.0405,-0.32196,81.27
13391,risky_upgrade,1,1,B,BB,B→BB,1,-0.058512,0.23201,0.017909,0.62347,0.30134,-163.95,0.12003,0.0,0.039964,3.4475,0.50575,1.2255,-72.586,0.92089,0.30108,47.934
13392,risky_upgrade,1,1,CCC,B,CCC→B,1,0.8898208000000005,0.33484,0.30009,-0.42289,1.6625,155.69,0.017341,0.0,0.064904,2.2321,0.282825,0.64054,175.11,0.9351,0.11576,0.0
13393,risky_upgrade,1,3,B,BB,B→BB,1,0.023479,0.51393,-0.11471,0.39708,-0.091803,98.12,0.16582,0.0,-0.13009,3.6211,-0.14425,0.75544,-54.121,1.0069,-0.032883,60.068
13394,risky_upgrade,1,0,CCC,B,CCC→B,1,-1.00064,-1.86106,-0.59752,3.1685,0.10948,-1570.0,0.35568,-1.880592,0.30706,3.086,0.282825,0.89703,-777.33,0.70196,-0.099484,0.0
13395,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.50369,0.0031019,-0.35428,1.0935,-0.30165,-25169.0,0.43391,-0.38536,-0.025186,4.6987,-0.98423,0.68608,-330.59,0.98078,-2.9482139999999997,104.73
13396,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.063747,-0.26605,-0.28766,1.6201,-0.044527,-26819.0,3.1619,-0.28207,-0.090427,5.624,-0.25684,0.74858,-207.79,1.2635,0.37632,74.07
13397,risky_upgrade,1,1,CCC,B,CCC→B,1,0.5829,0.34104,-0.24032,0.32533,-0.2539,152.2,-0.24651,0.0,0.26438,2.4168,-0.288,0.73388,79.013,0.73867,-0.15753,110.47
13398,risky_upgrade,1,1,CCC,B,CCC→B,1,0.11607,0.29843,0.40504,0.86805,0.0031486,20263.0,0.83564,0.084659,0.51962,5.242,0.017397,2.1639,-48.451,0.669,0.0026404,118.71
13399,risky_upgrade,1,3,CCC,B,CCC→B,1,0.1398,-0.7198,-0.55361,0.061781,-0.37605,9.27,-0.099912,-0.40989,-0.29205,1.94594,0.282825,0.9244,36.262,1.2936,-2.3139,0.0
13400,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.23124,-0.16188,-0.1988,0.23498,-0.37898,-2514.0,-0.20127,0.0,-0.025528,4.0363,-8.3122,0.87253,-29.66,1.0514,-0.65679,2.8161
13401,risky_upgrade,1,1,B,BB,B→BB,1,0.1128,0.22288,0.91239,2.1781,0.050123,12438.0,1.0156,0.0,0.2665,5.0425,0.13765,0.69053,72.579,0.76391,0.013068,57.755
13402,risky_upgrade,1,1,CCC,B,CCC→B,1,0.26865,0.41031,-0.07871,0.30729,-0.36052,1.7576,-0.16899,0.0,0.16688,5.065,-0.58187,0.9426,10.89,0.84387,-0.23158,52.033
13403,risky_upgrade,1,1,CCC,B,CCC→B,1,0.070313,0.31649,0.82612,0.25707,-0.052927,423.0,-0.82502,0.077811,0.12254,3.7793,-0.12395,0.80861,-11.915,0.86726,-0.038478,26.188
13404,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.19577,-0.084713,-0.085187,0.46907,-0.069655,-491.0,-1.1395,-0.058357,0.11179,3.3993,-0.3106,0.61873,-61.395,0.80607,-1.5778,28.0
13405,risky_upgrade,1,1,B,BB,B→BB,1,-0.016327,0.17761,0.15503,0.17725,0.043427,-97.0,0.39573,-0.040353,0.067289,3.7739,0.061225,0.99098,-40.601,0.93183,0.099152,38.427
13406,risky_upgrade,1,3,CCC,B,CCC→B,1,0.041033,-0.40786,-0.16847,0.7053,-0.11824,27.97,-1.0722,-0.31374,-0.073994,2.8336,-0.37075,0.7638,-98.097,1.0703,-0.52607,78.183
13407,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.094916,-0.098234,-0.23021,2.6051,-0.33892,-379.0,-0.29247,-0.055292,-0.51189,3.6013,-2.2361,0.49245,-433.6,1.4639,2.8106089999999995,64.328
13408,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.05618,0.19474,-0.14467,0.30928,-0.18181,-100.0,-0.25601,0.0,-0.056278,3.2504,-0.4749,0.94292,-50.295,1.0506,-0.63397,40.674
13409,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.11506,0.12099,0.015837,0.31354,0.022556,-12038.0,0.40254,0.0087149,0.0058893,5.0197,0.029957,0.78223,-57.315,0.99411,0.072031,38.368
13410,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.25713,0.12597,-0.042209,0.56775,-0.052762,-6634.0,0.62077,-0.036488,0.013022,4.4116,-0.12894,1.0501,-131.97,0.98698,-0.28966,68.009
13411,risky_upgrade,1,1,BB,BBB,BB→BBB,0,-0.014526,0.52969,0.029455,0.17193,0.087443,-1296.0,0.1717,0.022618,0.016427,4.9505,0.16704,1.1675,-23.013,0.98357,0.042701,20.611
13412,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.44437,0.34296,-0.075857,3.0473,-0.13621,-221.9,-0.24681,0.38988,-0.41498,2.6984,0.282825,1.0452,-624.57,1.415,-0.18955,0.0
13413,risky_upgrade,1,1,B,BB,B→BB,1,0.1824,0.30329,-0.041881,0.36678,-0.10245,15413.0,-2.2021499999999996,0.067572,0.039414,4.9269,-0.070828,1.0452,-27.262,0.95764,-0.035253,82.216
13414,risky_upgrade,1,1,BBB,A,BBB→A,0,-0.040546,0.63556,-0.008546,0.50957,-0.035067,-3363.8,0.19711,-0.0069618,0.015735,4.9189,-0.12451,1.1436,-55.196,0.98426,-0.010954,30.458
13415,risky_upgrade,1,1,B,BB,B→BB,1,0.57789,0.54934,0.23622,0.11736,0.61419,1001.5,0.054787,0.0,0.0786,3.2388,13.59,1.0452,61.752,0.93027,0.32213,1.5152
13416,risky_upgrade,1,1,CCC,B,CCC→B,1,0.18039,0.07759,-0.030114,1.4338,0.010024,1190.0,0.69447,-0.091695,0.076032,3.8193,0.00157,0.85401,-179.85,0.91048,0.0083829,293.48
13417,risky_upgrade,1,1,BB,BBB,BB→BBB,0,-0.0093654,0.23622,0.15958,0.22364,0.28741,-147.09,0.10768,0.0,0.052259,4.1961,0.50307,1.0452,-37.292,0.94425,0.34626,34.408
13418,risky_upgrade,1,1,A,AA,A→AA,0,0.32603,0.71764,-0.07242,0.076395,-0.27843,1889.0,0.063258,-0.011322,-0.045532,3.763,-2.0142,1.0452,55.204,1.0297,-0.10114,6.5611
13419,risky_upgrade,1,1,B,BB,B→BB,1,0.078694,0.013588,-0.0011464,0.30993,-0.0079909,23.34,0.082254,0.015206,0.32931,2.4722,-0.013169,0.75594,-136.92,0.67069,-0.001967,337.24
13420,risky_upgrade,1,1,B,BB,B→BB,1,-0.1049,0.29257,0.063019,0.24245,0.11518,-1954.1,0.14341,0.048852,0.012348,4.2702,0.22219,1.0313,-50.046,0.98765,0.16698,32.694
13421,risky_upgrade,1,1,B,BB,B→BB,1,0.52941,0.76693,-0.01007,-0.11056,-0.093331,292.83,0.083569,0.0,-0.012308,2.7428,-0.2901,1.0452,75.22,1.0036,-0.011721,5.322
13422,risky_upgrade,1,1,B,BB,B→BB,1,0.04539,0.23409,0.22815,0.22844,0.30113,284.84,0.099134,0.1852,0.013479,3.7976,0.37801,0.85331,-51.461,0.98652,0.79115,56.889
13423,risky_upgrade,1,1,CCC,B,CCC→B,1,0.032953,0.27294,0.13524,0.37309,-0.26692,75.76,-0.6415,0.0,0.4186,3.3615,-0.74593,0.7239,-4.3317,0.56206,-0.090399,12.079
13424,risky_upgrade,1,0,CCC,B,CCC→B,1,0.1013,-0.74674,-0.86811,2.5146,-0.98984,59.04,-0.12215,-0.41064,-0.6627794,2.7656,-0.89122,1.966,-140.83,1.6584000000000014,2.8106089999999995,185.9
13425,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.1854,0.2986,-0.19246,0.45099,-0.29734,-13665.0,-0.20062,-0.19246,-0.098527,4.8675,-0.6176,1.2859,-131.15,1.0985,-0.64454,72.633
13426,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.073782,0.075273,0.0085279,0.94011,0.010819,-1354.5,0.96089,0.0059073,0.022841,4.2638,0.013371,0.55483,-240.17,0.97716,0.078478,205.19
13427,risky_upgrade,1,1,CCC,B,CCC→B,1,0.8898208000000005,0.54877,0.13749,-0.59915,-2.09503,120.49,-0.013698,0.0,0.9867157000000019,2.1087,0.282825,0.43993,554.47,0.0475312,-0.15902,0.0
13428,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.26977,-1.056,-0.97994,0.28203,-1.0542,-53.39,-0.040968,-0.19898,-0.25046,2.2965,-2.3256,0.64331,-60.43,1.2498,-2.9482139999999997,34.262
13429,risky_upgrade,1,3,CCC,B,CCC→B,1,0.027408,-0.24402,-0.21892,0.33709,-0.22925,4.74,-0.15555,-0.025095,-0.092201,2.2379,-4.7985,1.0452,-2.8578,1.0922,-2.9482139999999997,6.4623
13430,risky_upgrade,1,1,BB,BBB,BB→BBB,0,0.53736,0.49303,0.79935,0.078343,0.69697,2812.0,0.051793,0.0,0.080813,3.7188,5.0382,1.0623,56.052,0.90794,0.48993,5.804
13431,risky_upgrade,1,1,B,BB,B→BB,1,-0.059484,0.0062123,0.0051419,1.0018,0.0089887,-358.97,0.17969,0.0,0.027406,3.7807,0.0080411,1.0452,-339.49,0.99153,0.0078616,259.43
13432,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.13834,-0.12238,0.026272,1.0773,0.0042414,-1616.0,4.977,-0.12636,0.0095881,4.0675,0.015295,0.84304,-167.49,0.98576,0.084911,109.33
13433,risky_upgrade,1,1,CCC,B,CCC→B,1,0.038968,0.07798,-0.26484,0.166,-0.74539,104.94,-0.04757,0.096948,0.9867157000000019,3.4302,-10.095080000000001,2.1845,25.89,0.27974,-0.054307,2.4118
13434,risky_upgrade,1,3,CCC,B,CCC→B,1,0.70535,0.055183,-1.034518,0.29452,0.15525,272.13,0.48582,0.0,0.028722,2.5864,0.1701,0.47373,74.182,0.96228,0.22794,46.233
13435,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.88203,-0.38925,-1.034518,0.54552,-0.63782,-2445.0,-0.063142,0.0,-0.32743,3.4428,-7.8474,0.79365,-109.84,1.3128,2.3567,11.904
13436,risky_upgrade,1,1,BB,BBB,BB→BBB,0,0.50817,0.54105,0.41464,0.057865,0.50253,660.11,0.061871,0.0,0.082695,3.1136,0.282825,1.0452,80.011,0.91519,0.25911,0.0
13437,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.060456,0.30371,-0.12631,0.40126,-0.18545,-354.26,-0.72235,-0.12631,-0.041663,3.7679,-0.35166,0.65274,-88.565,1.0417,-0.41589,74.967
13438,risky_upgrade,1,1,B,BB,B→BB,1,0.38359,0.487,0.021833,0.11695,0.04468,2452.4,0.26324,0.017545,0.0061595,3.8057,0.034271,0.91938,-12.285,0.99384,0.036026,47.778
