,group,is_risky,cluster,from_grade,to_grade,transition,high_risk_transition,Attr49,Attr38,Attr25,Attr13,Attr35,working_capital_to_assets,Attr30,Attr24,Attr52,retained_earnings_to_assets,Attr56,Attr55,Attr26,Attr63,Attr41,Attr29,Attr21,Attr43,Attr57,Attr20,Attr58,cash_to_current_liabilities,Attr45,Attr46
6218,risky_upgrade,1,0,B,BB,B→BB,1,-0.012585,0.92862,0.00010139,0.00076703,-0.02803,0.22841,-0.051901,0.047458,0.070749,-0.051158,0.066276,2252.8,0.36628,13.589,-0.2662,3.994,0.83207,88.527,0.02814,71.269,0.89731,43.646,0.18854,4.7302
6219,risky_upgrade,1,0,B,BB,B→BB,1,-0.0518,0.36499,0.043903,0.02043,-0.083142,0.036277,0.31828,0.0048834,0.29627,0.0,-0.040514,490.0,0.062101,3.2337,1.3507,4.1306,0.8986,112.61,-0.060198,50.222,1.0165,-45.314,-0.069258,0.50443
6221,risky_upgrade,1,0,CCC,B,CCC→B,1,0.063697,0.12975,0.090344,0.031657,0.14779,-0.15999,0.42295,0.028981,0.42102,0.019132,0.045439,-4933.1,0.062258,2.4883,0.1453,4.489,1.0452,114.94,0.21177,50.003,0.95456,-85.841,0.07533,0.44439
6224,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.6698,0.96277,0.9445156000000003,0.22881,-0.11462,0.093289,0.095541,0.033789,0.12331,-0.19547,-0.61919,438.55,1.135,4.9605,-0.011636,3.6722,1.0452,218.0,0.035095,132.93,0.79038,31.167,0.50156,2.3455
6225,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.53913,0.649,0.63724,-0.53497,-0.5391808,0.32245,0.26236,0.017107,0.062388,0.0,-0.064785,424.67,-0.91432,7.5811,-0.036176,3.1196,0.58373,120.31,-0.49542,89.486,0.74356,46.873,-2.1821,4.4271
6226,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.082888,0.63452,0.043504,-0.064003,-0.32702,0.017474,0.20211,-0.14263,0.16957,-0.050847,-0.18303,15.42,-0.31335,4.896,-0.13226,2.9457,1.0452,77.334,-0.22478,19.612,1.0593,-13.314,-1.4835,0.27354
6227,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.091594,0.74452,0.24665,-0.12662,-0.28374,0.45073,0.31039,-0.090822,0.062044,0.0,0.40552,117.52,-0.3555,11.523,-0.12962,2.4162,1.0452,166.63,-0.12199,131.31,0.45459,14.354,-0.35196,7.1257
6228,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.8681929,0.88744,0.49907,-0.5750552000000001,-0.13674,0.8898208000000005,1.4938,-0.12093,0.13312,0.0,-0.6627794,1920.0,-0.9360057,0.96429,-0.026535,3.3324,1.0452,570.03,-0.13627,274.38520000000074,1.6584000000000014,-19.92,-1.6883,11.512
6230,risky_upgrade,1,0,BB,BBB,BB→BBB,0,-0.13572,0.87145,0.80412,-0.0071832,-0.10954,0.66547,-0.453,-0.046662,0.14017,0.0,-0.16276,770.87,-0.037608,6.0983,-0.55764,3.0639,1.0452,185.18,-0.053545,78.788,1.1712,250.74,-0.3212,5.7137
6231,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.026264,0.36227,0.22351,-0.02284,-0.071232,0.24308,0.055798,-0.087816,0.17335,0.0,-0.019959,132.51,-0.12838,5.6208,-0.25843,2.7365,1.0452,45.033,-0.2424,0.0,1.0245,23.742,0.282825,0.68769
6232,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.0028266,0.27438,0.22367,0.0014133,0.006502,0.25748,0.045326,0.10403,0.056182,0.0,0.00050474,198.0,0.019713,17.753,-0.775,2.8859,0.81031,23.803,0.042654,0.95801,0.99879,6.1994,0.34615,0.24373
6233,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.62601,-0.7113339999999999,-1.86106,-0.42058,-0.5391808,-1.00064,0.35508,-1.034518,0.20701,-0.22561,-0.6627794,-49.03,-0.9360057,2.3653,-0.033496,1.94594,1.0452,9.690959000000001,1.749,0.0,1.3444,-62.353,0.282825,0.16013
6234,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.12751,0.78192,-0.18989,-0.21261,-0.17123,0.78989,0.19373,-0.69427,0.1582,-0.047425,-0.25617,40.64,-0.65299,3.185,-0.085118,1.94594,1.0452,497.3,-0.18195,37.316,1.0286,195.57,-2.0795,0.74561
6235,risky_upgrade,1,0,BBB,A,BBB→A,0,0.023126,0.8535,0.11398,0.055122,0.085692,0.05611,0.32234,0.081924,0.070945,0.0,0.039875,478.0,0.14938,14.681,0.18831,3.9304,1.0452,34.101,0.21891,6.1289,0.95989,3.3978,1.8587,0.25822
6236,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.37878,0.38987,0.14076,-0.4108,-0.36687,-0.090792,0.53243,-0.46985,0.32542,0.0,-0.052698,-5795.0,-0.77007,2.1857,-0.046946,4.805,1.0452,136.58,-1.2052,42.854,1.1074,-51.141,-3.4989,0.26527
6237,risky_upgrade,1,0,CCC,B,CCC→B,1,0.11515,0.247,0.24381,0.12258,0.081424,0.0278,0.97008,0.2008,0.29798,0.0,0.10793,478.0,0.10344,3.6773,0.27122,4.2354,1.0029,102.6,0.30398,38.634,0.88341,-27.481,0.93959,0.49093
6238,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.032041,-0.7113339999999999,-1.86106,0.1797,0.028074,-1.00064,4.20196500000005,0.06084,3.241538000000006,-1.880592,0.047314,-40384.0,0.031682,0.293002,0.58463,4.198,0.31632000000000005,139.35,-0.00049692,117.42,0.76565,-2059.6,0.0061587,0.12374
6239,risky_upgrade,1,0,B,BB,B→BB,1,-0.083782,0.73268,-0.38505,-0.1338,-0.082217,0.65029,0.46009,-0.22161,0.14824,-0.16344,-0.053656,1789.6,-0.269,6.2364,-0.26831,3.4396,1.0452,199.56,-0.92921,168.98,1.0719,-13.202,-0.31275,3.1272
6240,risky_upgrade,1,0,B,BB,B→BB,1,-0.0088387,0.46495,0.068992,0.058419,0.029398,-0.10717,0.358,0.027883,0.32044,0.0,0.017512,-137.18,0.14418,3.1757,0.17477,3.1072,1.0452,77.355,0.075368,53.731,0.96712,-82.038,0.10058,0.5937
6241,risky_upgrade,1,0,B,BB,B→BB,1,0.0065732,0.83827,0.25011,0.034779,0.014376,0.43368,-0.026366,0.32446,0.088719,0.0,0.052233,34057.0,0.24974,11.3,0.49394,4.895,0.70228,82.13,0.048185,26.27,0.92409,67.969,0.33799,2.222
6242,risky_upgrade,1,0,B,BB,B→BB,1,-0.014726,0.44261,0.39617,0.044077,0.034562,-0.021648,0.33971,0.010702,0.31648,0.0066085,0.018716,-243.0,0.12159,3.2201,0.18808,4.0502,0.89532,107.69,0.016681,89.126,0.98128,-98.657,0.017549,0.16853
6243,risky_upgrade,1,0,BBB,A,BBB→A,0,-0.11071,0.73281,0.65357,0.021517,-0.057917,0.10923,0.21112,-0.072822,0.17236,0.0,-0.045976,4274.7,0.10531,5.4674,0.53718,4.5926,0.97065,89.384,-0.068067,35.949,1.0393,-12.54,-0.40153,0.9356
6244,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.58687,-0.28994,-0.28994,-0.40666,-0.30275,-0.63475,1.6574,-0.36701,1.155,-0.36701,-0.4373,-9589.2,-0.24495,0.60235,-0.17532,4.1792,0.83122,232.73,1.2658,184.19,1.4373,-422.3,-1.0789,0.12887
6247,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.59453,0.59206,0.016686,-0.14423,-0.2307,0.38056,1.1252,-0.12887,0.70291,-0.16409,-0.65828,661.42,-0.12373,0.85786,-0.26607,3.24,1.0452,659.6461000000003,-0.21767,0.0,1.2816,273.39,0.282825,0.07834487
6248,risky_upgrade,1,0,CCC,B,CCC→B,1,0.17318,-0.40304,-0.98452,0.1663,0.59388,-0.29153,0.33583,0.81259,0.32935,-1.744,0.13178,-50.09,0.48852,3.4894,0.063133,2.2351,0.84318,78.677,-1.4093,2.1212,0.83204,-31.369,27.922,0.07834487
6249,risky_upgrade,1,0,B,BB,B→BB,1,0.027063,0.25142,0.2367,0.01484,0.11319,0.2285,0.24505,0.22194,0.24914,0.0,0.15676,776.0,0.028033,4.1025,0.30675,3.531,0.86537,112.0,0.08346,75.024,0.85464,-50.947,0.033966,0.8963
6250,risky_upgrade,1,0,CCC,B,CCC→B,1,0.009693,0.32095,0.30306,-0.0090252,-0.025792,-0.12533,0.29088,0.015724,0.29069,0.0,0.16594,-3513.0,-0.026803,3.384,1.0263,4.4476,1.0958,84.595,-0.056707,31.878,0.8157,-50.824,-0.091587,0.32484
6251,risky_upgrade,1,0,CCC,B,CCC→B,1,0.079342,-0.01517,-0.065747,0.12224,0.13338,0.12232,0.4511,0.10302,0.51488,0.075437,0.17645,1515.0,0.21132,2.3583,0.10368,4.0929,1.0783,186.99,-1.1474,163.97,0.82355,-157.34,0.1432,0.18656
6252,risky_upgrade,1,0,CCC,B,CCC→B,1,0.1165,-0.1996,-1.86106,0.097599,0.47384,-0.30658,0.24152,0.3862,0.29806,-1.880592,0.26164,-955.0,0.22888,3.5696,0.086746,3.4935,1.0452,51.195,-1.3757,37.963,0.75454,-69.797,0.66717,0.59402
6253,risky_upgrade,1,2,CCC,B,CCC→B,1,0.0109695,0.9843212,0.9445156000000003,0.068488,-0.010648,0.067221,0.2175,0.01274,0.082102,0.01274,0.052943000000000004,2077.7,9.224649999999944,0.293002,-0.0041904,4.4901,1.0452,99.4015,0.012755,35.1495,0.95096,2543.1,53.541990000000055,26.55150999999995
6254,risky_upgrade,1,0,B,BB,B→BB,1,0.0026463,0.56486,0.094095,0.026651,0.063965,-0.053895,0.29777,0.043431,0.17556,0.016982,0.028367,-3597.8,0.089178,5.7863,0.27142,4.8245,0.96584,52.767,0.066667,17.636,0.99448,-28.02,0.19927,0.58212
6255,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.047739,0.35573,0.3283,-0.020083,-0.14449,-0.12471,0.12779,-0.15072,0.11983,-0.15072,-0.039133,-2590.4,-0.15352,8.031,-0.23059,4.3175,1.1919,33.885,-0.4591,16.256,1.0391,-25.715,-0.77749,0.41222
9802,risky_upgrade,1,0,CCC,B,CCC→B,1,0.0024695,0.022167,0.019198,0.037619,-0.0033373,-0.2019,1.6322,0.022072,1.5473,0.0,0.094903,-340.0,0.01963,0.64243,7.4916,3.2263,1.0452,428.45,0.86606,274.38520000000074,0.86756,-419.44,0.039704,0.55426
9804,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.023633,-0.017389,-0.11551,0.00015196,-0.01227,-0.088616,0.55655,-0.11333,0.56801,0.0,-0.0068339,-555.0,0.00026464,1.7486,-2.2021499999999996,3.7968,0.6422,182.22,0.94386,90.979,1.0093,-109.04,-0.042031,0.47563
9805,risky_upgrade,1,0,CCC,B,CCC→B,1,0.043345,0.17352,0.026901,0.042624,0.041596,0.1735,1.0268,0.054307,0.93188,-0.024731,0.044826,1163.0,0.038214,1.1235,0.79979,3.8263,1.3106,270.94,1.074,27.57,0.9566,-79.067,0.52615,0.46083
9806,risky_upgrade,1,0,B,BB,B→BB,1,0.0336,0.60767,-0.10617,0.035078,0.087704,0.59712,0.17857,0.060567,0.19846,-0.1506,0.043045,1631.2,0.14104,5.1934,0.14487,3.4364,1.0452,171.67,0.073116,112.32,0.97057,-5.958,0.070865,0.92392
9808,risky_upgrade,1,0,BB,BBB,BB→BBB,0,0.076168,0.30218,0.27573,0.02926,0.22013,0.25563,0.287,0.031601,0.22393,0.0,0.094343,3517.2,0.086937,4.9252,0.089029,4.1386,1.615,109.69,0.062526,52.705,0.98865,-14.111,0.056079,0.82841
9809,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.050729,0.60605,0.0051317,-0.12446,-0.049283,-0.29934,1.0875,-0.036875,0.43904,0.0,0.14704,-18841.0,-0.12629,2.1452,-0.71715,4.7989,1.0086,48.191,-2.0479,13.394,0.85209,-124.41,-3.756,0.10209
9810,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.8681929,0.83893,0.1097,-0.5750552000000001,-0.1253,0.018056,0.99953,-0.18291,0.50734,0.23354,0.9801,56.95,-0.9360057,0.96325,-0.036929,3.4989,0.31632000000000005,371.92,-0.17971,62.222,0.2331,-26.572,-5.7003,0.29479
9811,risky_upgrade,1,0,CCC,B,CCC→B,1,0.00064443,0.46437,0.11917,0.00066772,0.024969,0.14143,0.68786,0.003397,0.51393,-0.0098736,0.026887,19610.0,0.00057481,1.9995,1.2289,5.1419,0.9144,227.48,-0.024888,107.52,0.98144,-52.404,-0.03047,0.64725
9812,risky_upgrade,1,0,BB,BBB,BB→BBB,0,-0.010645,0.4475,0.13654,0.050803,0.044386,0.15414,0.53256,0.016484,0.33055,-0.0045981,0.027868,1.299,0.08795,3.0892,0.25444,4.9413,1.0452,120.42,0.073372,29.005,0.98978,-26.641,0.08452,1.0535
9813,risky_upgrade,1,0,CCC,B,CCC→B,1,0.079473,0.88201,0.83935,0.066564,-0.067754,0.075997,0.038047,0.057502,0.084616,0.0,0.14151,111.64,0.59956,11.18,0.040809,3.167,0.94755,32.244,0.087069,6.7053,0.75984,13.544,3.1754,0.86952
9814,risky_upgrade,1,0,B,BB,B→BB,1,0.040523,0.22405,-0.033341,0.053877,0.092827,0.14337,0.34649,0.13383,0.34587,-0.12295,0.041431,645.0,0.12798,3.0162,0.19289,3.6531,1.2664,142.49,0.34631,109.34,0.95038,-90.645,0.11578,0.9193
9816,risky_upgrade,1,0,CCC,B,CCC→B,1,0.020425,0.03257,-0.42066,-0.012787,-0.072319,-0.56377,0.79291,-0.013915,0.64378,-0.42412,0.13953,-3815.0,-0.02428,1.454,1.3078,3.8304,1.0452,75.492,-0.72123,59.955,0.79471,-214.57,-0.11845,0.25916
9817,risky_upgrade,1,0,B,BB,B→BB,1,0.085372,0.22179,-0.004556,0.062326,0.22839,0.33182,0.40594,0.27198,0.32197,-0.075674,0.18279,1973.0,0.081339,3.3951,0.17396,3.7742,0.8099,148.01,0.56542,76.635,0.84702,-23.37,0.1726,0.9101
9818,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.39796,0.82549,0.29818,-0.17283,-0.025545,-0.10771,4.20196500000005,0.012636,2.7719,0.29545,0.4842,-37817.0,0.031594,0.68088,-2.2021499999999996,5.5454,2.7253499999999997,183.98,0.0,38.05,0.64632,-1071.4,0.0,0.31181
9819,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.16983,-0.48185,-1.3692,-0.056645,-0.26386,-1.00064,0.56949,-0.32204,0.47983,-1.8293,-0.10149,-3341.9,-0.099381,1.818,-0.53702,3.4873,1.0452,47.583,0.66833,28.054,1.223,-165.49,-1.6116,0.099332
9820,risky_upgrade,1,0,BB,BBB,BB→BBB,0,-0.056061,0.62292,0.34058,0.045151,0.0083675,-0.11488,0.77135,0.036038,0.50302,-0.012924,0.011161,-2726.0,0.058478,2.0104,2.1784,4.3753,1.1741,125.05,0.019828,62.939,0.94413,-118.84,0.065025,0.34893
9821,risky_upgrade,1,0,CCC,B,CCC→B,1,0.0051975,0.34723,0.34279,0.0010818,0.023833,0.33923,0.1426,0.14672,0.15736,0.0,0.0057602,3815.0,0.0048699,6.3918,0.98518,4.051,0.84521,81.33,0.008315,4.6837,0.99191,24.855,0.054387,0.18189
9822,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.30309,0.089439,-0.80089,-0.34429,-0.37934,-0.39239,1.0339,-0.4957,0.55078,-0.56073,-0.038706,-3909.0,-0.33598,1.2691,-0.11375,3.9983,0.47926,134.09,-2.9482139999999997,100.79,0.94552,-175.2,-1.2585,0.36805
9823,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.13372,0.22931,-0.67062,-0.090647,-0.20656,0.043068,0.48606,-0.51588,0.40272,-0.48768,-0.1315,1005.0,-0.18477,2.1945,-0.19897,4.368,0.84466,174.28,-0.79742,110.74,1.0888,-89.644,-0.38369,0.67814
9824,risky_upgrade,1,0,B,BB,B→BB,1,0.058356,0.40996,0.27847,0.10145,0.056824,0.00090707,0.78952,0.1218,0.88846,0.003831,0.31359,109.49,0.096345,1.5995,0.46416,5.0817,1.1101,212.4,0.23934,88.897,0.72957,-134.93,0.32145,0.6121
9825,risky_upgrade,1,0,CCC,B,CCC→B,1,0.03191,0.63958,0.034945,0.012845,-0.043669,0.34135,0.59836,0.014022,0.56758,0.0,0.37221,4894.0,0.014821,1.6155,0.65139,4.1565,0.71685,421.3,0.0083724,205.3,0.5724,-0.66863,0.016431,0.99669
9826,risky_upgrade,1,0,B,BB,B→BB,1,0.0059621,0.66427,0.44405,0.01154,0.0097878,0.70421,0.12676,0.021105,0.10147,0.0,0.0037136,368.37,0.077492,9.8846,0.32597,2.7186,1.0452,133.24,0.025153,77.056,0.99204,19.343,0.030028,1.5543
9827,risky_upgrade,1,0,A,AA,A→AA,0,0.19231,0.65625,0.30847,0.16573,0.49613,0.68026,0.25685,0.43499,0.15136,0.0,0.22135,659.68,0.53599,8.485,0.042818,2.9867,0.96023,149.21,0.73328,0.0,0.78511,132.08,0.282825,0.10715
9828,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.57788,-0.072094,-0.58287,-0.48782,-0.44415,-0.75934,1.1696,-0.49926,0.78694,-0.083609,-0.48746,-4616.0,-0.41476,0.8543,-0.085593,3.7838,1.0452,102.25,2.8106089999999995,54.759,1.5174,-255.0,-3.651,0.17717
9829,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.19848,0.25837,-0.053102,0.075133,-0.08999,-0.15462,1.2039,-0.10013,0.56668,0.0,-0.1147,-969.0,0.062539,1.5831,0.32372,3.7971,1.017,152.19,-1.2417,43.815,1.0344,-125.51,-0.71573,0.21797
9830,risky_upgrade,1,0,CCC,B,CCC→B,1,0.02893,0.46432,-0.71989,0.0016714,0.059835,-0.086933,0.57015,0.0039212,0.36264,-0.72198,0.12596,-8989.0,0.0029124,2.8322,0.66124,5.0145,1.0955,96.824,0.0074188,58.112,0.89238,-89.95,0.010498,0.50285
9831,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.31601,0.45882,-0.2635,-0.22723,-0.1374,-0.24091,1.6917,-0.17976,0.6721,-0.083281,-0.23864,-25635.0,-0.13413,1.2012,-0.38794,5.027,1.0452,138.52,-2.9482139999999997,87.401,1.2158,-209.67,-1.3071,0.32916
9833,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.0080146,0.53659,0.29808,-0.0031186,-0.024837,0.47144,0.05815,0.07934,0.058143,-0.047775,-0.0031022,325.15,-0.053471,17.146,-2.2021499999999996,2.8387,1.0682,42.881,-0.10198,27.135,1.0042,-5.4008,-0.092639,1.2777
9834,risky_upgrade,1,0,B,BB,B→BB,1,-0.18032,0.80252,0.36389,-0.10874,-0.098057,0.40636,0.25727,0.73436,0.23837,0.0,0.079137,15184.0,-0.41923,4.2864,-0.099665,4.5725,0.81294,274.94,-0.15084,202.81,1.0013,-6.161,-0.28788,0.94784
9835,risky_upgrade,1,0,B,BB,B→BB,1,0.085591,0.31463,0.20198,0.080959,0.29169,0.24571,0.18521,0.48014,0.20011,-0.21152,0.17355,1416.0,0.32447,5.4179,0.080373,3.7606,1.3273,83.449,0.79928,24.662,0.82601,-0.91826,0.99106,0.51364
9836,risky_upgrade,1,0,CCC,B,CCC→B,1,0.0030885,0.14529,0.098991,0.0028565,0.048824,0.16939,0.39523,0.0061574,0.28378,0.0,0.33505,182.94,-0.0076964,3.5281,4.2828,3.0334,1.0452,119.68,-0.045313,28.935,0.67409,-11.98,-0.038526,0.40014
9838,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.48217,0.004494,-0.99537,-0.16246,-0.31032,-0.69117,1.0097,-0.32773,0.74849,-1.1962,-0.31507,-1054.6,-0.16073,0.98938,-0.23796,3.1835,1.0452,111.35,-2.9482139999999997,55.711,1.3712,-261.52,-2.1801,0.1547
9839,risky_upgrade,1,0,CCC,B,CCC→B,1,0.0089654,0.20752,-0.11289,0.0067945,0.021729,0.056334,0.22488,-0.0075233,0.23026,-0.17371,0.88359,4747.0,0.025188,4.3645,0.85284,4.9256,1.0728,87.46,0.096186,8.5007,0.11719,-3.0012,0.24808,0.127
9840,risky_upgrade,1,0,CCC,B,CCC→B,1,0.003104,0.37328,0.28445,0.0010243,0.10271,-0.21228,0.11901,0.1326,0.12863,0.067081,0.32062,-250.92,0.0079781,7.7891,1.3787,3.0726,0.75851,25.702,0.013395,3.5247,0.69769,-21.01,0.10607,0.188
9841,risky_upgrade,1,0,BB,BBB,BB→BBB,0,-0.08593,0.74661,0.16944,0.13689,-0.016935,0.42244,0.050309,0.022729,0.12306,0.0,-0.020922,5490.0,0.42365,7.9599,0.079285,4.1138,1.0452,137.95,0.025879,15.862,0.96894,183.51,0.54946,2.4936
9842,risky_upgrade,1,0,B,BB,B→BB,1,-0.028365,0.80277,0.57747,-0.021792,-0.066024,0.29513,0.098761,0.38711,0.074729,0.0,0.070494,746.68,-0.14168,13.012,-0.18075,3.4031,0.67299,49.934,-0.092476,8.3337,0.92453,32.265,-0.95443,1.0124
9843,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.092036,0.51574,0.28392,-0.072442,-0.22624,0.2352,0.17154,-0.21811,0.15955,0.0,-0.080468,121.75,-0.42021,5.8007,-0.086746,2.714,0.84781,92.538,-0.46477,87.203,1.0787,-52.845,-0.35719,1.4009
9844,risky_upgrade,1,0,BB,BBB,BB→BBB,0,-0.25148,0.24803,0.21804,0.11965,-0.20251,-0.17449,0.55005,-0.10046,0.30915,0.0,-0.14803,-349.16,0.21751,2.8176,0.13605,3.3012,1.0452,82.955,-0.40506,52.334,1.0535,-102.16,-0.51245,0.40405
9845,risky_upgrade,1,2,CCC,B,CCC→B,1,0.024877,0.91765,0.25723,0.043832,0.12257,0.88482,-0.15787,0.18987,0.023903,0.0,0.034354,133.98,1.6295,43.324,0.017553,2.1802,0.98961,32.896,0.10939,0.0,0.96565,93.371,0.282825,7.8396
9846,risky_upgrade,1,0,B,BB,B→BB,1,-0.17539,0.63492,0.49504,-0.044288,-0.12736,-0.0073993,0.3754,-0.085365,0.22947,0.0,-0.13125,-34.0,-0.11476,3.8522,-0.37363,3.6623,0.89786,87.819,-0.17798,55.562,1.1018,-54.361,-0.75394,0.63017
9848,risky_upgrade,1,0,B,BB,B→BB,1,0.037042,0.47819,0.41029,0.040495,0.27396,0.45473,0.019405,0.32377,0.074919,0.028502,0.038459,1105.0,0.44796,13.657,0.065892,3.3856,1.645,30.392,0.48882,15.157,0.9599,8.2261,0.78988,1.3014
9850,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.14546,0.38053,0.20057,0.0024965,-0.04539,-0.25894,0.5729,-0.096476,0.45909,-0.33394,-0.036288,-12682.0,-0.007298,2.102,-0.32454,4.69,0.87274,91.246,-0.21288,68.739,1.0163,-138.01,-0.25126,0.43544
9851,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.43822,0.010358,-0.44268,-0.37422,-0.20899,-0.24177,0.8489,-0.4125,0.62735,-0.03789,-0.20774,-40775.49,-0.33534,1.1316,-0.10209,5.4102,1.0452,134.82,2.8106089999999995,127.92,1.4519,-154.94,-1.1766,0.33143
9852,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.85848,0.83295,-0.564,-0.5750552000000001,-0.13677,0.60171,-0.6269029,0.092351,0.51237,-0.98898,0.34197,38969.0,-0.9360057,1.7448,-0.033264,4.8113,2.7253499999999997,391.44,-0.27508,194.54,1.2319,543.42,-1.5897,0.82427
9853,risky_upgrade,1,0,CCC,B,CCC→B,1,0.022909,0.43034,0.0475,-0.059314,0.031139,-0.024725,1.3725,0.0068127,2.8145,0.012241,0.62785,-2232.0,-0.043802,0.82347,1.997,4.9556,0.73232,383.94,-0.073056,58.079,0.52208,-268.33,-0.37781,0.07834487
9854,risky_upgrade,1,0,BB,BBB,BB→BBB,0,0.021232,0.42951,0.053472,0.060731,0.086467,0.0015709,0.42352,-0.018703,0.47041,-0.044383,0.067933,10.31,0.12993,2.2312,0.17051,3.8171,0.99895,143.05,0.074202,66.452,0.97266,-83.638,0.13753,0.59655
9855,risky_upgrade,1,0,BBB,A,BBB→A,0,0.077235,0.65345,0.39728,0.088781,0.15901,0.40036,0.30598,0.13989,0.21613,0.0,0.090379,14971.0,0.21632,5.0867,0.1123,4.5728,1.0452,147.77,0.24653,60.99,0.90717,23.053,0.36226,0.9479
9856,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.044194,0.52829,-0.45193,-0.044194,-0.059501,0.52846,-0.067494,-0.26242,0.33265,-0.40757,-0.043814,30.73,-0.12728,2.88,-0.26189,1.94594,0.33435,117.4,-0.11361,0.0,1.0441,134.16,0.282825,1.1944
9858,risky_upgrade,1,0,CCC,B,CCC→B,1,0.031035,0.54509,-0.1901,0.023099,0.0294,-0.12165,0.50601,0.097757,0.3994,-0.25093,0.26553,-558.0,0.028997,2.5618,0.54469,3.6615,0.73022,100.94,0.035463,72.475,0.72872,-114.64,0.07406,0.51288
9859,risky_upgrade,1,0,B,BB,B→BB,1,0.040861,0.37022,0.23514,0.037891,0.026633,0.021331,1.4101,0.9628,0.45185,0.0,0.24295,2184.0,0.022999,2.9069,0.6084,5.0102,1.4307,105.3,0.016862,31.458,0.80171,-60.046,0.16422,0.89005
9860,risky_upgrade,1,0,B,BB,B→BB,1,-0.0072583,0.69335,0.54749,0.026812,0.011138,0.3938,0.19669,0.11764,0.16276,0.0,0.24657,2.57,0.12905,6.1028,0.19679,5.0505,1.1212,151.54,0.011608,79.404,0.76566,13.654,0.024168,1.2423
9861,risky_upgrade,1,0,CCC,B,CCC→B,1,0.0047248,0.21446,-0.025711,-0.012059,0.012326,-0.12878,0.31797,-0.026133,0.23903,-0.014624,0.19776,-366.0,-0.040096,4.1412,2.2457,3.4536,1.0891,69.003,-0.46024,20.955,0.80465,-39.017,-0.2223,0.2703
9862,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.0019803,0.34331,0.2592,-0.011892,-0.073738,-0.14656,0.13903,0.39946,0.13296,0.0,0.053722,-656.0,-0.080776,7.338,-2.2021499999999996,3.6509,0.77915,36.404,-0.16664,28.641,0.93426,-39.514,-0.1457,0.61788
9863,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.032202,0.22675,-0.26052,0.018182,-0.0077475,0.06678,0.64266,-0.098976,0.62426,-0.24505,-0.0064567,54.82,0.028215,1.5916,0.71724,2.9143,0.89061,237.78,-0.068228,81.492,0.99987,-73.205,-0.057748,0.40706
9864,risky_upgrade,1,0,B,BB,B→BB,1,-0.14028,0.70283,0.332,-0.0933,-0.105,0.25747,0.15515,0.11809,0.2504,0.0,-0.13106,1027.6,-0.26227,3.5308,-0.12131,3.6011,1.1159,141.68,-0.1327,78.214,1.1062,33.671,-0.54335,1.5209
9865,risky_upgrade,1,0,B,BB,B→BB,1,-0.053065,0.72525,0.36915,-0.044439,-0.075767,0.1976,0.1896,-0.048127,0.18079,0.00042287,0.12021,9715.0,-0.21623,5.2392,-0.12835,4.6916,1.3588,113.55,-0.089172,74.623,0.86975,-23.691,-0.21611,1.1657
9866,risky_upgrade,1,0,B,BB,B→BB,1,-0.094068,0.34726,0.13305,0.033945,-0.0018132,0.19392,1.0546,0.05279,0.53889,-0.017224,-0.0024653,816.0,0.031267,1.8511,0.55553,3.6241,0.5685,91.928,-0.18966,80.982,1.0154,-195.28,-0.20597,1.41
9867,risky_upgrade,1,0,B,BB,B→BB,1,-0.016184,0.37802,0.33098,0.0082495,-0.017892,0.092418,0.2442,0.036015,0.23569,0.0,-0.0067653,167.0,0.029068,4.2082,0.57895,3.257,1.0391,99.356,-0.058558,27.851,1.0009,-14.826,-0.10515,0.32417
