,group,is_risky,cluster,from_grade,to_grade,transition,high_risk_transition,Attr49,Attr38,retained_earnings_to_assets,working_capital_to_assets,Attr25,Attr24,Attr35,Attr13,Attr30,Attr52,Attr29,Attr56,Attr55,Attr21,Attr41,Attr12,Attr58,cash_to_current_liabilities,Attr57,Attr63,Attr47,Attr54,Attr15
6061,risky_upgrade,1,3,B,BB,B→BB,1,-0.11539,0.32809,-0.036562,0.054896,0.24205,-0.18431,-0.053605,-0.11019,0.35274,0.39183,3.4935,-0.03493,171.0,1.0452,-0.15258,-0.27589,1.1049,5.0296,-0.56177,2.2975,5.0362,1.184,-1449.4
6062,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.13144,0.73385,0.03656,0.090189,0.72894,-0.18199,-0.078146,-0.11931,0.16948,0.12581,3.0013,0.20261,90.46,1.0452,-0.044312,-0.83596,0.8645,2.2547,-0.248,7.0068,16.738,1.0597,-534.58
6063,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.032789,0.20776,0.0,-0.17181,0.16061,-0.37787,-0.30093,-0.025455,0.082096,0.083648,2.7276,-0.032992,-91.75,1.0681,-0.12177,-0.34585,1.0281,-26.62,-1.3188,11.535,18.844,0.54739,-1243.1
6064,risky_upgrade,1,0,CCC,B,CCC→B,1,0.0035252,0.12852,-1.880592,-0.30285,-1.86106,-0.0060094,0.0071994,0.018794,0.10544,0.15861,2.2255,0.0013192,-50.9,1.0452,0.12194,-0.0068951,0.97709,-20.725,-0.046759,6.3133,0.0079043,0.29797,3076.2
6065,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.017688,0.2726,-0.0075309,0.21053,0.020118,0.0093929,-0.048949,-0.016165,0.33635,0.24739,4.0323,-0.017434,2268.0,0.92184,-1.1781,-0.079971,1.0116,-8.6985,-1.1825,3.9598,34.929,3.3693,-7682.3
6066,risky_upgrade,1,1,CCC,B,CCC→B,1,0.05106,0.40305,0.0,-0.11035,0.020756,0.027218,0.023854,0.025416,0.87085,0.36915,3.707,0.12156,-562.0,1.0452,0.59095,0.070365,0.85397,-61.645,0.67889,2.7685,24.08,0.55704,13000.0
6067,risky_upgrade,1,1,BB,BBB,BB→BBB,0,0.038818,0.6864,0.0,0.38189,0.52621,0.56779,0.10586,0.034404,0.088735,0.11711,3.7134,0.13835,1974.0,0.92759,0.098959,0.30474,0.86213,-1.9421,0.10757,8.8577,55.101,2.2078,1222.7
6069,risky_upgrade,1,3,B,BB,B→BB,1,-0.1627,0.38699,-0.11358,-0.24555,0.36512,-0.11843,-0.093713,-0.0379,0.54657,0.51616,4.5619,-0.060234,-8953.6,0.87038,-1.2849,-0.20463,1.0602,-137.6,-0.31107,1.8273,46.49,0.58036,-5469.5
6070,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.084082,0.19072,-0.10501,-0.24746,-0.014232,-0.10338,-0.050918,-0.055406,0.77241,0.59302,4.9901,-0.0058669,-24188.0,1.0917,-2.2021499999999996,-0.15668,1.0059,-129.38,2.8106089999999995,1.6765,44.697,0.32456,-5150.1
6071,risky_upgrade,1,1,BBB,A,BBB→A,0,-0.046496,0.72864,-0.010214,0.1244,0.5372,-0.011069,-0.00045289,0.038873,0.28033,0.15825,5.3919,0.0072027,30670.0,0.81972,0.20327,-0.046614,0.9928,-14.924,-0.019014,6.3648,44.66,1.1418,2664.5
6073,risky_upgrade,1,1,B,BB,B→BB,1,0.022773,0.51195,0.012705,0.19537,0.49969,0.012728,0.030852,0.0093946,0.28416,0.2684,4.3125,-0.044833,4011.8,1.0452,0.41793,0.0335,1.0448,-36.277,0.025426,3.5659,87.156,1.2145,11247.0
6074,risky_upgrade,1,1,BB,BBB,BB→BBB,0,0.11673,0.098546,0.025658,0.026328,0.33677,0.34736,0.16259,0.17856,0.41401,0.56356,4.174,0.11207,393.0,1.209,0.1741,0.35101,0.90795,-2.5602,-2.9482139999999997,1.9658,7.9109,1.2048,1246.3
6075,risky_upgrade,1,1,B,BB,B→BB,1,-0.014695,-0.087317,-0.041049,-0.10539,-0.087317,-0.025395,-0.0027998,-0.031196,1.7846,1.7802,4.3694,-0.0045723,-2467.0,1.0452,7.4916,-0.023355,1.0026,-202.36,0.29083,0.55852,138.72,-3.5025279999999994,-20949.0
6076,risky_upgrade,1,1,CCC,B,CCC→B,1,0.03899,-0.37516,-0.92467,-0.97189,-0.63261,-0.63261,0.6873924000000006,0.017743,0.048175,0.063236,2.2883,0.043921,-188.75,0.70334,0.041306,0.21238,0.95616,-16.309,-0.77848,16.539,0.0,-0.6287,1243.9
6077,risky_upgrade,1,1,B,BB,B→BB,1,0.0070931,0.4457,0.00065565,-0.14457,0.0085964,0.014456,0.033584,0.0072323,0.27565,0.27896,4.7396,0.028502,-7938.0,1.0452,1.3033,0.026101,0.98102,-29.375,0.017648,3.609,3.1759,0.75447,13996.0
6078,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.082645,0.28519,0.0,0.38884,-0.027676,-0.06671,-0.064578,-0.070642,0.31813,0.40646,2.6755,-0.075399,184.19,1.0452,-0.40819,-0.17819,1.0735,143.22,-0.23392,2.2878,9.8549,1.2044,-4312.1
6079,risky_upgrade,1,1,B,BB,B→BB,1,-0.0040423,0.49428,0.024326,-0.074193,0.19958,0.031469,0.036547,0.03092,0.2915,0.1857,4.6124,0.012686,-3039.0,1.2905,0.29934,0.067828,0.98731,-29.846,0.12188,5.4543,18.692,0.81,3539.0
6080,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.42387,-0.070858,-0.4566,-0.91264,-0.070858,-0.4566,-0.25846,-0.49001,1.3452,1.0496,4.9175,-0.28384,-40775.49,0.88034,-0.1871,-0.43308,1.2838,-382.82,2.8106089999999995,0.74214,25.754,-0.082554,-1003.7
6081,risky_upgrade,1,1,B,BB,B→BB,1,0.01256,0.36974,-0.00030039,0.048321,0.10212,0.10054,0.064086,0.024455,0.25326,0.23208,4.094,0.02315,600.0,1.2472,0.26302,0.05948,0.97642,-14.911,0.13235,4.4037,21.21,1.1455,4057.8
6082,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.036304,0.18856,0.00070961,-0.38121,0.055239,0.00070961,0.022171,0.044403,0.32759,0.28883,3.7824,0.011329,-2310.0,0.92469,0.21039,0.0008795,0.98867,-86.813,0.012846,3.5019,33.775,0.32829,2735.3
6085,risky_upgrade,1,1,B,BB,B→BB,1,-0.026676,0.30521,0.0,0.050274,0.16094,-0.037137,0.027848,0.00044756,0.097503,0.10718,2.6604,0.0044414,23.0,0.90479,1.2765,-0.13176,1.0118,-6.1125,-0.29994,9.2085,8.2856,1.1972,37403.399999999994
6086,risky_upgrade,1,1,BBB,A,BBB→A,0,-0.091699,0.95807,-0.61625,0.12729,-0.2329,-0.35319,0.027396,0.5373,-0.091997,0.11394,4.2987,0.076717,2532.2,1.1555,0.017487,3.4974,0.69109,152.52,0.14052,9.2881,4.7723,1.1484,81.898
6087,risky_upgrade,1,1,B,BB,B→BB,1,-0.018765,0.47479,0.013779,0.14553,0.40367,0.01798,0.032275,0.036566,0.20281,0.18689,3.427,0.015107,389.0,1.0636,0.16526,0.0346,0.98489,-33.767,0.034133,5.4327,51.469,1.4175,2088.8
6088,risky_upgrade,1,1,BB,BBB,BB→BBB,0,0.02298,0.88372,0.0,0.20065,0.12541,0.12541,0.12546,0.079225,0.0047218,0.048683,3.3188,0.050085,418.07,1.0452,0.019032,1.0785,0.95572,13.272,0.14191,21.542,17.198,1.2937,213.86
6090,risky_upgrade,1,1,CCC,B,CCC→B,1,0.023618,0.36628,0.0088443,-0.37215,0.24186,0.016454,0.047312,0.045432,0.76667,0.69309,4.9329,0.067245,-31889.0,0.7761,0.32575,0.027561,0.93275,-200.4,0.036569,1.5468,34.064,0.47254,6276.4
6091,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.071211,0.18699,-0.12873,-0.14907,0.16049,-0.12781,-0.052786,-0.094031,0.74989,0.68742,4.1508,-0.061598,-2109.5,0.7273,-0.97647,-0.16025,1.0616,-176.21,-0.80209,1.3703,115.6,0.53197,-2926.8
6092,risky_upgrade,1,1,A,AA,A→AA,0,0.068168,0.76829,0.044799,0.16402,0.5273,0.059772,0.098458,0.087003,0.40613,0.18942,5.4959,0.089867,51377.0,1.1156,0.10755,0.34001,0.91013,-4.6949,0.084959,5.8006,68.406,1.1637,1714.7
6093,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.28849,0.31306,-0.18861,-0.50836,0.24435,-0.22769,-0.2217,-0.15026,0.7331,0.55172,4.4917,-0.21267,-15773.0,0.9655,-0.1676,-0.33226,1.2127,-164.94,-0.77191,1.4946,6.8297,0.38035,-1788.2
6094,risky_upgrade,1,1,BB,BBB,BB→BBB,0,-0.002375,0.33341,0.039919,0.0094994,0.33341,0.053784,0.077466,0.075939,0.30905,0.33455,4.4417,0.052241,262.69,0.9277,0.11685,0.095072,0.94776,-72.24,0.11973,3.1538,70.977,0.78487,1524.0
6095,risky_upgrade,1,1,CCC,B,CCC→B,1,0.037048,-0.0032842,-0.292,-0.28701,-0.12962,0.17886,0.25363,0.056288,0.24684,0.24325,3.664,0.062765,-1324.0,1.0452,0.13546,0.18811,0.95166,-45.901,-2.9482139999999997,4.2501,18.826,-0.0097679,1610.2
6096,risky_upgrade,1,3,B,BB,B→BB,1,0.0109695,0.21955,-0.0090363,0.22136,0.12568,-0.0090401,-0.0028385,0.068488,0.2175,3.241538000000006,4.9422,0.052943000000000004,19377.0,1.0452,-2.2021499999999996,-0.021375,0.95096,-2978.4999999999995,-0.071901,0.293002,380.53370000000007,0.61722,-20866.0
6097,risky_upgrade,1,1,CCC,B,CCC→B,1,0.033489,0.11252,0.0,0.18332,-0.092107,0.093053,0.061055,0.041818,0.22467,0.31743,2.5921,0.024514,71.67,1.0452,0.30434,0.12046,0.96263,6.1426,1.857,3.2242,21.146,2.5457,3379.1
6098,risky_upgrade,1,3,B,BB,B→BB,1,-0.1672,0.59433,0.0,-0.039329,0.31931,-0.19692,-0.11537,-0.0702,0.21611,0.21058,3.8617,-0.070033,-286.0,1.0452,-0.11977,-0.50726,1.1176,-36.464,-0.34776,4.2437,26.982,0.91297,-1280.3
6099,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.8681929,0.44476,-0.55973,0.015111,-0.15091,-0.55973,-0.38697,-0.5750552000000001,1.9331,0.48527,3.991,-0.6627794,148.0,0.31632000000000005,-0.11124,-1.2422,1.6584000000000014,-160.07,2.8106089999999995,1.1704,153.28,0.83257,-792.33
6102,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.1931,0.2243,0.0,-0.13695,-0.069862,-0.14599,-0.40188,-0.1712,0.46404,0.33441,3.3659,-0.21107,-318.0,0.46258,-0.10654,-0.47934,1.1611,-104.22,-2.9482139999999997,2.457,78.549,0.62041,-990.13
6104,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.08971,-0.7113339999999999,0.2481,-1.00064,-0.84741,0.24736,-0.040836,0.26785,1.4446,1.3573,4.1119,-0.077171,-17548.0,1.315,2.4956,0.14594,1.0772,-491.85,-0.29277,0.68396,76.934,-1.2817,1992.3
6105,risky_upgrade,1,3,B,BB,B→BB,1,-0.19977,0.57629,-0.23502,0.065189,0.5724,-0.23502,-0.23514,-0.13991,0.23471,0.2334,4.2155,-0.072111,1070.7,1.3621,-0.059427,-0.67854,1.0721,-36.785,-0.41058,3.9963,48.084,0.97934,-660.17
6106,risky_upgrade,1,1,BBB,A,BBB→A,0,0.0019112,0.54507,0.018194,0.15154,0.31417,-0.053696,0.038985,-0.0093526,0.31845,0.20904,4.2896,0.0235,2952.0,1.2622,0.28114,-0.13306,0.9765,-14.984,0.05791,4.8989,43.552,1.2252,-12525.0
6107,risky_upgrade,1,1,CCC,B,CCC→B,1,0.020307,0.47419,0.32684,-0.1559,0.404,0.32684,0.33432,0.040234,0.048412,0.0443,3.5917,0.020861,-608.89,0.97764,0.040015,0.68996,0.97914,-9.595,0.809,23.054,3.9757,0.69509,451.82
6108,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.0022721,-0.01789,-0.39182,-0.31502,-0.36483,0.019686,0.048111,0.0232,0.3068,0.31234,3.5524,0.016263,-1124.0,1.0452,0.37501,0.021441,0.9844,-52.977,-0.51396,3.2283,12.452,-0.04511,5459.5
6109,risky_upgrade,1,1,BB,BBB,BB→BBB,0,0.018246,0.57999,0.0,0.15596,0.44685,0.086571,0.097013,0.026761,0.092825,0.10817,2.5832,0.024415,59.74,1.0452,0.12497,0.20613,0.97823,12.553,0.11393,9.4611,0.0,1.3677,1441.6
6110,risky_upgrade,1,2,CCC,B,CCC→B,1,0.035398,0.9843212,0.0,0.15278,0.19907,0.018519,0.018519,0.035398,-0.12389,0.027523,2.3345,0.035398,33.0,1.0452,0.025,1.3333,0.9646,108.99,0.014085,37.667,0.0,1.1833,273.75
6111,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.45,-0.7113339999999999,-1.880592,-1.00064,-1.86106,-1.034518,-0.5391808,0.7681938000000001,4.20196500000005,3.241538000000006,1.94594,-0.6627794,-4108.4,0.31632000000000005,-2.2021499999999996,0.015329,0.13812,-2978.4999999999995,-0.015363,0.293002,0.0,1.3767,23811.0
6113,risky_upgrade,1,1,B,BB,B→BB,1,-0.12632,0.40572,-0.11111,-0.2254,0.40572,-0.09879,-0.082723,0.017838,0.16268,0.33409,4.3915,-0.023466,-5551.9,0.64403,0.40965,-0.17268,1.0235,-56.073,-0.27386,2.9246,3.4686,0.62102,6996.4
6114,risky_upgrade,1,2,CCC,B,CCC→B,1,0.22171,-0.7113339999999999,-1.880592,0.75335,-1.4817,0.82155,0.6873924000000006,0.23132,0.66554,0.074148,2.9324,0.2606,644.7,1.0452,0.095497,3.9005,0.77467,-6.6344,-0.56533,17.265,85.647,-3.5025279999999994,1051.1
6116,risky_upgrade,1,1,A,AA,A→AA,0,0.13016,0.81959,0.30823,0.37466,0.52974,0.52752,0.091223,0.12502,0.16373,0.39436,5.015,0.3554,38783.0,1.2366,0.15036,0.49092,0.66955,189.45,0.0,3.9269,99.7,1.8421,1714.2
6119,risky_upgrade,1,2,B,BB,B→BB,1,-0.040167,0.95936,0.0,0.87292,0.45268,0.81861,-0.054013,-0.018044,-0.27173,0.014425480000000001,1.9942,-0.01839,86.14,0.75507,-0.033754,-2.09503,1.0267,104.95,-0.095595,57.91630000000018,0.0,11.098,-280.39
6120,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.039782,0.38219,0.0,-0.1195,0.24091,-0.14515,-0.1671,-0.022911,0.15533,0.1271,3.6747,-0.03852,-565.0,1.0452,-0.28631,-0.25342,1.0289,-28.123,-0.47756,7.5735,17.869,0.6993,-2556.4
6121,risky_upgrade,1,1,BBB,A,BBB→A,0,-0.0013692,0.45699,0.0050628,0.3282,0.42093,0.008834,0.0068192,0.012582,0.38871,0.39092,4.2868,0.0049957,6353.0,1.0452,1.2243,0.016269,0.995,54.015,0.012027,2.5709,29.417,3.5483,12033.0
6123,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.0037616,0.12069,0.0032845,-0.25083,0.11148,0.0032845,0.023957,0.015576,0.35871,0.35637,4.2206,0.001511,-4168.1,0.99958,0.48205,0.004003,0.99849,-87.855,0.029463,2.8103,42.822,0.28046,8432.2
6126,risky_upgrade,1,1,BBB,A,BBB→A,0,-0.12023,0.67705,0.0772,0.16463,0.29598,0.13187,-0.059709,0.2384,1.1008,0.45537,4.849,-0.086581,11628.0,1.0452,-0.48828,0.43646,1.0866,-96.198,0.26083,2.021,157.97,1.2697,1713.0
6127,risky_upgrade,1,1,B,BB,B→BB,1,-0.010303,0.30342,-0.12859,-0.027766,0.039106,0.0078162,0.019597,0.036362,0.35583,0.32755,3.2011,0.010207,-44.12,0.84927,0.24009,0.018169,0.97885,-84.194,0.037209,3.0758,76.441,0.74646,3658.9
6128,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.080133,0.35297,-0.15517,-0.33774,0.23792,-0.15458,-0.14033,-0.028577,0.26476,0.21866,4.4631,-0.046622,-9810.9,0.99983,-0.38236,-0.24899,1.0466,-56.957,-0.65218,4.3696,8.7034,0.49235,-3464.7
6129,risky_upgrade,1,1,CCC,B,CCC→B,1,0.077867,0.29893,0.11559,0.075807,0.16104,0.17889,0.21168,0.065804,0.29942,0.37583,4.3041,0.32603,1527.0,1.0452,0.12836,0.25979,0.67397,-49.144,0.71777,3.9479,64.928,1.2688,1686.3
6130,risky_upgrade,1,1,BBB,A,BBB→A,0,0.059177,0.48758,0.0,0.2787,0.36946,0.35228,0.18672,0.10213,0.13963,0.24352,3.8377,0.084157,1918.0,1.635,0.081515,0.34729,0.91644,32.835,0.33818,4.4712,15.815,2.1676,944.67
6131,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.021046,0.4587,0.0,0.23411,0.27939,0.023898,-0.071695,-0.026261,0.21464,0.16023,3.684,0.19801,1131.0,1.0452,-0.3589,-0.15825,0.79571,-27.854,-0.12821,6.0261,62.056,1.2415,-3149.6
6132,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.42302,-0.17313,-0.58251,-0.67981,-1.2851,-1.034518,-0.5391808,-0.43504,0.56185,0.41916,2.2549,-0.068378,-122.27,0.68135,-0.04702,-0.72906,1.0833,-108.72,2.8106089999999995,1.6758,21.578,-0.34175,-500.64
6134,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.091538,0.40192,-0.17481,0.34775,0.40192,-0.17481,-0.089322,-0.17915,-0.35107,0.56492,2.8997,-0.084967,276.07,1.4841,-0.22014,-0.29229,1.085,118.25,-0.43495,1.6315,0.0,7.4202,-1248.8
6136,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.002458,0.68419,-0.011136,0.21217,0.039299,-0.014429,-0.03019,0.0016042,1.0066,0.35375,4.6985,-0.039018,10598.0,0.73015,0.57471,-0.07132,0.97594,-95.217,-0.10649,2.4502,117.3,1.4495,37403.399999999994
6137,risky_upgrade,1,1,BB,BBB,BB→BBB,0,0.050388,0.69791,0.0,0.53763,0.44881,0.30067,0.079861,0.11343,-0.15179,0.19262,3.7709,0.055549,3172.0,0.83405,0.07616,0.50347,0.9125,140.33,0.15199,5.4562,4.3043,3.5074,681.58
6138,risky_upgrade,1,1,A,AA,A→AA,0,0.15547,0.67517,0.0,0.55641,0.64116,0.6126,0.36368,0.17786,0.030483,0.1676,4.0705,0.1657,6545.0,0.84666,0.02803,1.1904,0.83017,64.61,0.43692,7.1026,44.243,5.0171,303.72
6139,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.067203,-0.7113339999999999,-1.0581,-1.00064,-1.244,-0.26519,-0.14758,-0.12845,0.91315,0.79669,4.1706,0.022761,-15330.0,1.0452,-0.45507,-0.14163,0.97293,-242.2,0.29661,1.1025,83.374,-3.5025279999999994,-2606.9
6140,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.53129,-0.7113339999999999,-1.880592,-1.00064,-1.86106,-1.034518,-0.5391808,-0.35165,0.41905,0.23132,1.94594,-0.6627794,-34.01,1.0452,-0.044563,-1.0881,1.2978,-87.486,1.2948,2.3685,7.0547,-3.5025279999999994,-438.23
6141,risky_upgrade,1,1,BBB,A,BBB→A,0,-0.038243,0.52887,0.012072,0.071319,0.48526,0.012414,0.012804,0.052589,0.26269,0.25516,4.8065,0.017849,4568.1,1.231,0.17145,0.028181,0.98215,-31.385,0.024877,3.9903,45.324,1.0834,1911.5
6142,risky_upgrade,1,1,CCC,B,CCC→B,1,0.024771,0.37786,0.0,-0.04274,0.12227,0.067808,-0.074822,0.0022989,0.60107,0.40488,3.5623,0.44533,-156.0,0.6857,0.85053,0.0053558,0.51054,-67.559,0.011093,2.3297,48.375,0.81224,37403.399999999994
6143,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.038914,0.77022,0.096774,0.08139,0.23821,-0.09039,-0.1196,-0.051841,0.2024,0.11331,3.6053,0.14534,328.0,1.0452,-0.17953,-0.42873,0.83433,-10.705,-0.13155,8.27,25.504,1.1182,-1475.6
6144,risky_upgrade,1,1,CCC,B,CCC→B,1,0.035282,-0.10408,-0.24086,-0.54548,-0.16625,0.17978,-0.19116,0.04658,0.18309,0.20496,2.9054,-0.03719,-438.72,1.0452,0.12373,0.16283,0.95677,-39.506,-0.57914,4.6329,0.22662,-0.2358,1691.4
6145,risky_upgrade,1,1,BBB,A,BBB→A,0,-0.021485,0.60533,0.012854,-0.025282,0.42042,0.012854,0.02609,0.064408,0.58541,0.40727,4.8985,0.028748,-2001.2,1.0452,0.24945,0.035816,0.97125,-86.989,0.030575,2.528,71.265,0.90838,3396.6
6146,risky_upgrade,1,1,CCC,B,CCC→B,1,0.024762,0.18111,0.07699,0.16938,0.17244,0.090604,0.10506,0.026439,0.17177,0.21093,4.6048,0.03045,6818.0,1.1679,0.22494,0.11593,0.96955,-16.451,0.44648,4.8897,32.775,3.6911,2854.7
6148,risky_upgrade,1,1,BB,BBB,BB→BBB,0,-0.088229,0.85707,0.0,0.60099,0.56032,0.098322,-0.036731,0.073373,-0.1013,0.07075,4.6239,-0.024381,25279.0,0.71779,0.058845,0.030097,0.99788,107.95,0.0021054,12.581,26.531,3.0694,471.87
6150,risky_upgrade,1,1,B,BB,B→BB,1,-0.0518,0.36499,0.0,0.036277,0.043903,0.0048834,-0.083142,0.02043,0.31828,0.29627,4.1306,-0.040514,490.0,0.8986,1.3507,-0.030815,1.0165,-45.314,-0.060198,3.2337,48.114,1.1091,5877.5
6151,risky_upgrade,1,1,CCC,B,CCC→B,1,0.063697,0.12975,0.019132,-0.15999,0.090344,0.028981,0.14779,0.031657,0.42295,0.42102,4.489,0.045439,-4933.1,1.0452,0.1453,0.038898,0.95456,-85.841,0.21177,2.4883,52.384,0.31271,4878.8
6152,risky_upgrade,1,1,CCC,B,CCC→B,1,0.3816567000000009,0.61273,-0.30722,0.19034,0.47014,0.4135,-0.5391808,0.74342,0.75588,0.28551,3.1474,-0.6627794,267.24,1.0452,0.033754,1.1189,0.75563,53.694,0.73852,1.6296,0.4519,1.3922,371.12
6153,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.017179,0.50662,0.0,0.23143,0.43212,-0.050737,-0.40785,-0.024622,0.31136,0.1837,3.3831,-0.12221,559.13,1.0452,-0.77018,-0.093492,0.85877,35.321,-0.060408,3.7971,11.593,1.1482,-5884.2
6154,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.026706,0.59118,0.0,0.18298,0.43818,-0.040578,-0.054682,0.003275,0.14441,0.04085,3.7109,-0.016442,940.32,1.0452,1.2089,-0.29384,1.0089,17.598,-0.083895,24.081,2.1896,0.87075,17171.0
6156,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.53913,0.649,0.0,0.32245,0.63724,0.017107,-0.5391808,-0.53497,0.26236,0.062388,3.1196,-0.064785,424.67,0.58373,-0.036176,-2.09503,0.74356,46.873,-0.49542,7.5811,42.324,1.0836,-399.2
6157,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.082888,0.63452,-0.050847,0.017474,0.043504,-0.14263,-0.32702,-0.064003,0.20211,0.16957,2.9457,-0.18303,15.42,1.0452,-0.13226,-0.39025,1.0593,-13.314,-0.22478,4.896,16.282,1.0283,-1164.8
6158,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.091594,0.74452,0.0,0.45073,0.24665,-0.090822,-0.28374,-0.12662,0.31039,0.062044,2.4162,0.40552,117.52,1.0452,-0.12962,-1.459,0.45459,14.354,-0.12199,11.523,93.877,1.5287,-1026.7
6159,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.12004,-0.7113339999999999,-1.880592,-1.00064,-1.86106,-0.35571,-0.31753,-0.12522,1.4343,1.222,2.0685,-0.1236,-353.05,1.0452,-0.51394,-0.10081,1.105,-428.91,0.13141,0.7281,48.613,-3.5025279999999994,-4205.4
6160,risky_upgrade,1,3,BB,BBB,BB→BBB,0,-0.13572,0.87145,0.0,0.66547,0.80412,-0.046662,-0.10954,-0.0071832,-0.453,0.14017,3.0639,-0.16276,770.87,1.0452,-0.55764,-0.42282,1.1712,250.74,-0.053545,6.0983,67.35,3.8874,-9705.5
6161,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.026264,0.36227,0.0,0.24308,0.22351,-0.087816,-0.071232,-0.02284,0.055798,0.17335,2.7365,-0.019959,132.51,1.0452,-0.25843,-0.1377,1.0245,23.742,-0.2424,5.6208,0.0,3.0391,-2843.1
6163,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.37878,0.38987,0.0,-0.090792,0.14076,-0.46985,-0.36687,-0.4108,0.53243,0.32542,4.805,-0.052698,-5795.0,1.0452,-0.046946,-0.89787,1.1074,-51.141,-1.2052,2.1857,30.481,0.68699,-473.98
6164,risky_upgrade,1,1,CCC,B,CCC→B,1,0.18198,0.33652,-0.4419,-0.51284,0.21589,0.37462,0.19705,0.15456,0.27352,0.27888,3.3957,0.081287,-1275.4,1.0452,0.050137,0.5878,0.8377,-88.316,0.9611,3.8032,3.969,0.38426,646.42
6165,risky_upgrade,1,1,CCC,B,CCC→B,1,0.11515,0.247,0.0,0.0278,0.24381,0.2008,0.081424,0.12258,0.97008,0.29798,4.2354,0.10793,478.0,1.0029,0.27122,0.43711,0.88341,-27.481,0.30398,3.6773,42.334,0.32208,2969.8
6166,risky_upgrade,1,1,BBB,A,BBB→A,0,-0.030002,0.45548,-0.063371,-0.0094084,-0.011032,-0.081867,0.02218,-0.028729,0.7887,0.52998,4.5582,0.01447,-340.18,1.7326,0.43806,-0.15423,0.98553,-68.774,2.8106089999999995,1.9146,59.366,0.95171,-12468.0
6167,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.032041,-0.7113339999999999,-1.880592,-1.00064,-1.86106,0.06084,0.028074,0.1797,4.20196500000005,3.241538000000006,4.198,0.047314,-40384.0,0.31632000000000005,0.58463,0.00039697,0.76565,-2059.6,-0.00049692,0.293002,118.81,-3.5025279999999994,11521.0
6168,risky_upgrade,1,1,BB,BBB,BB→BBB,0,0.00028841,0.40484,-0.037199,0.053999,0.3441,0.058423,0.053075,0.022028,0.34889,0.47938,5.0869,0.16109,6595.9,1.1863,0.40866,0.054774,0.97512,-25.005,0.077972,2.4866,11.849,1.0634,7106.4
6169,risky_upgrade,1,1,A,AA,A→AA,0,0.10562,0.46689,0.0,0.24733,0.30683,0.29296,0.29452,0.12894,0.26511,0.23719,3.419,0.11766,649.0,1.0452,0.068922,0.55664,0.87554,-65.904,0.88857,4.7574,105.57,2.0619,757.89
6172,risky_upgrade,1,1,BB,BBB,BB→BBB,0,0.061621,0.22582,0.0,-0.15666,0.13873,0.51908,0.21482,0.093071,0.28574,0.35427,3.3006,0.090545,-313.0,0.95409,0.12,0.23209,0.92083,-50.53,0.77522,3.0627,20.928,0.59051,1358.3
6173,risky_upgrade,1,1,B,BB,B→BB,1,-0.014726,0.44261,0.0066085,-0.021648,0.39617,0.010702,0.034562,0.044077,0.33971,0.31648,4.0502,0.018716,-243.0,0.89532,0.18808,0.022346,0.98128,-98.657,0.016681,3.2201,90.826,0.81554,2821.0
6174,risky_upgrade,1,0,CCC,B,CCC→B,1,0.079202,-0.7113339999999999,-0.6388,-1.00064,-1.2257,-0.30217,0.15525,0.16484,1.7171,2.0623,4.8349,0.15385,-40775.49,1.1392,0.22396,0.043763,0.84615,-746.17,-0.038709,0.57307,117.0,-2.1022,3863.8
6176,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.0081897,0.39692,-0.026642,-0.12054,-0.0089078,0.044272,0.014347,0.028503,0.22134,0.098999,4.0956,0.0047217,-1502.0,1.2716,0.20751,0.063407,0.98606,-19.153,0.057064,10.147,4.4535,0.48367,2895.3
