,group,is_risky,cluster,from_grade,to_grade,transition,high_risk_transition,working_capital_to_assets,Attr49,Attr38,retained_earnings_to_assets,Attr25,net_profit_to_assets,Attr13,Attr24,Attr35,Attr30,Attr52,Attr55,Attr41,Attr56,Attr29,Attr12,Attr57,Attr63,Attr21,Attr58,Attr15,cash_to_current_liabilities
6093,risky_upgrade,1,2,CCC,B,CCC→B,1,0.049667,-0.11453,0.054128,-0.00082333,-0.048789,-0.047965,-0.063116,-0.047965,-0.048,1.7211,1.6081,24.13,-0.92387,-0.088855,2.6865,-0.05071,-0.88615,0.5711,1.0452,1.0889,-10126.0,-204.86
6094,risky_upgrade,1,1,CCC,B,CCC→B,1,0.010448,-0.058496,0.011492,-0.12289,-0.0034652,-0.12289,-0.034389,-0.14136,-0.11873,0.28801,0.27475,21.83,-0.3647,-0.042692,3.32,-0.17622,2.8106089999999995,3.4906,1.0452,1.0427,-3097.4,-45.644
6095,risky_upgrade,1,0,CCC,B,CCC→B,1,-1.00064,-0.45,-0.7113339999999999,-1.880592,-1.86106,0.6059912000000016,0.7681938000000001,-1.034518,-0.5391808,4.20196500000005,3.241538000000006,-4108.4,-2.2021499999999996,-0.6627794,1.94594,0.015329,-0.015363,0.293002,0.31632000000000005,0.13812,23811.0,-2978.4999999999995
6096,risky_upgrade,1,1,CCC,B,CCC→B,1,0.1729,0.11651,0.17333,0.0,0.10507,-0.080992,-0.051936,0.1056,0.13012,0.80416,0.84434,2029.0,0.23042,0.11775,4.0695,-0.069553,-0.7408,1.3392,1.2088,0.8747,-5660.5,-183.37
6099,risky_upgrade,1,2,CCC,B,CCC→B,1,0.30777,-0.024355,0.32178,0.0,-0.0145,-0.043661,-0.030281,-0.049132,-0.036034,0.50835,0.40299,3757.0,-0.75791,0.010603,4.0866,-0.073105,-0.43051,2.4142,1.0452,0.99149,-6675.0,-3.8971
6100,risky_upgrade,1,1,B,BB,B→BB,1,0.58238,0.071478,0.28675,0.14205,0.28675,0.14205,0.064771,0.18193,0.20077,0.090482,0.097514,4689.1,0.041618,0.072105,3.9059,0.71584,0.49537,11.052,1.0452,0.9279,509.89,8.396
6101,risky_upgrade,1,1,B,BB,B→BB,1,0.031705,-0.01082,0.14324,0.0012826,0.13618,0.0012826,0.021902,0.013286,0.018433,0.27946,0.30191,164.88,0.41865,0.008543,3.716,0.015507,0.0094185,3.3408,0.87926,0.99146,5029.6,-24.619
6104,risky_upgrade,1,2,CCC,B,CCC→B,1,0.2883,-0.077401,0.34594,-1.1551,-1.659,-0.50392,-0.089333,-0.50392,-0.37685,0.11038,0.1142,62.12,-0.063056,-0.071993,2.3334,-0.77857,-1.4567,8.1672,1.0452,1.058,-505.55,17.601
6106,risky_upgrade,1,2,CCC,B,CCC→B,1,0.20188,-0.05586,0.41675,0.0,-0.20825,-0.40937,-0.024009,-0.40937,-0.37487,0.016142,0.057214,16.15,-0.096605,-0.03819,1.94594,-0.70189,-0.9823,16.835,1.0452,1.0253,-903.02,-0.7769
6108,risky_upgrade,1,1,B,BB,B→BB,1,0.20747,0.094898,0.22292,0.0,0.12635,0.15926,0.070917,0.15926,0.2197,0.18252,0.37381,2578.0,0.11664,0.096247,4.0943,0.2055,0.71444,2.9465,1.0452,0.83777,1751.3,-4.9812
6109,risky_upgrade,1,1,CCC,B,CCC→B,1,0.043424,0.0109695,0.9843212,0.043851,0.9445156000000003,0.043851,0.068488,0.038549,-0.005126,0.2175,0.039697,26456.0,-0.0023716,0.052943000000000004,5.7848,9.399790000000033,0.043875,0.293002,1.0452,0.95096,3.3911,1809.4
6110,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.075104,0.0051287,0.45861,0.027455,0.34582,0.027455,0.016261,0.037104,0.04515,0.13729,0.11688,-4779.0,0.25833,0.017107,4.8037,0.083988,0.079391,8.7048,0.92443,0.98289,3237.0,-12.488
6112,risky_upgrade,1,1,B,BB,B→BB,1,0.25748,0.0031221,0.614,0.0,0.24185,0.0022352,0.0013244,0.16921,-0.0077331,0.20404,0.1478,19326.0,2.2179,0.09731,4.8754,0.0088522,0.0044224,6.6839,1.2706,0.89193,37403.399999999994,-2.3427
6114,risky_upgrade,1,1,CCC,B,CCC→B,1,0.075807,0.077867,0.29893,0.11559,0.16104,0.11559,0.065804,0.17889,0.21168,0.29942,0.37583,1527.0,0.12836,0.32603,4.3041,0.25979,0.71777,3.9479,1.0452,0.67397,1686.3,-49.144
6115,risky_upgrade,1,1,BBB,A,BBB→A,0,0.8898208000000005,0.1324,0.97584,0.47427,0.9445156000000003,0.21099,0.14951,0.2646,0.24293,-0.52607,0.014884,5896.4,0.0034522,0.13735,3.7813,9.399790000000033,0.21621,57.91630000000018,1.0452,0.85987,33.475,215.47
6116,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.67981,-0.42302,-0.17313,-0.58251,-1.2851,-0.5767976,-0.43504,-1.034518,-0.5391808,0.56185,0.41916,-122.27,-0.04702,-0.068378,2.2549,-0.72906,2.8106089999999995,1.6758,0.68135,1.0833,-500.64,-108.72
6117,risky_upgrade,1,1,BB,BBB,BB→BBB,0,0.05912,0.012779,0.46592,-0.0034485,0.084662,0.037005,0.043955,0.094721,0.074009,0.3354,0.23831,1898.0,0.1972,0.033112,4.5066,0.088683,0.17684,4.3378,1.3784,0.9477,2937.7,-46.43
6118,risky_upgrade,1,1,B,BB,B→BB,1,0.031916,0.030225,0.40443,0.24473,0.30482,0.06431,0.030726,0.081783,0.065028,0.2224,0.20926,16.02,0.24677,0.096557,2.7007,0.1505,0.15901,4.8981,1.0452,0.89725,2658.1,-1.0965
6119,risky_upgrade,1,2,CCC,B,CCC→B,1,0.34775,-0.091538,0.40192,-0.17481,0.40192,-0.17481,-0.17915,-0.17481,-0.089322,-0.35107,0.56492,276.07,-0.22014,-0.084967,2.8997,-0.29229,-0.43495,1.6315,1.4841,1.085,-1248.8,118.25
6120,risky_upgrade,1,1,B,BB,B→BB,1,-0.058779,-0.0080474,0.49844,0.0,0.39395,0.012072,0.039274,0.10684,0.037534,0.28969,0.2481,-470.0,0.19119,0.018896,3.9029,0.039435,0.028781,4.0376,0.6513,0.97683,2716.8,-56.554
6121,risky_upgrade,1,1,B,BB,B→BB,1,-0.21293,0.0036563,0.3033,0.0,0.20281,0.038759,0.016724,0.14644,0.075261,0.15752,0.13792,-1410.0,0.30811,0.015544,3.821,0.072801,0.16841,7.3196,1.0222,0.9895,3472.3,-18.544
6122,risky_upgrade,1,1,B,BB,B→BB,1,0.24535,0.0099449,0.50257,0.0,0.44869,0.031872,0.017119,0.13644,0.070221,0.11242,0.11431,456.11,0.16508,0.01592,3.2693,0.088605,0.067016,8.8292,1.0452,0.97786,2545.9,-7.5545
6124,risky_upgrade,1,1,BB,BBB,BB→BBB,0,0.53763,0.050388,0.69791,0.0,0.44881,0.10572,0.11343,0.30067,0.079861,-0.15179,0.19262,3172.0,0.07616,0.055549,3.7709,0.50347,0.15199,5.4562,0.83405,0.9125,681.58,140.33
6125,risky_upgrade,1,1,B,BB,B→BB,1,0.098121,-0.014291,0.45998,0.011034,0.45998,0.011034,0.020523,0.011034,0.013584,0.10533,0.13667,1368.0,0.21198,0.0013255,4.1443,0.020464,0.023987,7.3267,0.9905,0.99867,2427.5,-15.793
6126,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.42001,-0.0055493,0.18886,-0.00010222,0.018363,0.0028878,0.013829,-0.053518,0.033616,0.23087,0.21523,-3287.0,0.37641,0.0088818,3.8935,0.0035607,0.023948,4.6654,0.997,0.99248,6134.4,-47.108
6127,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.70815,-0.14327,-0.26519,-0.36083,-0.76187,-0.44728,-0.08538,-0.44728,-0.5391808,0.37226,0.22887,-177.18,-0.16646,-0.29426,2.3983,-0.39231,0.79583,3.3722,1.0452,1.0941,-1736.9,-57.54
6128,risky_upgrade,1,0,CCC,B,CCC→B,1,-1.00064,-0.53129,-0.7113339999999999,-1.880592,-1.86106,-0.5767976,-0.35165,-1.034518,-0.5391808,0.41905,0.23132,-34.01,-0.044563,-0.6627794,1.94594,-1.0881,1.2948,2.3685,1.0452,1.2978,-438.23,-87.486
6130,risky_upgrade,1,1,BBB,A,BBB→A,0,0.071319,-0.038243,0.52887,0.012072,0.48526,0.012072,0.052589,0.012414,0.012804,0.26269,0.25516,4568.1,0.17145,0.017849,4.8065,0.028181,0.024877,3.9903,1.231,0.98215,1911.5,-31.385
6131,risky_upgrade,1,1,BBB,A,BBB→A,0,0.64539,0.1384,0.78928,0.0,0.5416,0.54188,0.14278,1.5262880000000005,0.68638,0.032242,0.0513,1047.5,0.0099322,0.1431,3.2103,3.1443,0.68655,22.748,0.53605,0.8536,112.37,48.718
6132,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.4363,0.013953,-0.3445,0.009877,-0.3445,0.009877,0.0067898,0.009877,0.055869,0.41735,0.43224,-2695.0,0.65104,0.02416,3.7908,0.007388,-0.02867,2.3708,1.0452,0.97584,22675.0,-126.51
6133,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.04274,0.024771,0.37786,0.0,0.12227,0.0016603,0.0022989,0.067808,-0.074822,0.60107,0.40488,-156.0,0.85053,0.44533,3.5623,0.0053558,0.011093,2.3297,0.6857,0.51054,37403.399999999994,-67.559
6134,risky_upgrade,1,1,CCC,B,CCC→B,1,0.08139,-0.038914,0.77022,0.096774,0.23821,-0.079156,-0.051841,-0.09039,-0.1196,0.2024,0.11331,328.0,-0.17953,0.14534,3.6053,-0.42873,-0.13155,8.27,1.0452,0.83433,-1475.6,-10.705
6135,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.54548,0.035282,-0.10408,-0.24086,-0.16625,0.060278,0.04658,0.17978,-0.19116,0.18309,0.20496,-438.72,0.12373,-0.03719,2.9054,0.16283,-0.57914,4.6329,1.0452,0.95677,1691.4,-39.506
6136,risky_upgrade,1,1,BB,BBB,BB→BBB,0,0.64066,-0.033406,0.6992,-0.064493,0.6992,-0.064493,-0.022839,-0.065999,-0.045923,0.055429,0.13348,1522.8,-0.35224,-0.023467,3.376,-0.24279,-0.092238,7.3202,1.1249,1.0235,-2183.2,28.68
6138,risky_upgrade,1,1,CCC,B,CCC→B,1,0.16938,0.024762,0.18111,0.07699,0.17244,0.07699,0.026439,0.090604,0.10506,0.17177,0.21093,6818.0,0.22494,0.03045,4.6048,0.11593,0.44648,4.8897,1.1679,0.96955,2854.7,-16.451
6139,risky_upgrade,1,1,B,BB,B→BB,1,0.16929,0.075119,0.18758,0.00054215,0.18067,0.024803,0.023211,1.0018,0.13323,0.44022,0.92701,1249.0,0.21146,0.48959,3.8679,0.048707,0.13223,2.0984,0.99222,0.56661,7493.8,-229.52
6140,risky_upgrade,1,1,B,BB,B→BB,1,0.60099,-0.088229,0.85707,0.0,0.56032,0.0018045,0.073373,0.098322,-0.036731,-0.1013,0.07075,25279.0,0.058845,-0.024381,4.6239,0.030097,0.0021054,12.581,0.71779,0.99788,471.87,107.95
6142,risky_upgrade,1,1,CCC,B,CCC→B,1,0.19034,0.3816567000000009,0.61273,-0.30722,0.47014,0.40235,0.74342,0.4135,-0.5391808,0.75588,0.28551,267.24,0.033754,-0.6627794,3.1474,1.1189,0.73852,1.6296,1.0452,0.75563,371.12,53.694
6143,risky_upgrade,1,1,BB,BBB,BB→BBB,0,-0.0027191,0.0038118,0.45159,0.0,0.27942,0.028468,0.052266,0.046585,0.059151,0.36969,0.2669,-61.0,0.20383,0.034911,4.3509,0.081914,0.089434,3.8459,1.6578,0.9652,2807.5,-53.607
6144,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.44531,0.3816567000000009,-0.34794,-1.0082,-0.37806,0.37217,0.7681938000000001,0.44381,-0.5391808,2.1916,0.8901,-280.93,0.093741,-0.6627794,2.7999,0.36165,-1.0697,0.31748,1.0452,0.75628,1017.1,-155.36
6145,risky_upgrade,1,1,CCC,B,CCC→B,1,0.18298,-0.026706,0.59118,0.0,0.43818,-0.040911,0.003275,-0.040578,-0.054682,0.14441,0.04085,940.32,1.2089,-0.016442,3.7109,-0.29384,-0.083895,24.081,1.0452,1.0089,17171.0,17.598
6146,risky_upgrade,1,2,CCC,B,CCC→B,1,0.017474,-0.082888,0.63452,-0.050847,0.043504,-0.14263,-0.064003,-0.14263,-0.32702,0.20211,0.16957,15.42,-0.13226,-0.18303,2.9457,-0.39025,-0.22478,4.896,1.0452,1.0593,-1164.8,-13.314
6148,risky_upgrade,1,0,CCC,B,CCC→B,1,-1.00064,-0.12004,-0.7113339999999999,-1.880592,-1.86106,-0.35571,-0.12522,-0.35571,-0.31753,1.4343,1.222,-353.05,-0.51394,-0.1236,2.0685,-0.10081,0.13141,0.7281,1.0452,1.105,-4205.4,-428.91
6149,risky_upgrade,1,2,BB,BBB,BB→BBB,0,0.66547,-0.13572,0.87145,0.0,0.80412,-0.046662,-0.0071832,-0.046662,-0.10954,-0.453,0.14017,770.87,-0.55764,-0.16276,3.0639,-0.42282,-0.053545,6.0983,1.0452,1.1712,-9705.5,250.74
6150,risky_upgrade,1,2,B,BB,B→BB,1,0.24308,-0.026264,0.36227,0.0,0.22351,-0.087816,-0.02284,-0.087816,-0.071232,0.055798,0.17335,132.51,-0.25843,-0.019959,2.7365,-0.1377,-0.2424,5.6208,1.0452,1.0245,-2843.1,23.742
6153,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.51284,0.18198,0.33652,-0.4419,0.21589,0.32343,0.15456,0.37462,0.19705,0.27352,0.27888,-1275.4,0.050137,0.081287,3.3957,0.5878,0.9611,3.8032,1.0452,0.8377,646.42,-88.316
6155,risky_upgrade,1,1,CCC,B,CCC→B,1,0.0278,0.11515,0.247,0.0,0.24381,0.075084,0.12258,0.2008,0.081424,0.97008,0.29798,478.0,0.27122,0.10793,4.2354,0.43711,0.30398,3.6773,1.0029,0.88341,2969.8,-27.481
6157,risky_upgrade,1,1,BB,BBB,BB→BBB,0,0.053999,0.00028841,0.40484,-0.037199,0.3441,0.030965,0.022028,0.058423,0.053075,0.34889,0.47938,6595.9,0.40866,0.16109,5.0869,0.054774,0.077972,2.4866,1.1863,0.97512,7106.4,-25.005
6158,risky_upgrade,1,1,A,AA,A→AA,0,0.24733,0.10562,0.46689,0.0,0.30683,0.29296,0.12894,0.29296,0.29452,0.26511,0.23719,649.0,0.068922,0.11766,3.419,0.55664,0.88857,4.7574,1.0452,0.87554,757.89,-65.904
6159,risky_upgrade,1,2,CCC,B,CCC→B,1,0.65029,-0.083782,0.73268,-0.16344,-0.38505,-0.22161,-0.1338,-0.22161,-0.082217,0.46009,0.14824,1789.6,-0.26831,-0.053656,3.4396,-0.90299,-0.92921,6.2364,1.0452,1.0719,-1356.9,-13.202
6160,risky_upgrade,1,1,BB,BBB,BB→BBB,0,0.26478,0.0041851,0.30976,0.0,0.14779,-0.01837,-0.0025725,0.04517,0.028163,0.28332,0.25661,1303.0,0.79344,0.010416,3.6921,-0.026275,-0.092504,3.9296,1.0988,0.98911,-26372.28,-56.156
6161,risky_upgrade,1,1,BB,BBB,BB→BBB,0,-0.15666,0.061621,0.22582,0.0,0.13873,0.13859,0.093071,0.51908,0.21482,0.28574,0.35427,-313.0,0.12,0.090545,3.3006,0.23209,0.77522,3.0627,0.95409,0.92083,1358.3,-50.53
6162,risky_upgrade,1,1,B,BB,B→BB,1,0.051028,-0.012171,0.68298,0.0097236,0.25765,0.0097236,0.02409,0.013639,0.04031,0.15361,0.068587,569.07,0.17762,0.008307,4.0474,0.044299,0.03774,14.702,1.335,0.99169,2454.3,1.7598
6163,risky_upgrade,1,1,BB,BBB,BB→BBB,0,0.43368,0.0065732,0.83827,0.0,0.25011,0.040392,0.034779,0.32446,0.014376,-0.026366,0.088719,34057.0,0.49394,0.052233,4.895,0.39301,0.048185,11.3,0.70228,0.92409,1022.2,67.969
6165,risky_upgrade,1,2,CCC,B,CCC→B,1,0.087968,-0.06233,0.44692,-0.15421,-0.14346,-0.027471,-0.017916,-0.027471,-0.022947,0.84638,0.84898,745.0,-2.2021499999999996,-0.036647,3.9278,-0.04968,-0.061466,1.1362,1.0452,1.0352,-17934.0,-67.44
6167,risky_upgrade,1,0,CCC,B,CCC→B,1,-1.00064,-0.027436,-0.7113339999999999,-0.35539,-1.86106,-0.35539,-0.11827,-0.35539,0.04053,1.3567,1.1345,-22468.0,0.68693,-0.19613,3.977,-0.12119,0.16549,0.73692,1.0487,1.1961,-4188.0,-398.55
6168,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.12054,-0.0081897,0.39692,-0.026642,-0.0089078,0.017809,0.028503,0.044272,0.014347,0.22134,0.098999,-1502.0,0.20751,0.0047217,4.0956,0.063407,0.057064,10.147,1.2716,0.98606,2895.3,-19.153
6169,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.63475,-0.58687,-0.28994,-0.36701,-0.28994,-0.36701,-0.40666,-0.36701,-0.30275,1.6574,1.155,-9589.2,-0.17532,-0.4373,4.1792,-0.32794,1.2658,0.60235,0.83122,1.4373,-1490.1,-422.3
6170,risky_upgrade,1,1,BB,BBB,BB→BBB,0,0.8898208000000005,0.057431,0.9843212,0.0,0.17559,0.1411,0.060036,0.2137,0.19448,-0.23714,0.014425480000000001,60.69,0.00062459,0.067059,1.94594,9.399790000000033,0.14154,57.91630000000018,1.617,0.94029,6.5425,130.77
6171,risky_upgrade,1,1,B,BB,B→BB,1,-0.038311,0.00059048,0.4395,0.0,0.14328,0.009792,0.06537,0.018612,0.034639,0.98032,0.58442,-746.0,0.35019,0.045903,4.2894,0.025233,0.052657,1.7663,1.0452,0.94248,6027.7,-66.313
6172,risky_upgrade,1,2,CCC,B,CCC→B,1,0.36751,-0.060711,0.88815,0.0,0.32623,-0.15712,-0.049358,0.054727,-0.13449,0.036525,0.039363,276.0,-0.032184,-0.049852,2.8756,-1.4048,-0.17691,24.119,0.58964,1.0523,-306.6,-7.3157
6173,risky_upgrade,1,2,CCC,B,CCC→B,1,0.38056,-0.59453,0.59206,-0.16409,0.016686,-0.12887,-0.14423,-0.12887,-0.2307,1.1252,0.70291,661.42,-0.26607,-0.65828,3.24,-0.3161,-0.21767,0.85786,1.0452,1.2816,-2950.1,273.39
6174,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.29153,0.17318,-0.40304,-1.744,-0.98452,0.6059912000000016,0.1663,0.81259,0.59388,0.33583,0.32935,-50.09,0.063133,0.13178,2.2351,0.57194,-1.4093,3.4894,0.84318,0.83204,739.78,-31.369
6175,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.12533,0.009693,0.32095,0.0,0.30306,-0.0182,-0.0090252,0.015724,-0.025792,0.29088,0.29069,-3513.0,1.0263,0.16594,4.4476,-0.030541,-0.056707,3.384,1.0958,0.8157,-12070.0,-50.824
6176,risky_upgrade,1,1,CCC,B,CCC→B,1,0.12232,0.079342,-0.01517,0.075437,-0.065747,0.075437,0.12224,0.10302,0.13338,0.4511,0.51488,1515.0,0.10368,0.17645,4.0929,0.20718,-1.1474,2.3583,1.0783,0.82355,1394.9,-157.34
6178,risky_upgrade,1,1,CCC,B,CCC→B,1,0.067221,0.0109695,0.9843212,0.01274,0.9445156000000003,0.01274,0.068488,0.01274,-0.010648,0.2175,0.082102,2077.7,-0.0041904,0.052943000000000004,4.4901,9.399790000000033,0.012755,0.293002,1.0452,0.95096,23.658,2543.1
6180,risky_upgrade,1,1,BB,BBB,BB→BBB,0,0.066243,0.0032199,0.39017,0.02997,0.3225,0.02997,0.076234,0.038888,0.051694,0.58532,0.54202,3952.0,0.22026,0.028377,4.7757,0.06477,0.092931,1.8988,0.81828,0.97162,2805.7,-105.55
6181,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.16062,-0.0071873,0.51817,0.012843,0.44666,0.012843,0.020096,0.012843,0.036725,0.10106,0.11137,-3287.2,0.16042,0.014247,4.311,0.030465,0.028752,9.1087,0.96468,0.98575,2332.2,-24.801
6182,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.13474,0.02043,0.06391,0.015226,0.017477,0.0020717,0.011988,0.017617,0.055389,0.52435,0.54406,-173.0,0.42101,0.031154,3.1086,0.002213,0.03672,1.896,0.58677,0.9622,16179.0,-119.92
9671,risky_upgrade,1,1,BBB,A,BBB→A,0,0.12485,-0.016466,0.24508,-0.01496,-0.05254,-0.037579,-0.0079776,-0.032659,0.034524,0.35339,0.37515,125.85,2.7993,0.016529,3.0035,-0.049913,-0.15334,2.7104,1.3927,1.0035,-16942.0,-101.87
9673,risky_upgrade,1,1,BB,BBB,BB→BBB,0,0.076411,0.11656,0.39973,-0.059397,0.091028,0.14813,0.094058,0.26534,0.22681,0.3585,0.31769,333.0,0.10252,0.11471,3.6393,0.3298,0.50951,3.5063,1.2183,0.92842,1391.2,-68.1
9674,risky_upgrade,1,1,B,BB,B→BB,1,0.1735,0.043345,0.17352,-0.024731,0.026901,0.036903,0.042624,0.054307,0.041596,1.0268,0.93188,1163.0,0.79979,0.044826,3.8263,0.047886,1.074,1.1235,1.3106,0.9566,8905.9,-79.067
9675,risky_upgrade,1,1,B,BB,B→BB,1,0.19866,0.046759,0.55149,0.0,0.070697,0.011486,0.036365,0.063037,0.065303,0.86276,0.32999,7184.5,0.30754,0.066941,4.5583,0.041701,0.073431,3.2374,1.0504,0.98725,8679.5,0.021469
9676,risky_upgrade,1,1,B,BB,B→BB,1,0.59712,0.0336,0.60767,-0.1506,-0.10617,0.04443,0.035078,0.060567,0.087704,0.17857,0.19846,1631.2,0.14487,0.043045,3.4364,0.15438,0.073116,5.1934,1.0452,0.97057,2003.6,-5.958
9677,risky_upgrade,1,1,BB,BBB,BB→BBB,0,0.70982,0.0037438,0.72262,0.0,0.47007,0.01765,0.012082,0.18221,0.017087,-0.028521,0.11965,441.17,0.70495,0.0074038,2.7935,0.07778,0.032061,8.3196,0.95294,0.99085,5884.0,93.275
9678,risky_upgrade,1,2,CCC,B,CCC→B,1,0.73923,-0.45979,0.92057,0.0,0.72908,-0.30945,-0.28848,1.3027,-0.31201,-0.6269029,0.069209,193.02,-0.010697,-0.37331,2.4168,-2.09503,-0.33615,10.521,0.31632000000000005,1.3674,-120.26,239.58
9679,risky_upgrade,1,1,B,BB,B→BB,1,0.25563,0.076168,0.30218,0.0,0.27573,0.018894,0.02926,0.031601,0.22013,0.287,0.22393,3517.2,0.089029,0.094343,4.1386,0.055939,0.062526,4.9252,1.615,0.98865,3730.7,-14.111
9680,risky_upgrade,1,1,BB,BBB,BB→BBB,0,0.20027,0.0039578,0.3016,0.0,0.19474,0.071297,0.10379,0.091285,0.062755,0.61045,0.63345,3587.0,0.41448,0.055608,4.2531,0.13521,0.23639,1.6716,1.0452,0.92327,2176.3,-58.275
9682,risky_upgrade,1,1,CCC,B,CCC→B,1,0.14143,0.00064443,0.46437,-0.0098736,0.11917,-0.0083374,0.00066772,0.003397,0.024969,0.68786,0.51393,19610.0,1.2289,0.026887,5.1419,-0.017434,-0.024888,1.9995,0.9144,0.98144,37403.399999999994,-52.404
9683,risky_upgrade,1,1,CCC,B,CCC→B,1,0.075997,0.079473,0.88201,0.0,0.83935,0.076045,0.066564,0.057502,-0.067754,0.038047,0.084616,111.64,0.040809,0.14151,3.167,0.74418,0.087069,11.18,0.94755,0.75984,533.51,13.544
9685,risky_upgrade,1,2,CCC,B,CCC→B,1,-0.47048,-0.10404,0.25489,-0.24711,-0.2946,-0.15232,-0.067795,-0.194,-0.098771,0.49247,0.44275,-2239.0,-0.36053,-0.062851,3.6775,-0.20599,-0.68579,2.125,0.91262,1.0699,-2664.6,-138.76
9686,risky_upgrade,1,2,CCC,B,CCC→B,1,-0.56377,0.020425,0.03257,-0.42412,-0.42066,-0.02349,-0.012787,-0.013915,-0.072319,0.79291,0.64378,-3815.0,1.3078,0.13953,3.8304,-0.018592,-0.72123,1.454,1.0452,0.79471,-22874.0,-214.57
9687,risky_upgrade,1,1,B,BB,B→BB,1,-0.1368,0.1064,0.2746,-0.96821,-0.74929,0.21892,0.13157,0.12104,0.11896,0.395,0.39491,-71.0,0.091067,0.060739,2.7152,0.30179,0.98706,2.696,1.0452,0.88226,1104.0,-97.247
9689,risky_upgrade,1,2,CCC,B,CCC→B,1,-0.10771,-0.39796,0.82549,0.29545,0.29818,0.0,-0.17283,0.012636,-0.025545,4.20196500000005,2.7719,-37817.0,-2.2021499999999996,0.4842,5.5454,-0.23388,0.0,0.68088,2.7253499999999997,0.64632,-11409.0,-1071.4
9690,risky_upgrade,1,0,CCC,B,CCC→B,1,-1.00064,-0.16983,-0.48185,-1.8293,-1.3692,-0.32204,-0.056645,-0.32204,-0.26386,0.56949,0.47983,-3341.9,-0.53702,-0.10149,3.4873,-0.22519,0.66833,1.818,1.0452,1.223,-3672.7,-165.49
9691,risky_upgrade,1,0,CCC,B,CCC→B,1,-1.00064,-0.45395,-0.7113339999999999,-1.2895,-1.86106,-0.5767976,-0.41711,-1.034518,-0.5391808,1.6711,0.94561,-964.0,-0.13811,-0.57237,2.6522,-0.29735,0.36817,0.67257,0.81197,1.3743,-1464.6,-311.41
9693,risky_upgrade,1,2,CCC,B,CCC→B,1,-0.39239,-0.30309,0.089439,-0.56073,-0.80089,-0.33527,-0.34429,-0.4957,-0.37934,1.0339,0.55078,-3909.0,-0.11375,-0.038706,3.9983,-0.43695,-2.9482139999999997,1.2691,0.47926,0.94552,-1096.5,-175.2
9694,risky_upgrade,1,2,CCC,B,CCC→B,1,0.043068,-0.13372,0.22931,-0.48768,-0.67062,-0.18286,-0.090647,-0.51588,-0.20656,0.48606,0.40272,1005.0,-0.19897,-0.1315,4.368,-0.25546,-0.79742,2.1945,0.84466,1.0888,-1975.5,-89.644
9695,risky_upgrade,1,1,B,BB,B→BB,1,0.00090707,0.058356,0.40996,0.003831,0.27847,0.068693,0.10145,0.1218,0.056824,0.78952,0.88846,109.49,0.46416,0.31359,5.0817,0.16226,0.23934,1.5995,1.1101,0.72957,2923.7,-134.93
9696,risky_upgrade,1,1,CCC,B,CCC→B,1,0.34135,0.03191,0.63958,0.0,0.034945,0.0053498,0.012845,0.014022,-0.043669,0.59836,0.56758,4894.0,0.65139,0.37221,4.1565,0.020751,0.0083724,1.6155,0.71685,0.5724,17719.0,-0.66863
9698,risky_upgrade,1,0,CCC,B,CCC→B,1,-0.75934,-0.57788,-0.072094,-0.083609,-0.58287,-0.49926,-0.48782,-0.49926,-0.44415,1.1696,0.78694,-4616.0,-0.085593,-0.48746,3.7838,-0.46793,2.8106089999999995,0.8543,1.0452,1.5174,-880.03,-255.0
9699,risky_upgrade,1,1,B,BB,B→BB,1,0.084287,0.085426,0.13239,-0.0013922,0.084018,0.085364,0.08872,0.11061,0.16534,0.62455,0.75706,1252.0,0.27179,0.19774,4.1718,0.12814,0.64859,1.4443,1.0452,0.84253,2865.6,-148.09
9701,risky_upgrade,1,2,CCC,B,CCC→B,1,-0.24091,-0.31601,0.45882,-0.083281,-0.2635,-0.18021,-0.22723,-0.17976,-0.1374,1.6917,0.6721,-25635.0,-0.38794,-0.23864,5.027,-0.37502,-2.9482139999999997,1.2012,1.0452,1.2158,-2730.6,-209.67
9702,risky_upgrade,1,2,B,BB,B→BB,1,0.068052,-0.22495,0.67296,0.0,0.31556,-0.18427,-0.18329,0.78138,-0.19761,0.65706,0.26265,713.19,-0.14237,-0.19316,4.0204,-0.68456,-0.56227,3.1282,0.55349,1.251,-1308.6,-55.773
9703,risky_upgrade,1,1,A,AA,A→AA,0,0.40159,0.21902,0.57636,0.0,0.41993,0.41993,0.24366,0.67297,0.50195,0.17093,0.24708,261.87,0.025941,0.22683,2.8143,1.2062,0.7286,5.2346,1.0963,0.76777,286.17,80.386
