,group,is_risky,cluster,from_grade,to_grade,transition,high_risk_transition,Attr49,working_capital_to_assets,Attr30,Attr25,Attr52,Attr24,Attr13,Attr35,Attr38,retained_earnings_to_assets,Attr55,Attr56,Attr29,Attr41,Attr57,cash_to_current_liabilities,Attr26,Attr58,Attr21,Attr53,Attr63,Attr45,Attr15
6216,risky_upgrade,1,3,BB,BBB,BB→BBB,0,0.05203,0.22464,0.035633,0.5579,0.094996,0.57828,0.061283,0.28462,0.56971,0.0,970.0,0.059309,3.6353,0.04679,0.36063,-12.894,0.54339,0.94009,1.0145,1.6499,11.174,0.53346,533.31
6217,risky_upgrade,1,3,BBB,A,BBB→A,0,0.050388,0.53763,-0.15179,0.44881,0.19262,0.30067,0.11343,0.079861,0.69791,0.0,3172.0,0.055549,3.7709,0.07616,0.15199,140.33,0.44719,0.9125,0.83405,3.4957,5.4562,6.5561,681.58
6218,risky_upgrade,1,3,B,BB,B→BB,1,-0.014291,0.098121,0.10533,0.45998,0.13667,0.011034,0.020523,0.013584,0.45998,0.011034,1368.0,0.0013255,4.1443,0.21198,0.023987,-15.793,0.15036,0.99867,0.9905,1.2681,7.3267,0.041598,2427.5
6219,risky_upgrade,1,2,CCC,B,CCC→B,1,-0.14327,-0.70815,0.37226,-0.76187,0.22887,-0.44728,-0.08538,-0.5391808,-0.26519,-0.36083,-177.18,-0.29426,2.3983,-0.16646,0.79583,-57.54,-0.21015,1.0941,1.0452,-0.98945,3.3722,-7.5107,-1736.9
6220,risky_upgrade,1,2,CCC,B,CCC→B,1,-0.53129,-1.00064,0.41905,-1.86106,0.23132,-1.034518,-0.35165,-0.5391808,-0.7113339999999999,-1.880592,-34.01,-0.6627794,1.94594,-0.044563,1.2948,-87.486,-0.83289,1.2978,1.0452,-4.8142759999999996,2.3685,-10.095080000000001,-438.23
6221,risky_upgrade,1,3,CCC,B,CCC→B,1,0.013953,-0.4363,0.41735,-0.3445,0.43224,0.009877,0.0067898,0.055869,-0.3445,0.009877,-2695.0,0.02416,3.7908,0.65104,-0.02867,-126.51,0.016097,0.97584,1.0452,-3.4659,2.3708,0.032766,22675.0
6223,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.038914,0.08139,0.2024,0.23821,0.11331,-0.09039,-0.051841,-0.1196,0.77022,0.096774,328.0,0.14534,3.6053,-0.17953,-0.13155,-10.705,-0.19875,0.83433,1.0452,0.87356,8.27,-0.55867,-1475.6
6224,risky_upgrade,1,3,CCC,B,CCC→B,1,0.035282,-0.54548,0.18309,-0.16625,0.20496,0.17978,0.04658,-0.19116,-0.10408,-0.24086,-438.72,-0.03719,2.9054,0.12373,-0.57914,-39.506,0.10757,0.95677,1.0452,-0.2358,4.6329,18.022,1691.4
6225,risky_upgrade,1,1,BB,BBB,BB→BBB,0,-0.033406,0.64066,0.055429,0.6992,0.13348,-0.065999,-0.022839,-0.045923,0.6992,-0.064493,1522.8,-0.023467,3.376,-0.35224,-0.092238,28.68,-0.16165,1.0235,1.1249,8.0174,7.3202,-0.13811,-2183.2
6226,risky_upgrade,1,3,B,BB,B→BB,1,-0.0076035,-0.14852,0.20683,0.29324,0.19508,0.010123,0.018044,0.022977,0.32626,0.012779,-2159.2,-0.0149,4.1625,0.31005,0.043579,-52.265,0.090602,1.0149,2.2796,0.56304,5.0509,0.041954,4215.6
6227,risky_upgrade,1,3,CCC,B,CCC→B,1,0.024762,0.16938,0.17177,0.17244,0.21093,0.090604,0.026439,0.10506,0.18111,0.07699,6818.0,0.03045,4.6048,0.22494,0.44648,-16.451,0.11063,0.96955,1.1679,3.5144,4.8897,0.23141,2854.7
6228,risky_upgrade,1,3,B,BB,B→BB,1,0.075119,0.16929,0.44022,0.18067,0.92701,1.0018,0.023211,0.13323,0.18758,0.00054215,1249.0,0.48959,3.8679,0.21146,0.13223,-229.52,0.030525,0.56661,0.99222,10.328,2.0984,0.034135,7493.8
6229,risky_upgrade,1,3,B,BB,B→BB,1,-0.088229,0.60099,-0.1013,0.56032,0.07075,0.098322,0.073373,-0.036731,0.85707,0.0,25279.0,-0.024381,4.6239,0.058845,0.0021054,107.95,0.76092,0.99788,0.71779,3.0694,12.581,0.014667,471.87
6230,risky_upgrade,1,3,B,BB,B→BB,1,-0.012585,0.22841,-0.051901,0.00010139,0.070749,0.047458,0.00076703,-0.02803,0.92862,-0.051158,2252.8,0.066276,3.994,-0.2662,0.02814,43.646,0.36628,0.89731,0.83207,1.2909,13.589,0.18854,37403.399999999994
6231,risky_upgrade,1,3,B,BB,B→BB,1,-0.0518,0.036277,0.31828,0.043903,0.29627,0.0048834,0.02043,-0.083142,0.36499,0.0,490.0,-0.040514,4.1306,1.3507,-0.060198,-45.314,0.062101,1.0165,0.8986,0.98718,3.2337,-0.069258,5877.5
6232,risky_upgrade,1,1,BB,BBB,BB→BBB,0,-0.13425,-0.30805,0.25951,0.033308,0.30567,-0.14185,-0.027523,-0.057506,0.45052,0.0,-44.3,-0.034382,2.1578,1.1919,-0.36842,-73.027,-0.083776,1.0617,0.79656,0.59391,3.0439,-5.5771,-4356.8
6233,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.0045036,-0.24213,0.23019,-0.39861,0.23563,0.14803,0.016905,0.029171,-0.10481,-0.39915,-377.0,0.0062645,3.1923,0.38737,-0.0027563,-63.332,0.052342,0.99114,1.0452,-1.4393,4.2692,0.0010372,5486.9
6234,risky_upgrade,1,3,CCC,B,CCC→B,1,0.063697,-0.15999,0.42295,0.090344,0.42102,0.028981,0.031657,0.14779,0.12975,0.019132,-4933.1,0.045439,4.489,0.1453,0.21177,-85.841,0.062258,0.95456,1.0452,0.21773,2.4883,0.07533,4878.8
6235,risky_upgrade,1,0,CCC,B,CCC→B,1,0.3816567000000009,0.19034,0.75588,0.47014,0.28551,0.4135,0.74342,-0.5391808,0.61273,-0.30722,267.24,-0.6627794,3.1474,0.033754,0.73852,53.694,0.95902,0.75563,1.0452,1.2379,1.6296,53.541990000000055,371.12
6236,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.017179,0.23143,0.31136,0.43212,0.1837,-0.050737,-0.024622,-0.40785,0.50662,0.0,559.13,-0.12221,3.3831,-0.77018,-0.060408,35.321,-0.06203,0.85877,1.0452,1.1482,3.7971,-0.54073,-5884.2
6237,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.026706,0.18298,0.14441,0.43818,0.04085,-0.040578,0.003275,-0.054682,0.59118,0.0,940.32,-0.016442,3.7109,1.2089,-0.083895,17.598,0.020608,1.0089,1.0452,0.71826,24.081,-2.0173,17171.0
6238,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.6698,0.093289,0.095541,0.9445156000000003,0.12331,0.033789,0.22881,-0.11462,0.96277,-0.19547,438.55,-0.61919,3.6722,-0.011636,0.035095,31.167,1.135,0.79038,1.0452,1.1074,4.9605,0.50156,321.58
6239,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.53913,0.32245,0.26236,0.63724,0.062388,0.017107,-0.53497,-0.5391808,0.649,0.0,424.67,-0.064785,3.1196,-0.036176,-0.49542,46.873,-0.91432,0.74356,0.58373,1.0836,7.5811,-2.1821,-399.2
6240,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.091594,0.45073,0.31039,0.24665,0.062044,-0.090822,-0.12662,-0.28374,0.74452,0.0,117.52,0.40552,2.4162,-0.12962,-0.12199,14.354,-0.3555,0.45459,1.0452,1.5287,11.523,-0.35196,-1026.7
6241,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.8681929,0.8898208000000005,1.4938,0.49907,0.13312,-0.12093,-0.5750552000000001,-0.13674,0.88744,0.0,1920.0,-0.6627794,3.3324,-0.026535,-0.13627,-19.92,-0.9360057,1.6584000000000014,1.0452,30.774,0.96429,-1.6883,-360.53
6242,risky_upgrade,1,2,CCC,B,CCC→B,1,-0.12004,-1.00064,1.4343,-1.86106,1.222,-0.35571,-0.12522,-0.31753,-0.7113339999999999,-1.880592,-353.05,-0.1236,2.0685,-0.51394,0.13141,-428.91,-0.086793,1.105,1.0452,-4.8142759999999996,0.7281,-0.92494,-4205.4
6243,risky_upgrade,1,1,BB,BBB,BB→BBB,0,-0.13572,0.66547,-0.453,0.80412,0.14017,-0.046662,-0.0071832,-0.10954,0.87145,0.0,770.87,-0.16276,3.0639,-0.55764,-0.053545,250.74,-0.037608,1.1712,1.0452,3.8874,6.0983,-0.3212,-9705.5
6245,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.0028266,0.25748,0.045326,0.22367,0.056182,0.10403,0.0014133,0.006502,0.27438,0.0,198.0,0.00050474,2.8859,-0.775,0.042654,6.1994,0.019713,0.99879,0.81031,16.231,17.753,0.34615,14548.0
6246,risky_upgrade,1,2,CCC,B,CCC→B,1,-0.62601,-1.00064,0.35508,-1.86106,0.20701,-1.034518,-0.42058,-0.5391808,-0.7113339999999999,-0.22561,-49.03,-0.6627794,1.94594,-0.033496,1.749,-62.353,-0.9360057,1.3444,1.0452,-4.8142759999999996,2.3653,0.282825,-366.9
6247,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.12751,0.78989,0.19373,-0.18989,0.1582,-0.69427,-0.21261,-0.17123,0.78192,-0.047425,40.64,-0.25617,1.94594,-0.085118,-0.18195,195.57,-0.65299,1.0286,1.0452,1.2053,3.185,-2.0795,-558.97
6248,risky_upgrade,1,3,BBB,A,BBB→A,0,0.023126,0.05611,0.32234,0.11398,0.070945,0.081924,0.055122,0.085692,0.8535,0.0,478.0,0.039875,3.9304,0.18831,0.21891,3.3978,0.14938,0.95989,1.0452,0.38422,14.681,1.8587,2136.9
6249,risky_upgrade,1,3,BB,BBB,BB→BBB,0,-0.049074,-0.059153,0.98333,0.28372,0.88149,0.033702,0.13189,0.020827,0.3683,0.0053995,-28526.0,0.007748,5.6833,0.29358,0.019031,-104.57,0.088629,0.99225,0.68489,0.58711,1.1433,0.04709,2776.1
6250,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.37878,-0.090792,0.53243,0.14076,0.32542,-0.46985,-0.4108,-0.36687,0.38987,0.0,-5795.0,-0.052698,4.805,-0.046946,-1.2052,-51.141,-0.77007,1.1074,1.0452,0.68699,2.1857,-3.4989,-473.98
6252,risky_upgrade,1,4,CCC,B,CCC→B,1,-0.032041,-1.00064,4.20196500000005,-1.86106,3.241538000000006,0.06084,0.1797,0.028074,-0.7113339999999999,-1.880592,-40384.0,0.047314,4.198,0.58463,-0.00049692,-2059.6,0.031682,0.76565,0.31632000000000005,-3.9582,0.293002,0.0061587,11521.0
6254,risky_upgrade,1,0,CCC,B,CCC→B,1,0.063769,0.63231,-0.014122,0.25708,0.031911,0.38225,0.083038,0.2514,0.85809,0.0,2009.5,0.071218,3.5022,0.015919,0.29986,70.083,2.0682,0.92624,0.98369,3.2628,33.74,0.282825,176.48
6255,risky_upgrade,1,1,BB,BBB,BB→BBB,0,0.0041851,0.26478,0.28332,0.14779,0.25661,0.04517,-0.0025725,0.028163,0.30976,0.0,1303.0,0.010416,3.6921,0.79344,-0.092504,-56.156,-0.0090033,0.98911,1.0988,4.4041,3.9296,-0.027352,-26372.28
6256,risky_upgrade,1,3,BB,BBB,BB→BBB,0,0.0065732,0.43368,-0.026366,0.25011,0.088719,0.32446,0.034779,0.014376,0.83827,0.0,34057.0,0.052233,4.895,0.49394,0.048185,67.969,0.24974,0.92409,0.70228,1.9988,11.3,0.33799,1022.2
6257,risky_upgrade,1,3,B,BB,B→BB,1,-0.014726,-0.021648,0.33971,0.39617,0.31648,0.010702,0.044077,0.034562,0.44261,0.0066085,-243.0,0.018716,4.0502,0.18808,0.016681,-98.657,0.12159,0.98128,0.89532,0.72997,3.2201,0.017549,2821.0
6258,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.06233,0.087968,0.84638,-0.14346,0.84898,-0.027471,-0.017916,-0.022947,0.44692,-0.15421,745.0,-0.036647,3.9278,-2.2021499999999996,-0.061466,-67.44,-0.020352,1.0352,1.0452,1.2451,1.1362,-0.13718,-17934.0
6259,risky_upgrade,1,4,CCC,B,CCC→B,1,0.079202,-1.00064,1.7171,-1.2257,2.0623,-0.30217,0.16484,0.15525,-0.7113339999999999,-0.6388,-40775.49,0.15385,4.8349,0.22396,-0.038709,-746.17,0.08007,0.84615,1.1392,-2.1022,0.57307,0.18894,3863.8
6260,risky_upgrade,1,4,CCC,B,CCC→B,1,-0.027436,-1.00064,1.3567,-1.86106,1.1345,-0.35539,-0.11827,0.04053,-0.7113339999999999,-0.35539,-22468.0,-0.19613,3.977,0.68693,0.16549,-398.55,-0.087154,1.1961,1.0487,-4.8142759999999996,0.73692,-0.93933,-4188.0
6261,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.0081897,-0.12054,0.22134,-0.0089078,0.098999,0.044272,0.028503,0.014347,0.39692,-0.026642,-1502.0,0.0047217,4.0956,0.20751,0.057064,-19.153,0.12432,0.98606,1.2716,0.38031,10.147,0.48196,2895.3
6262,risky_upgrade,1,4,CCC,B,CCC→B,1,0.12629,-0.44084,3.2231,0.24226,3.241538000000006,0.037117,0.27508,0.030527,0.24916,0.0011282,-6338.0,0.21626,4.1577,0.45006,0.0046569,-1299.2,0.019049,0.78374,0.86044,0.26819,0.31354,0.282825,4286.4
6263,risky_upgrade,1,3,B,BB,B→BB,1,-0.0059825,-0.13663,0.28351,0.21188,0.27159,0.0028345,0.017931,0.029717,0.26298,0.0028345,-1762.3,0.009347,4.1105,0.34038,0.013378,-42.73,0.062302,0.99065,2.7253499999999997,0.52488,3.7168,0.01608,5858.5
6264,risky_upgrade,1,2,CCC,B,CCC→B,1,-0.58687,-0.63475,1.6574,-0.28994,1.155,-0.36701,-0.40666,-0.30275,-0.28994,-0.36701,-9589.2,-0.4373,4.1792,-0.17532,1.2658,-422.3,-0.24495,1.4373,0.83122,-0.56233,0.60235,-1.0789,-1490.1
6265,risky_upgrade,1,0,B,BB,B→BB,1,0.057431,0.8898208000000005,-0.23714,0.17559,0.014425480000000001,0.2137,0.060036,0.19448,0.9843212,0.0,60.69,0.067059,1.94594,0.00062459,0.14154,130.77,9.224649999999944,0.94029,1.617,1.2053,57.91630000000018,0.282825,6.5425
6266,risky_upgrade,1,3,B,BB,B→BB,1,0.00059048,-0.038311,0.98032,0.14328,0.58442,0.018612,0.06537,0.034639,0.4395,0.0,-746.0,0.045903,4.2894,0.35019,0.052657,-66.313,0.059349,0.94248,1.0452,0.30416,1.7663,0.11662,6027.7
6267,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.060711,0.36751,0.036525,0.32623,0.039363,0.054727,-0.049358,-0.13449,0.88815,0.0,276.0,-0.049852,2.8756,-0.032184,-0.17691,-7.3157,-0.9360057,1.0523,0.58964,1.7059,24.119,-0.37224,-306.6
6268,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.59453,0.38056,1.1252,0.016686,0.70291,-0.12887,-0.14423,-0.2307,0.59206,-0.16409,661.42,-0.65828,3.24,-0.26607,-0.21767,273.39,-0.12373,1.2816,1.0452,2.799,0.85786,0.282825,-2950.1
6272,risky_upgrade,1,0,BBB,A,BBB→A,0,0.00014904,0.41581,-0.090186,0.81467,0.043748,0.8191,0.10198,0.064048,0.92,0.0,2619.6,0.045159,3.7993,0.023251,0.075685,92.385,1.5856,0.93963,0.70747,1.7537,23.771,0.88411,202.21
6273,risky_upgrade,1,3,CCC,B,CCC→B,1,0.1165,-0.30658,0.24152,-1.86106,0.29806,0.3862,0.097599,0.47384,-0.1996,-1.880592,-955.0,0.26164,3.4935,0.086746,-1.3757,-69.797,0.22888,0.75454,1.0452,-1.0075,3.5696,0.66717,1133.8
6275,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.047739,-0.12471,0.12779,0.3283,0.11983,-0.15072,-0.020083,-0.14449,0.35573,-0.15072,-2590.4,-0.039133,4.3175,-0.23059,-0.4591,-25.715,-0.15352,1.0391,1.1919,0.56339,8.031,-0.77749,-2377.6
6276,risky_upgrade,1,3,B,BB,B→BB,1,0.0055585,-0.18335,0.21606,0.022438,0.15182,0.067064,0.035115,0.11878,0.3659,-0.037336,-3669.0,0.033535,4.3013,0.15448,0.22634,-34.598,0.15994,0.97348,1.1935,0.33848,6.7276,0.36927,2282.1
6277,risky_upgrade,1,3,BB,BBB,BB→BBB,0,0.052706,0.10046,0.30558,0.23325,0.34009,0.14406,0.073484,0.1432,0.23749,0.11677,18503.0,0.099148,5.2652,0.13862,0.50065,-16.034,0.19951,0.90085,1.5873,1.154,3.264,0.61689,1531.0
6278,risky_upgrade,1,3,BB,BBB,BB→BBB,0,0.0032199,0.066243,0.58532,0.3225,0.54202,0.038888,0.076234,0.051694,0.39017,0.02997,3952.0,0.028377,4.7757,0.22026,0.092931,-105.55,0.11675,0.97162,0.81828,0.96742,1.8988,0.081269,2805.7
6279,risky_upgrade,1,3,B,BB,B→BB,1,-0.026482,-0.2846,0.31327,0.38746,0.31489,0.0098258,0.04257,0.018633,0.39137,0.015092,-28417.0,0.0059714,4.9993,0.21795,0.03895,-85.571,0.14449,0.99403,1.265,0.53011,3.1948,0.12842,2702.7
6280,risky_upgrade,1,3,CCC,B,CCC→B,1,0.02043,-0.13474,0.52435,0.017477,0.54406,0.017617,0.011988,0.055389,0.06391,0.015226,-173.0,0.031154,3.1086,0.42101,0.03672,-119.92,0.02256,0.9622,0.58677,0.28468,1.896,0.0048576,16179.0
9855,risky_upgrade,1,2,CCC,B,CCC→B,1,-0.52053,-0.58695,0.80009,-0.69346,0.55585,-0.69324,-0.29564,-0.5391808,-0.36712,0.0,-1259.0,-0.39433,3.3314,-0.10344,1.8883,-87.964,-0.35531,1.3263,1.0452,-1.1722,1.2903,0.282825,-1027.3
9856,risky_upgrade,1,3,CCC,B,CCC→B,1,0.0024695,-0.2019,1.6322,0.019198,1.5473,0.022072,0.037619,-0.0033373,0.022167,0.0,-340.0,0.094903,3.2263,7.4916,0.86606,-419.44,0.01963,0.86756,1.0452,0.076811,0.64243,0.039704,16173.0
9857,risky_upgrade,1,3,CCC,B,CCC→B,1,-0.023633,-0.088616,0.55655,-0.11551,0.56801,-0.11333,0.00015196,-0.01227,-0.017389,0.0,-555.0,-0.0068339,3.7968,-2.2021499999999996,0.94386,-109.04,0.00026464,1.0093,0.6422,-0.26983,1.7486,-0.042031,37403.399999999994
9858,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.051069,0.16731,1.4359,0.139,1.4754,-0.021236,-0.026128,-0.019949,0.17117,0.0,260.0,-0.036817,3.1915,-2.0444,-0.12406,-430.08,-0.017081,1.038,1.0452,44.333,0.65373,-0.025581,-21369.0
9862,risky_upgrade,1,0,BB,BBB,BB→BBB,0,0.0037438,0.70982,-0.028521,0.47007,0.11965,0.18221,0.012082,0.017087,0.72262,0.0,441.17,0.0074038,2.7935,0.70495,0.032061,93.275,0.053298,0.99085,0.95294,43.039,8.3196,0.23032,5884.0
9863,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.45979,0.73923,-0.6269029,0.72908,0.069209,1.3027,-0.28848,-0.31201,0.92057,0.0,193.02,-0.37331,2.4168,-0.010697,-0.33615,239.58,-0.9360057,1.3674,0.31632000000000005,5.0765,10.521,-10.095080000000001,-120.26
9865,risky_upgrade,1,3,BB,BBB,BB→BBB,0,0.0039578,0.20027,0.61045,0.19474,0.63345,0.091285,0.10379,0.062755,0.3016,0.0,3587.0,0.055608,4.2531,0.41448,0.23639,-58.275,0.1391,0.92327,1.0452,2.4203,1.6716,0.19043,2176.3
9866,risky_upgrade,1,4,CCC,B,CCC→B,1,-0.8681929,-1.00064,4.20196500000005,-1.86106,3.2356,-1.034518,-0.5750552000000001,-0.2295,-0.7113339999999999,-1.880592,-9350.0,0.25382,3.8556,-0.27731,0.26751,-875.13,-0.16836,1.1342,0.31632000000000005,-3.0709,0.293002,-10.095080000000001,-2167.9
9867,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.8681929,0.018056,0.99953,0.1097,0.50734,-0.18291,-0.5750552000000001,-0.1253,0.83893,0.23354,56.95,0.9801,3.4989,-0.036929,-0.17971,-26.572,-0.9360057,0.2331,0.31632000000000005,1.0216,0.96325,-5.7003,-389.95
9868,risky_upgrade,1,3,BB,BBB,BB→BBB,0,-0.010645,0.15414,0.53256,0.13654,0.33055,0.016484,0.050803,0.044386,0.4475,-0.0045981,1.299,0.027868,4.9413,0.25444,0.073372,-26.641,0.08795,0.98978,1.0452,0.44141,3.0892,0.08452,3853.3
9869,risky_upgrade,1,3,CCC,B,CCC→B,1,0.079473,0.075997,0.038047,0.83935,0.084616,0.057502,0.066564,-0.067754,0.88201,0.0,111.64,0.14151,3.167,0.040809,0.087069,13.544,0.59956,0.75984,0.94755,1.0818,11.18,3.1754,533.51
9870,risky_upgrade,1,3,B,BB,B→BB,1,0.040523,0.14337,0.34649,-0.033341,0.34587,0.13383,0.053877,0.092827,0.22405,-0.12295,645.0,0.041431,3.6531,0.19289,0.34631,-90.645,0.12798,0.95038,1.2664,1.9474,3.0162,0.11578,2349.8
9871,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.10404,-0.47048,0.49247,-0.2946,0.44275,-0.194,-0.067795,-0.098771,0.25489,-0.24711,-2239.0,-0.062851,3.6775,-0.36053,-0.68579,-138.76,-0.13698,1.0699,0.91262,0.30391,2.125,-1.0081,-2664.6
9872,risky_upgrade,1,3,A,AA,A→AA,0,0.0092921,-0.1376,0.39123,0.23232,3.241538000000006,0.053807,0.064087,0.092854,0.29435,0.013638,0.805,0.9867157000000019,4.0296,0.15848,0.19038,2586.5,0.15242,0.0475312,1.0452,0.54866,2.7638,0.16502,2228.2
9873,risky_upgrade,1,1,CCC,B,CCC→B,1,0.020425,-0.56377,0.79291,-0.42066,0.64378,-0.013915,-0.012787,-0.072319,0.03257,-0.42412,-3815.0,0.13953,3.8304,1.3078,-0.72123,-214.57,-0.02428,0.79471,1.0452,0.044409,1.454,-0.11845,-22874.0
9874,risky_upgrade,1,3,CCC,B,CCC→B,1,0.085372,0.33182,0.40594,-0.004556,0.32197,0.27198,0.062326,0.22839,0.22179,-0.075674,1973.0,0.18279,3.7742,0.17396,0.56542,-23.37,0.081339,0.84702,0.8099,1.3953,3.3951,0.1726,2609.2
9875,risky_upgrade,1,3,B,BB,B→BB,1,0.1064,-0.1368,0.395,-0.74929,0.39491,0.12104,0.13157,0.11896,0.2746,-0.96821,-71.0,0.060739,2.7152,0.091067,0.98706,-97.247,0.33063,0.88226,1.0452,0.53911,2.696,0.62309,1104.0
9876,risky_upgrade,1,3,B,BB,B→BB,1,0.025026,0.16932,0.45672,0.23964,0.35085,0.18262,0.07825,0.054973,0.61846,0.0,1.4954,0.20749,4.343,0.17623,0.080735,-84.442,0.16039,0.80316,0.94009,1.0961,2.9717,0.11291,2131.4
9878,risky_upgrade,1,2,CCC,B,CCC→B,1,-0.45395,-1.00064,1.6711,-1.86106,0.94561,-1.034518,-0.41711,-0.5391808,-0.7113339999999999,-1.2895,-964.0,-0.57237,2.6522,-0.13811,0.36817,-311.41,-0.22327,1.3743,0.81197,-2.9081,0.67257,-5.5091,-1464.6
9879,risky_upgrade,1,3,CCC,B,CCC→B,1,0.0051975,0.33923,0.1426,0.34279,0.15736,0.14672,0.0010818,0.023833,0.34723,0.0,3815.0,0.0057602,4.051,0.98518,0.008315,24.855,0.0048699,0.99191,0.84521,25.607,6.3918,0.054387,37403.399999999994
9882,risky_upgrade,1,3,B,BB,B→BB,1,0.058356,0.00090707,0.78952,0.27847,0.88846,0.1218,0.10145,0.056824,0.40996,0.003831,109.49,0.31359,5.0817,0.46416,0.23934,-134.93,0.096345,0.72957,1.1101,0.63706,1.5995,0.32145,2923.7
9884,risky_upgrade,1,3,A,AA,A→AA,0,0.19231,0.68026,0.25685,0.30847,0.15136,0.43499,0.16573,0.49613,0.65625,0.0,659.68,0.22135,2.9867,0.042818,0.73328,132.08,0.53599,0.78511,0.96023,7.3956,8.485,0.282825,578.31
9886,risky_upgrade,1,3,B,BB,B→BB,1,0.085426,0.084287,0.62455,0.084018,0.75706,0.11061,0.08872,0.16534,0.13239,-0.0013922,1252.0,0.19774,4.1718,0.27179,0.64859,-148.09,0.098302,0.84253,1.0452,2.5087,1.4443,0.15433,2865.6
9887,risky_upgrade,1,3,CCC,B,CCC→B,1,0.02893,-0.086933,0.57015,-0.71989,0.36264,0.0039212,0.0016714,0.059835,0.46432,-0.72198,-8989.0,0.12596,5.0145,0.66124,0.0074188,-89.95,0.0029124,0.89238,1.0955,0.43697,2.8322,0.010498,37403.399999999994
9888,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.31601,-0.24091,1.6917,-0.2635,0.6721,-0.17976,-0.22723,-0.1374,0.45882,-0.083281,-25635.0,-0.23864,5.027,-0.38794,-2.9482139999999997,-209.67,-0.13413,1.2158,1.0452,0.027899,1.2012,-1.3071,-2730.6
9889,risky_upgrade,1,3,CCC,B,CCC→B,1,0.023653,0.062828,0.6978,0.2629,0.37284,0.087242,-0.010078,-0.038938,0.40178,0.0,2451.0,0.13879,4.5912,0.98423,-0.023537,-72.859,-0.011365,0.80842,1.3466,0.58164,2.5591,-0.028636,-25295.0
9890,risky_upgrade,1,1,B,BB,B→BB,1,-0.22495,0.068052,0.65706,0.31556,0.26265,0.78138,-0.18329,-0.19761,0.67296,0.0,713.19,-0.19316,4.0204,-0.14237,-0.56227,-55.773,-0.22001,1.251,0.55349,0.54179,3.1282,-0.72287,-1308.6
9891,risky_upgrade,1,3,B,BB,B→BB,1,0.015211,0.31975,0.63747,0.4031,0.33275,-0.039353,-0.026713,0.0086799,0.7343,0.0,1899.0,0.42266,3.7737,1.463,-0.037419,-54.932,-0.040014,0.57954,0.60405,1.1745,3.0126,-0.053389,-9121.8
9893,risky_upgrade,1,1,CCC,B,CCC→B,1,-0.0080146,0.47144,0.05815,0.29808,0.058143,0.07934,-0.0031186,-0.024837,0.53659,-0.047775,325.15,-0.0031022,2.8387,-2.2021499999999996,-0.10198,-5.4008,-0.053471,1.0042,1.0682,8.2368,17.146,-0.092639,-6826.1
9894,risky_upgrade,1,3,B,BB,B→BB,1,0.030514,0.053489,0.2604,0.3586,0.28813,1.0604,0.0010947,0.068976,0.46016,0.0021346,625.85,0.15821,4.0682,0.2891,0.0033094,-56.826,0.0023378,0.875,0.71358,1.0167,4.1057,0.0040139,37403.399999999994
9895,risky_upgrade,1,3,B,BB,B→BB,1,-0.18032,0.40636,0.25727,0.36389,0.23837,0.73436,-0.10874,-0.098057,0.80252,0.0,15184.0,0.079137,4.5725,-0.099665,-0.15084,-6.161,-0.41923,1.0013,0.81294,1.8915,4.2864,-0.28788,-929.68
9896,risky_upgrade,1,3,CCC,B,CCC→B,1,0.0030885,0.16939,0.39523,0.098991,0.28378,0.0061574,0.0028565,0.048824,0.14529,0.0,182.94,0.33505,3.0334,4.2828,-0.045313,-11.98,-0.0076964,0.67409,1.0452,0.64034,3.5281,-0.038526,37403.399999999994
9897,risky_upgrade,1,3,CCC,B,CCC→B,1,0.018383,0.0028648,0.28489,0.0099534,0.19998,0.061363,0.0060281,0.031376,0.41521,-0.051478,293.0,0.20941,5.0098,0.53628,0.047549,-33.388,0.010862,0.78574,0.8472,0.41742,4.9896,0.037607,17907.0
9898,risky_upgrade,1,2,CCC,B,CCC→B,1,-0.48217,-0.69117,1.0097,-0.99537,0.74849,-0.32773,-0.16246,-0.31032,0.004494,-1.1962,-1054.6,-0.31507,3.1835,-0.23796,-2.9482139999999997,-261.52,-0.16073,1.3712,1.0452,0.00646,0.98938,-2.1801,-2270.9
