,group,is_risky,default,from_grade,to_grade,transition,year_horizon,l1_count,l2_count,total_warnings,any_warning
3795,safe_upgrade,0,0,BB,BBB,BB→BBB,2,9,7,16,1
3797,safe_upgrade,0,0,BB,BBB,BB→BBB,2,10,4,14,1
3798,safe_upgrade,0,0,CCC,B,CCC→B,2,34,16,50,1
3799,safe_upgrade,0,0,A,AA,A→AA,2,1,0,1,1
3800,safe_upgrade,0,0,BB,BBB,BB→BBB,2,9,2,11,1
3801,safe_upgrade,0,0,B,BB,B→BB,2,11,2,13,1
3802,safe_upgrade,0,0,BBB,A,BBB→A,2,2,0,2,1
3803,safe_upgrade,0,0,CCC,B,CCC→B,2,24,12,36,1
3804,safe_upgrade,0,0,BBB,A,BBB→A,2,8,0,8,1
3805,safe_upgrade,0,0,B,BB,B→BB,2,1,0,1,1
3806,safe_upgrade,0,0,B,BB,B→BB,2,9,1,10,1
3807,safe_upgrade,0,0,CCC,B,CCC→B,2,27,13,40,1
3808,safe_upgrade,0,0,B,BB,B→BB,2,6,0,6,1
3809,safe_upgrade,0,0,B,BB,B→BB,2,14,1,15,1
3810,safe_upgrade,0,0,BB,BBB,BB→BBB,2,5,0,5,1
3812,safe_upgrade,0,0,BB,BBB,BB→BBB,2,4,1,5,1
3813,safe_upgrade,0,0,CCC,B,CCC→B,2,18,1,19,1
3815,safe_upgrade,0,0,CCC,B,CCC→B,2,15,9,24,1
3817,safe_upgrade,0,0,BB,BBB,BB→BBB,2,30,7,37,1
3818,safe_upgrade,0,0,BBB,A,BBB→A,2,15,2,17,1
3819,safe_upgrade,0,0,B,BB,B→BB,2,32,15,47,1
3820,safe_upgrade,0,0,BB,BBB,BB→BBB,2,10,2,12,1
3821,safe_upgrade,0,0,CCC,B,CCC→B,2,25,1,26,1
3822,safe_upgrade,0,0,B,BB,B→BB,2,0,0,0,0
3823,safe_upgrade,0,0,B,BB,B→BB,2,25,7,32,1
3824,safe_upgrade,0,0,BBB,A,BBB→A,2,2,0,2,1
3826,safe_upgrade,0,0,BB,BBB,BB→BBB,2,10,7,17,1
3827,safe_upgrade,0,0,CCC,B,CCC→B,2,29,1,30,1
3828,safe_upgrade,0,0,CCC,B,CCC→B,2,17,9,26,1
3829,safe_upgrade,0,0,B,BB,B→BB,2,17,2,19,1
3830,safe_upgrade,0,0,B,BB,B→BB,2,6,0,6,1
3831,safe_upgrade,0,0,CCC,B,CCC→B,2,23,0,23,1
3832,safe_upgrade,0,0,CCC,B,CCC→B,2,26,1,27,1
3833,safe_upgrade,0,0,B,BB,B→BB,2,11,3,14,1
3834,safe_upgrade,0,0,A,AA,A→AA,2,0,0,0,0
3835,safe_upgrade,0,0,A,AA,A→AA,2,0,0,0,0
3837,safe_upgrade,0,0,CCC,B,CCC→B,2,34,14,48,1
3838,safe_upgrade,0,0,B,BB,B→BB,2,9,2,11,1
3839,safe_upgrade,0,0,BBB,A,BBB→A,2,1,0,1,1
3840,safe_upgrade,0,0,B,BB,B→BB,2,24,1,25,1
3841,safe_upgrade,0,0,BBB,A,BBB→A,2,0,0,0,0
3842,safe_upgrade,0,0,CCC,B,CCC→B,2,6,0,6,1
3843,safe_upgrade,0,0,CCC,B,CCC→B,2,38,17,55,1
3845,safe_upgrade,0,0,CCC,B,CCC→B,2,3,0,3,1
3846,safe_upgrade,0,0,B,BB,B→BB,2,15,3,18,1
3847,safe_upgrade,0,0,CCC,B,CCC→B,2,20,1,21,1
3848,safe_upgrade,0,0,B,BB,B→BB,2,0,0,0,0
3849,safe_upgrade,0,0,A,AA,A→AA,2,26,8,34,1
3850,safe_upgrade,0,0,CCC,B,CCC→B,2,3,0,3,1
3851,safe_upgrade,0,0,CCC,B,CCC→B,2,24,1,25,1
3852,safe_upgrade,0,0,A,AA,A→AA,2,1,0,1,1
3854,safe_upgrade,0,0,BB,BBB,BB→BBB,2,6,0,6,1
3855,safe_upgrade,0,0,B,BB,B→BB,2,3,0,3,1
3856,safe_upgrade,0,0,BBB,A,BBB→A,2,0,0,0,0
3857,safe_upgrade,0,0,CCC,B,CCC→B,2,15,3,18,1
3861,safe_upgrade,0,0,A,AA,A→AA,2,2,0,2,1
3862,safe_upgrade,0,0,CCC,B,CCC→B,2,31,6,37,1
3863,safe_upgrade,0,0,CCC,B,CCC→B,2,37,16,53,1
3864,safe_upgrade,0,0,CCC,B,CCC→B,2,38,17,55,1
3865,safe_upgrade,0,0,B,BB,B→BB,2,0,0,0,0
3866,safe_upgrade,0,0,B,BB,B→BB,2,2,0,2,1
3867,safe_upgrade,0,0,BBB,A,BBB→A,2,4,0,4,1
3868,safe_upgrade,0,0,A,AA,A→AA,2,1,0,1,1
3869,safe_upgrade,0,0,BB,BBB,BB→BBB,2,10,7,17,1
3870,safe_upgrade,0,0,BB,BBB,BB→BBB,2,4,0,4,1
3871,safe_upgrade,0,0,CCC,B,CCC→B,2,37,18,55,1
3872,safe_upgrade,0,0,BB,BBB,BB→BBB,2,14,1,15,1
3873,safe_upgrade,0,0,CCC,B,CCC→B,2,17,8,25,1
3874,safe_upgrade,0,0,B,BB,B→BB,2,3,0,3,1
3875,safe_upgrade,0,0,CCC,B,CCC→B,2,33,14,47,1
3876,safe_upgrade,0,0,A,AA,A→AA,2,7,3,10,1
3877,safe_upgrade,0,0,BB,BBB,BB→BBB,2,14,1,15,1
3879,safe_upgrade,0,0,BB,BBB,BB→BBB,2,14,1,15,1
3880,safe_upgrade,0,0,CCC,B,CCC→B,2,14,10,24,1
3881,safe_upgrade,0,0,CCC,B,CCC→B,2,8,0,8,1
3882,safe_upgrade,0,0,BBB,A,BBB→A,2,12,1,13,1
3883,safe_upgrade,0,0,B,BB,B→BB,2,25,1,26,1
3884,safe_upgrade,0,0,BBB,A,BBB→A,2,1,0,1,1
3885,safe_upgrade,0,0,CCC,B,CCC→B,2,37,16,53,1
3889,safe_upgrade,0,0,CCC,B,CCC→B,2,21,1,22,1
3890,safe_upgrade,0,0,B,BB,B→BB,2,6,0,6,1
3891,safe_upgrade,0,0,BB,BBB,BB→BBB,2,3,0,3,1
3892,safe_upgrade,0,0,BBB,A,BBB→A,2,2,0,2,1
3893,safe_upgrade,0,0,CCC,B,CCC→B,2,4,0,4,1
3894,safe_upgrade,0,0,B,BB,B→BB,2,17,9,26,1
3895,safe_upgrade,0,0,A,AA,A→AA,2,2,0,2,1
3897,safe_upgrade,0,0,B,BB,B→BB,2,2,0,2,1
3899,safe_upgrade,0,0,B,BB,B→BB,2,21,1,22,1
3900,safe_upgrade,0,0,BB,BBB,BB→BBB,2,2,0,2,1
3901,safe_upgrade,0,0,BB,BBB,BB→BBB,2,1,0,1,1
3902,safe_upgrade,0,0,CCC,B,CCC→B,2,31,13,44,1
3903,safe_upgrade,0,0,BBB,A,BBB→A,2,20,1,21,1
3904,safe_upgrade,0,0,BBB,A,BBB→A,2,1,0,1,1
3905,safe_upgrade,0,0,CCC,B,CCC→B,2,31,1,32,1
3906,safe_upgrade,0,0,CCC,B,CCC→B,2,34,16,50,1
3907,safe_upgrade,0,0,A,AA,A→AA,2,3,0,3,1
3908,safe_upgrade,0,0,A,AA,A→AA,2,3,0,3,1
3910,safe_upgrade,0,0,BBB,A,BBB→A,2,3,0,3,1
3912,safe_upgrade,0,0,BB,BBB,BB→BBB,2,2,0,2,1
3914,safe_upgrade,0,0,B,BB,B→BB,2,12,3,15,1
3915,safe_upgrade,0,0,CCC,B,CCC→B,2,15,12,27,1
3916,safe_upgrade,0,0,B,BB,B→BB,2,5,1,6,1
3917,safe_upgrade,0,0,BBB,A,BBB→A,2,1,0,1,1
3918,safe_upgrade,0,0,CCC,B,CCC→B,2,29,1,30,1
3920,safe_upgrade,0,0,CCC,B,CCC→B,2,35,12,47,1
3921,safe_upgrade,0,0,CCC,B,CCC→B,2,25,1,26,1
3922,safe_upgrade,0,0,CCC,B,CCC→B,2,38,17,55,1
3923,safe_upgrade,0,0,CCC,B,CCC→B,2,39,18,57,1
3924,safe_upgrade,0,0,B,BB,B→BB,2,11,1,12,1
3925,safe_upgrade,0,0,BB,BBB,BB→BBB,2,7,2,9,1
3926,safe_upgrade,0,0,BB,BBB,BB→BBB,2,37,17,54,1
3927,safe_upgrade,0,0,BB,BBB,BB→BBB,2,6,0,6,1
3928,safe_upgrade,0,0,B,BB,B→BB,2,7,0,7,1
3929,safe_upgrade,0,0,B,BB,B→BB,2,4,0,4,1
3931,safe_upgrade,0,0,BBB,A,BBB→A,2,1,0,1,1
3932,safe_upgrade,0,0,BB,BBB,BB→BBB,2,10,1,11,1
3933,safe_upgrade,0,0,BBB,A,BBB→A,2,5,0,5,1
3934,safe_upgrade,0,0,A,AA,A→AA,2,3,0,3,1
3935,safe_upgrade,0,0,B,BB,B→BB,2,35,16,51,1
3937,safe_upgrade,0,0,CCC,B,CCC→B,2,28,14,42,1
3939,safe_upgrade,0,0,CCC,B,CCC→B,2,7,3,10,1
3940,safe_upgrade,0,0,CCC,B,CCC→B,2,28,1,29,1
3941,safe_upgrade,0,0,CCC,B,CCC→B,2,10,2,12,1
3943,safe_upgrade,0,0,BB,BBB,BB→BBB,2,4,1,5,1
3945,safe_upgrade,0,0,BB,BBB,BB→BBB,2,19,1,20,1
3946,safe_upgrade,0,0,B,BB,B→BB,2,1,0,1,1
3948,safe_upgrade,0,0,B,BB,B→BB,2,8,0,8,1
3949,safe_upgrade,0,0,CCC,B,CCC→B,2,18,1,19,1
3952,safe_upgrade,0,0,CCC,B,CCC→B,2,16,3,19,1
3954,safe_upgrade,0,0,CCC,B,CCC→B,2,5,0,5,1
3956,safe_upgrade,0,0,A,AA,A→AA,2,1,0,1,1
3957,safe_upgrade,0,0,B,BB,B→BB,2,1,0,1,1
3958,safe_upgrade,0,0,CCC,B,CCC→B,2,39,18,57,1
3959,safe_upgrade,0,0,BBB,A,BBB→A,2,0,0,0,0
3961,safe_upgrade,0,0,A,AA,A→AA,2,4,0,4,1
3963,safe_upgrade,0,0,BBB,A,BBB→A,2,2,0,2,1
3964,safe_upgrade,0,0,BBB,A,BBB→A,2,1,0,1,1
3965,safe_upgrade,0,0,B,BB,B→BB,2,18,13,31,1
3967,safe_upgrade,0,0,B,BB,B→BB,2,9,2,11,1
3968,safe_upgrade,0,0,B,BB,B→BB,2,26,1,27,1
3969,safe_upgrade,0,0,B,BB,B→BB,2,26,1,27,1
3970,safe_upgrade,0,0,B,BB,B→BB,2,23,12,35,1
3971,safe_upgrade,0,0,B,BB,B→BB,2,7,0,7,1
3972,safe_upgrade,0,0,CCC,B,CCC→B,2,28,15,43,1
3973,safe_upgrade,0,0,CCC,B,CCC→B,2,34,5,39,1
3974,safe_upgrade,0,0,B,BB,B→BB,2,3,0,3,1
3975,safe_upgrade,0,0,CCC,B,CCC→B,2,25,5,30,1
3976,safe_upgrade,0,0,A,AA,A→AA,2,0,0,0,0
3977,safe_upgrade,0,0,B,BB,B→BB,2,7,1,8,1
3978,safe_upgrade,0,0,A,AA,A→AA,2,1,0,1,1
3979,safe_upgrade,0,0,BB,BBB,BB→BBB,2,1,0,1,1
3980,safe_upgrade,0,0,CCC,B,CCC→B,2,29,6,35,1
3981,safe_upgrade,0,0,A,AA,A→AA,2,1,0,1,1
3982,safe_upgrade,0,0,CCC,B,CCC→B,2,30,3,33,1
3983,safe_upgrade,0,0,B,BB,B→BB,2,4,0,4,1
3985,safe_upgrade,0,0,CCC,B,CCC→B,2,7,0,7,1
3986,safe_upgrade,0,0,CCC,B,CCC→B,2,29,14,43,1
3987,safe_upgrade,0,0,A,AA,A→AA,2,20,1,21,1
3988,safe_upgrade,0,0,B,BB,B→BB,2,0,0,0,0
3989,safe_upgrade,0,0,BBB,A,BBB→A,2,2,0,2,1
3990,safe_upgrade,0,0,BBB,A,BBB→A,2,1,0,1,1
3991,safe_upgrade,0,0,CCC,B,CCC→B,2,32,5,37,1
3992,safe_upgrade,0,0,BB,BBB,BB→BBB,2,1,0,1,1
3993,safe_upgrade,0,0,B,BB,B→BB,2,1,0,1,1
3995,safe_upgrade,0,0,B,BB,B→BB,2,7,0,7,1
3996,safe_upgrade,0,0,CCC,B,CCC→B,2,33,16,49,1
3997,safe_upgrade,0,0,A,AA,A→AA,2,1,0,1,1
3998,safe_upgrade,0,0,CCC,B,CCC→B,2,25,5,30,1
3999,safe_upgrade,0,0,BBB,A,BBB→A,2,23,1,24,1
4000,safe_upgrade,0,0,CCC,B,CCC→B,2,35,14,49,1
4001,safe_upgrade,0,0,BB,BBB,BB→BBB,2,0,0,0,0
4002,safe_upgrade,0,0,BBB,A,BBB→A,2,2,0,2,1
4004,safe_upgrade,0,0,B,BB,B→BB,2,3,0,3,1
4005,safe_upgrade,0,0,CCC,B,CCC→B,2,31,16,47,1
4006,safe_upgrade,0,0,B,BB,B→BB,2,21,1,22,1
4008,safe_upgrade,0,0,B,BB,B→BB,2,27,1,28,1
4009,safe_upgrade,0,0,B,BB,B→BB,2,5,0,5,1
4010,safe_upgrade,0,0,CCC,B,CCC→B,2,37,17,54,1
4011,safe_upgrade,0,0,B,BB,B→BB,2,1,0,1,1
4014,safe_upgrade,0,0,B,BB,B→BB,2,7,0,7,1
4015,safe_upgrade,0,0,B,BB,B→BB,2,7,0,7,1
4017,safe_upgrade,0,0,CCC,B,CCC→B,2,27,1,28,1
4018,safe_upgrade,0,0,CCC,B,CCC→B,2,31,4,35,1
4019,safe_upgrade,0,0,B,BB,B→BB,2,21,1,22,1
4020,safe_upgrade,0,0,CCC,B,CCC→B,2,32,4,36,1
4022,safe_upgrade,0,0,CCC,B,CCC→B,2,11,0,11,1
4023,safe_upgrade,0,0,BB,BBB,BB→BBB,2,7,3,10,1
4024,safe_upgrade,0,0,BB,BBB,BB→BBB,2,1,0,1,1
4025,safe_upgrade,0,0,BB,BBB,BB→BBB,2,2,0,2,1
4026,safe_upgrade,0,0,BB,BBB,BB→BBB,2,24,1,25,1
4027,safe_upgrade,0,0,CCC,B,CCC→B,2,33,3,36,1
4028,safe_upgrade,0,0,CCC,B,CCC→B,2,4,0,4,1
4029,safe_upgrade,0,0,B,BB,B→BB,2,4,0,4,1
4030,safe_upgrade,0,0,B,BB,B→BB,2,25,1,26,1
4031,safe_upgrade,0,0,BB,BBB,BB→BBB,2,24,1,25,1
4032,safe_upgrade,0,0,CCC,B,CCC→B,2,29,1,30,1
4033,safe_upgrade,0,0,B,BB,B→BB,2,3,0,3,1
4034,safe_upgrade,0,0,CCC,B,CCC→B,2,1,0,1,1
4036,safe_upgrade,0,0,B,BB,B→BB,2,12,9,21,1
4037,safe_upgrade,0,0,B,BB,B→BB,2,1,0,1,1
4038,safe_upgrade,0,0,CCC,B,CCC→B,2,30,1,31,1
4039,safe_upgrade,0,0,BBB,A,BBB→A,2,7,6,13,1
4040,safe_upgrade,0,0,CCC,B,CCC→B,2,27,1,28,1
4041,safe_upgrade,0,0,CCC,B,CCC→B,2,28,16,44,1
4042,safe_upgrade,0,0,BBB,A,BBB→A,2,23,6,29,1
4043,safe_upgrade,0,0,BBB,A,BBB→A,2,2,0,2,1
4044,safe_upgrade,0,0,BB,BBB,BB→BBB,2,8,2,10,1
4045,safe_upgrade,0,0,BB,BBB,BB→BBB,2,12,7,19,1
4046,safe_upgrade,0,0,BB,BBB,BB→BBB,2,0,0,0,0
4049,safe_upgrade,0,0,BBB,A,BBB→A,2,2,0,2,1
4050,safe_upgrade,0,0,BBB,A,BBB→A,2,0,0,0,0
4051,safe_upgrade,0,0,A,AA,A→AA,2,4,0,4,1
4052,safe_upgrade,0,0,BB,BBB,BB→BBB,2,0,0,0,0
4054,safe_upgrade,0,0,CCC,B,CCC→B,2,29,5,34,1
4055,safe_upgrade,0,0,BB,BBB,BB→BBB,2,0,0,0,0
4056,safe_upgrade,0,0,BB,BBB,BB→BBB,2,11,1,12,1
4057,safe_upgrade,0,0,A,AA,A→AA,2,6,0,6,1
4058,safe_upgrade,0,0,B,BB,B→BB,2,9,0,9,1
4059,safe_upgrade,0,0,CCC,B,CCC→B,2,33,6,39,1
4060,safe_upgrade,0,0,CCC,B,CCC→B,2,38,16,54,1
4061,safe_upgrade,0,0,B,BB,B→BB,2,28,1,29,1
4064,safe_upgrade,0,0,BB,BBB,BB→BBB,2,9,0,9,1
4065,safe_upgrade,0,0,CCC,B,CCC→B,2,9,0,9,1
4066,safe_upgrade,0,0,B,BB,B→BB,2,14,11,25,1
4069,safe_upgrade,0,0,BB,BBB,BB→BBB,2,7,0,7,1
4070,safe_upgrade,0,0,B,BB,B→BB,2,1,0,1,1
4071,safe_upgrade,0,0,B,BB,B→BB,2,26,1,27,1
4072,safe_upgrade,0,0,A,AA,A→AA,2,2,0,2,1
4073,safe_upgrade,0,0,BB,BBB,BB→BBB,2,23,1,24,1
4074,safe_upgrade,0,0,CCC,B,CCC→B,2,11,1,12,1
4076,safe_upgrade,0,0,BBB,A,BBB→A,2,1,0,1,1
4077,safe_upgrade,0,0,BB,BBB,BB→BBB,2,4,0,4,1
4078,safe_upgrade,0,0,CCC,B,CCC→B,2,35,16,51,1
4079,safe_upgrade,0,0,CCC,B,CCC→B,2,26,14,40,1
4080,safe_upgrade,0,0,BB,BBB,BB→BBB,2,6,2,8,1
4081,safe_upgrade,0,0,B,BB,B→BB,2,3,0,3,1
4083,safe_upgrade,0,0,B,BB,B→BB,2,7,2,9,1
4084,safe_upgrade,0,0,B,BB,B→BB,2,26,5,31,1
4085,safe_upgrade,0,0,BBB,A,BBB→A,2,3,1,4,1
4086,safe_upgrade,0,0,B,BB,B→BB,2,13,6,19,1
4089,safe_upgrade,0,0,A,AA,A→AA,2,1,0,1,1
4090,safe_upgrade,0,0,CCC,B,CCC→B,2,6,0,6,1
4091,safe_upgrade,0,0,CCC,B,CCC→B,2,36,16,52,1
4095,safe_upgrade,0,0,B,BB,B→BB,2,4,0,4,1
4096,safe_upgrade,0,0,BBB,A,BBB→A,2,2,0,2,1
4097,safe_upgrade,0,0,B,BB,B→BB,2,6,1,7,1
4098,safe_upgrade,0,0,BB,BBB,BB→BBB,2,17,1,18,1
4099,safe_upgrade,0,0,B,BB,B→BB,2,0,0,0,0
4100,safe_upgrade,0,0,CCC,B,CCC→B,2,20,2,22,1
4102,safe_upgrade,0,0,CCC,B,CCC→B,2,35,12,47,1
4103,safe_upgrade,0,0,CCC,B,CCC→B,2,34,6,40,1
4105,safe_upgrade,0,0,B,BB,B→BB,2,25,1,26,1
4106,safe_upgrade,0,0,B,BB,B→BB,2,3,0,3,1
4108,safe_upgrade,0,0,CCC,B,CCC→B,2,27,6,33,1
4109,safe_upgrade,0,0,B,BB,B→BB,2,10,5,15,1
4111,safe_upgrade,0,0,B,BB,B→BB,2,8,3,11,1
4112,safe_upgrade,0,0,CCC,B,CCC→B,2,27,12,39,1
4113,safe_upgrade,0,0,CCC,B,CCC→B,2,35,14,49,1
4114,safe_upgrade,0,0,B,BB,B→BB,2,8,0,8,1
4115,safe_upgrade,0,0,B,BB,B→BB,2,28,4,32,1
4116,safe_upgrade,0,0,B,BB,B→BB,2,1,0,1,1
4117,safe_upgrade,0,0,CCC,B,CCC→B,2,13,9,22,1
4118,safe_upgrade,0,0,B,BB,B→BB,2,25,1,26,1
4119,safe_upgrade,0,0,CCC,B,CCC→B,2,38,17,55,1
4120,safe_upgrade,0,0,BB,BBB,BB→BBB,2,0,0,0,0
4121,safe_upgrade,0,0,B,BB,B→BB,2,7,0,7,1
4122,safe_upgrade,0,0,BB,BBB,BB→BBB,2,5,0,5,1
4123,safe_upgrade,0,0,CCC,B,CCC→B,2,20,6,26,1
4124,safe_upgrade,0,0,BBB,A,BBB→A,2,9,7,16,1
4125,safe_upgrade,0,0,CCC,B,CCC→B,2,26,15,41,1
4126,safe_upgrade,0,0,B,BB,B→BB,2,2,0,2,1
4127,safe_upgrade,0,0,BB,BBB,BB→BBB,2,1,0,1,1
4128,safe_upgrade,0,0,B,BB,B→BB,2,16,1,17,1
4129,safe_upgrade,0,0,CCC,B,CCC→B,2,18,13,31,1
4130,safe_upgrade,0,0,CCC,B,CCC→B,2,34,4,38,1
4132,safe_upgrade,0,0,BBB,A,BBB→A,2,3,0,3,1
4133,safe_upgrade,0,0,B,BB,B→BB,2,20,5,25,1
4134,safe_upgrade,0,0,CCC,B,CCC→B,2,9,1,10,1
4136,safe_upgrade,0,0,B,BB,B→BB,2,8,1,9,1
4138,safe_upgrade,0,0,CCC,B,CCC→B,2,23,11,34,1
4139,safe_upgrade,0,0,B,BB,B→BB,2,3,0,3,1
4142,safe_upgrade,0,0,B,BB,B→BB,2,15,8,23,1
4143,safe_upgrade,0,0,B,BB,B→BB,2,3,0,3,1
4144,safe_upgrade,0,0,CCC,B,CCC→B,2,3,0,3,1
4146,safe_upgrade,0,0,CCC,B,CCC→B,2,20,1,21,1
4147,safe_upgrade,0,0,CCC,B,CCC→B,2,38,17,55,1
4148,safe_upgrade,0,0,A,AA,A→AA,2,3,0,3,1
4149,safe_upgrade,0,0,CCC,B,CCC→B,2,10,1,11,1
4150,safe_upgrade,0,0,BB,BBB,BB→BBB,2,5,0,5,1
4151,safe_upgrade,0,0,A,AA,A→AA,2,5,0,5,1
4153,safe_upgrade,0,0,B,BB,B→BB,2,27,4,31,1
4155,safe_upgrade,0,0,B,BB,B→BB,2,10,1,11,1
4156,safe_upgrade,0,0,B,BB,B→BB,2,9,0,9,1
4157,safe_upgrade,0,0,B,BB,B→BB,2,2,0,2,1
4158,safe_upgrade,0,0,BBB,A,BBB→A,2,3,0,3,1
4159,safe_upgrade,0,0,B,BB,B→BB,2,1,0,1,1
4161,safe_upgrade,0,0,B,BB,B→BB,2,6,0,6,1
4162,safe_upgrade,0,0,CCC,B,CCC→B,2,32,6,38,1
4163,safe_upgrade,0,0,CCC,B,CCC→B,2,9,3,12,1
4164,safe_upgrade,0,0,CCC,B,CCC→B,2,38,17,55,1
4165,safe_upgrade,0,0,CCC,B,CCC→B,2,38,17,55,1
4166,safe_upgrade,0,0,CCC,B,CCC→B,2,13,9,22,1
4167,safe_upgrade,0,0,B,BB,B→BB,2,26,1,27,1
4168,safe_upgrade,0,0,A,AA,A→AA,2,2,0,2,1
4169,safe_upgrade,0,0,BBB,A,BBB→A,2,2,0,2,1
4170,safe_upgrade,0,0,CCC,B,CCC→B,2,26,1,27,1
4171,safe_upgrade,0,0,B,BB,B→BB,2,24,5,29,1
4172,safe_upgrade,0,0,BB,BBB,BB→BBB,2,6,0,6,1
4173,safe_upgrade,0,0,BB,BBB,BB→BBB,2,4,0,4,1
4175,safe_upgrade,0,0,CCC,B,CCC→B,2,38,17,55,1
4176,safe_upgrade,0,0,CCC,B,CCC→B,2,4,0,4,1
4177,safe_upgrade,0,0,CCC,B,CCC→B,2,11,1,12,1
4178,safe_upgrade,0,0,B,BB,B→BB,2,2,0,2,1
4181,safe_upgrade,0,0,CCC,B,CCC→B,2,36,6,42,1
4182,safe_upgrade,0,0,CCC,B,CCC→B,2,24,1,25,1
4183,safe_upgrade,0,0,CCC,B,CCC→B,2,26,6,32,1
4184,safe_upgrade,0,0,CCC,B,CCC→B,2,7,0,7,1
4186,safe_upgrade,0,0,BB,BBB,BB→BBB,2,18,1,19,1
4187,safe_upgrade,0,0,BB,BBB,BB→BBB,2,3,0,3,1
4188,safe_upgrade,0,0,CCC,B,CCC→B,2,29,6,35,1
4189,safe_upgrade,0,0,B,BB,B→BB,2,25,1,26,1
4190,safe_upgrade,0,0,B,BB,B→BB,2,6,0,6,1
4191,safe_upgrade,0,0,B,BB,B→BB,2,6,0,6,1
4192,safe_upgrade,0,0,CCC,B,CCC→B,2,23,1,24,1
4193,safe_upgrade,0,0,CCC,B,CCC→B,2,2,0,2,1
4194,safe_upgrade,0,0,CCC,B,CCC→B,2,5,0,5,1
4195,safe_upgrade,0,0,BB,BBB,BB→BBB,2,3,0,3,1
4196,safe_upgrade,0,0,BB,BBB,BB→BBB,2,10,2,12,1
4197,safe_upgrade,0,0,BB,BBB,BB→BBB,2,11,3,14,1
4199,safe_upgrade,0,0,BB,BBB,BB→BBB,2,5,0,5,1
4200,safe_upgrade,0,0,CCC,B,CCC→B,2,26,1,27,1
4201,safe_upgrade,0,0,B,BB,B→BB,2,20,1,21,1
4202,safe_upgrade,0,0,CCC,B,CCC→B,2,13,8,21,1
4203,safe_upgrade,0,0,CCC,B,CCC→B,2,16,12,28,1
4204,safe_upgrade,0,0,B,BB,B→BB,2,5,0,5,1
4205,safe_upgrade,0,0,BB,BBB,BB→BBB,2,5,2,7,1
4207,safe_upgrade,0,0,B,BB,B→BB,2,32,12,44,1
4208,safe_upgrade,0,0,B,BB,B→BB,2,5,0,5,1
4209,safe_upgrade,0,0,B,BB,B→BB,2,25,1,26,1
4210,safe_upgrade,0,0,BB,BBB,BB→BBB,2,7,4,11,1
4211,safe_upgrade,0,0,CCC,B,CCC→B,2,32,3,35,1
4212,safe_upgrade,0,0,B,BB,B→BB,2,10,0,10,1
4213,safe_upgrade,0,0,CCC,B,CCC→B,2,4,0,4,1
4214,safe_upgrade,0,0,CCC,B,CCC→B,2,30,7,37,1
4215,safe_upgrade,0,0,A,AA,A→AA,2,1,0,1,1
4216,safe_upgrade,0,0,CCC,B,CCC→B,2,34,5,39,1
4217,safe_upgrade,0,0,CCC,B,CCC→B,2,25,1,26,1
4218,safe_upgrade,0,0,BB,BBB,BB→BBB,2,10,2,12,1
4219,safe_upgrade,0,0,CCC,B,CCC→B,2,27,4,31,1
4220,safe_upgrade,0,0,CCC,B,CCC→B,2,6,0,6,1
4221,safe_upgrade,0,0,CCC,B,CCC→B,2,10,2,12,1
4223,safe_upgrade,0,0,CCC,B,CCC→B,2,27,4,31,1
4224,safe_upgrade,0,0,CCC,B,CCC→B,2,7,0,7,1
4225,safe_upgrade,0,0,B,BB,B→BB,2,22,3,25,1
4226,safe_upgrade,0,0,CCC,B,CCC→B,2,33,14,47,1
4227,safe_upgrade,0,0,B,BB,B→BB,2,26,1,27,1
4230,safe_upgrade,0,0,CCC,B,CCC→B,2,28,1,29,1
4232,safe_upgrade,0,0,BB,BBB,BB→BBB,2,22,1,23,1
4233,safe_upgrade,0,0,B,BB,B→BB,2,25,1,26,1
4234,safe_upgrade,0,0,CCC,B,CCC→B,2,18,13,31,1
4235,safe_upgrade,0,0,CCC,B,CCC→B,2,26,13,39,1
4236,safe_upgrade,0,0,CCC,B,CCC→B,2,29,12,41,1
4237,safe_upgrade,0,0,CCC,B,CCC→B,2,12,2,14,1
4239,safe_upgrade,0,0,CCC,B,CCC→B,2,33,3,36,1
4240,safe_upgrade,0,0,A,AA,A→AA,2,3,0,3,1
4242,safe_upgrade,0,0,B,BB,B→BB,2,26,1,27,1
4243,safe_upgrade,0,0,BB,BBB,BB→BBB,2,4,0,4,1
4244,safe_upgrade,0,0,BB,BBB,BB→BBB,2,2,0,2,1
4245,safe_upgrade,0,0,BBB,A,BBB→A,2,11,0,11,1
4246,safe_upgrade,0,0,CCC,B,CCC→B,2,29,5,34,1
4247,safe_upgrade,0,0,CCC,B,CCC→B,2,10,6,16,1
4248,safe_upgrade,0,0,B,BB,B→BB,2,24,1,25,1
4249,safe_upgrade,0,0,BBB,A,BBB→A,2,3,0,3,1
4250,safe_upgrade,0,0,BB,BBB,BB→BBB,2,17,1,18,1
4252,safe_upgrade,0,0,BB,BBB,BB→BBB,2,0,0,0,0
4253,safe_upgrade,0,0,B,BB,B→BB,2,30,15,45,1
4254,safe_upgrade,0,0,CCC,B,CCC→B,2,37,14,51,1
4255,safe_upgrade,0,0,BB,BBB,BB→BBB,2,3,0,3,1
4256,safe_upgrade,0,0,BB,BBB,BB→BBB,2,33,6,39,1
4257,safe_upgrade,0,0,BB,BBB,BB→BBB,2,4,0,4,1
