,group,is_risky,cluster,from_grade,to_grade,transition,high_risk_transition,Attr52,Attr49,Attr38,working_capital_to_assets,Attr30,Attr25,Attr13,Attr24,Attr35,retained_earnings_to_assets,Attr55,Attr41,Attr29,Attr56,Attr21,Attr12,cash_to_current_liabilities,Attr57,Attr63,Attr53,Attr58,Attr46
6156,risky_upgrade,1,1,B,BB,B→BB,1,0.13667,-0.014291,0.45998,0.098121,0.10533,0.45998,0.020523,0.011034,0.013584,0.011034,1368.0,0.21198,4.1443,0.0013255,0.9905,0.020464,-15.793,0.023987,7.3267,1.2681,0.99867,0.69004
6157,risky_upgrade,1,2,CCC,B,CCC→B,1,0.79669,-0.067203,-0.7113339999999999,-1.00064,0.91315,-1.244,-0.12845,-0.26519,-0.14758,-1.0581,-15330.0,-0.45507,4.1706,0.022761,1.0452,-0.14163,-242.2,0.29661,1.1025,-4.8142759999999996,0.97293,0.29648
6160,risky_upgrade,1,1,CCC,B,CCC→B,1,0.43224,0.013953,-0.3445,-0.4363,0.41735,-0.3445,0.0067898,0.009877,0.055869,0.009877,-2695.0,0.65104,3.7908,0.02416,1.0452,0.007388,-126.51,-0.02867,2.3708,-3.4659,0.97584,0.44817
6161,risky_upgrade,1,1,CCC,B,CCC→B,1,0.40488,0.024771,0.37786,-0.04274,0.60107,0.12227,0.0022989,0.067808,-0.074822,0.0,-156.0,0.85053,3.5623,0.44533,0.6857,0.0053558,-67.559,0.011093,2.3297,0.32171,0.51054,0.46168
6163,risky_upgrade,1,1,CCC,B,CCC→B,1,0.20496,0.035282,-0.10408,-0.54548,0.18309,-0.16625,0.04658,0.17978,-0.19116,-0.24086,-438.72,0.12373,2.9054,-0.03719,1.0452,0.16283,-39.506,-0.57914,4.6329,-0.2358,0.95677,0.1873
6164,risky_upgrade,1,1,B,BB,B→BB,1,0.19508,-0.0076035,0.32626,-0.14852,0.20683,0.29324,0.018044,0.010123,0.022977,0.012779,-2159.2,0.31005,4.1625,-0.0149,2.2796,0.016128,-52.265,0.043579,5.0509,0.56304,1.0149,0.27814
6165,risky_upgrade,1,1,BB,BBB,BB→BBB,0,0.07075,-0.088229,0.85707,0.60099,-0.1013,0.56032,0.073373,0.098322,-0.036731,0.0,25279.0,0.058845,4.6239,-0.024381,0.71779,0.030097,107.95,0.0021054,12.581,3.0694,0.99788,3.516
6166,risky_upgrade,1,1,CCC,B,CCC→B,1,0.070749,-0.012585,0.92862,0.22841,-0.051901,0.00010139,0.00076703,0.047458,-0.02803,-0.051158,2252.8,-0.2662,3.994,0.066276,0.83207,0.010423,43.646,0.02814,13.589,1.2909,0.89731,4.7302
6167,risky_upgrade,1,1,B,BB,B→BB,1,0.29627,-0.0518,0.36499,0.036277,0.31828,0.043903,0.02043,0.0048834,-0.083142,0.0,490.0,1.3507,4.1306,-0.040514,0.8986,-0.030815,-45.314,-0.060198,3.2337,0.98718,1.0165,0.50443
6168,risky_upgrade,1,1,CCC,B,CCC→B,1,0.23563,-0.0045036,-0.10481,-0.24213,0.23019,-0.39861,0.016905,0.14803,0.029171,-0.39915,-377.0,0.38737,3.1923,0.0062645,1.0452,0.015878,-63.332,-0.0027563,4.2692,-1.4393,0.99114,0.6197
6169,risky_upgrade,1,1,CCC,B,CCC→B,1,0.28551,0.3816567000000009,0.61273,0.19034,0.75588,0.47014,0.74342,0.4135,-0.5391808,-0.30722,267.24,0.033754,3.1474,-0.6627794,1.0452,1.1189,53.694,0.73852,1.6296,1.2379,0.75563,0.07834487
6170,risky_upgrade,1,1,CCC,B,CCC→B,1,0.8901,0.3816567000000009,-0.34794,-0.44531,2.1916,-0.37806,0.7681938000000001,0.44381,-0.5391808,-1.0082,-280.93,0.093741,2.7999,-0.6627794,1.0452,0.36165,-155.36,-1.0697,0.31748,-1.5951,0.75628,0.51051
6171,risky_upgrade,1,1,CCC,B,CCC→B,1,0.1837,-0.017179,0.50662,0.23143,0.31136,0.43212,-0.024622,-0.050737,-0.40785,0.0,559.13,-0.77018,3.3831,-0.12221,1.0452,-0.093492,35.321,-0.060408,3.7971,1.1482,0.85877,0.49784
6172,risky_upgrade,1,1,CCC,B,CCC→B,1,0.12331,-0.6698,0.96277,0.093289,0.095541,0.9445156000000003,0.22881,0.033789,-0.11462,-0.19547,438.55,-0.011636,3.6722,-0.61919,1.0452,0.9061,31.167,0.035095,4.9605,1.1074,0.79038,2.3455
6173,risky_upgrade,1,1,CCC,B,CCC→B,1,0.16957,-0.082888,0.63452,0.017474,0.20211,0.043504,-0.064003,-0.14263,-0.32702,-0.050847,15.42,-0.13226,2.9457,-0.18303,1.0452,-0.39025,-13.314,-0.22478,4.896,1.0283,1.0593,0.27354
6174,risky_upgrade,1,1,CCC,B,CCC→B,1,0.062044,-0.091594,0.74452,0.45073,0.31039,0.24665,-0.12662,-0.090822,-0.28374,0.0,117.52,-0.12962,2.4162,0.40552,1.0452,-1.459,14.354,-0.12199,11.523,1.5287,0.45459,7.1257
6175,risky_upgrade,1,2,CCC,B,CCC→B,1,1.222,-0.12004,-0.7113339999999999,-1.00064,1.4343,-1.86106,-0.12522,-0.35571,-0.31753,-1.880592,-353.05,-0.51394,2.0685,-0.1236,1.0452,-0.10081,-428.91,0.13141,0.7281,-4.8142759999999996,1.105,0.11514
6177,risky_upgrade,1,1,CCC,B,CCC→B,1,0.17335,-0.026264,0.36227,0.24308,0.055798,0.22351,-0.02284,-0.087816,-0.071232,0.0,132.51,-0.25843,2.7365,-0.019959,1.0452,-0.1377,23.742,-0.2424,5.6208,3.0391,1.0245,0.68769
6178,risky_upgrade,1,1,CCC,B,CCC→B,1,0.056182,-0.0028266,0.27438,0.25748,0.045326,0.22367,0.0014133,0.10403,0.006502,0.0,198.0,-0.775,2.8859,0.00050474,0.81031,0.021505,6.1994,0.042654,17.753,16.231,0.99879,0.24373
6179,risky_upgrade,1,1,CCC,B,CCC→B,1,0.071645,0.0074238,0.4862,0.16752,0.062084,0.46545,0.0066711,0.044239,0.036215,0.0,686.0,0.34772,3.6123,0.088783,1.0452,0.093333,-3.8264,0.073521,13.991,1.3572,0.90969,0.71664
6180,risky_upgrade,1,1,CCC,B,CCC→B,1,0.1582,-0.12751,0.78192,0.78989,0.19373,-0.18989,-0.21261,-0.69427,-0.17123,-0.047425,40.64,-0.085118,1.94594,-0.25617,1.0452,-0.67715,195.57,-0.18195,3.185,1.2053,1.0286,0.74561
6181,risky_upgrade,1,1,B,BB,B→BB,1,0.32198,-0.092608,0.45286,0.27418,0.41918,0.42101,-0.026029,-0.084407,-0.067694,0.0,8449.0,-1.0437,4.4888,-0.052409,1.0452,-0.18217,-62.695,-0.19403,2.7876,1.6576,1.0491,1.1643
6182,risky_upgrade,1,1,CCC,B,CCC→B,1,0.27888,0.18198,0.33652,-0.51284,0.27352,0.21589,0.15456,0.37462,0.19705,-0.4419,-1275.4,0.050137,3.3957,0.081287,1.0452,0.5878,-88.316,0.9611,3.8032,0.38426,0.8377,0.07834487
6183,risky_upgrade,1,1,BBB,A,BBB→A,0,0.35468,-0.081845,0.5711,-0.071604,0.51767,0.29738,0.05296,-0.026771,-0.0093891,0.0,-320.0,0.25,3.6502,-0.0080214,1.0452,-0.06391,-70.799,-0.069196,2.797,0.59294,1.0057,0.35759
6184,risky_upgrade,1,1,BBB,A,BBB→A,0,0.52998,-0.030002,0.45548,-0.0094084,0.7887,-0.011032,-0.028729,-0.081867,0.02218,-0.063371,-340.18,0.43806,4.5582,0.01447,1.7326,-0.15423,-68.774,2.8106089999999995,1.9146,-0.02305,0.98553,0.67539
6185,risky_upgrade,1,2,CCC,B,CCC→B,1,3.241538000000006,-0.032041,-0.7113339999999999,-1.00064,4.20196500000005,-1.86106,0.1797,0.06084,0.028074,-1.880592,-40384.0,0.58463,4.198,0.047314,0.31632000000000005,0.00039697,-2059.6,-0.00049692,0.293002,-3.9582,0.76565,0.12374
6186,risky_upgrade,1,1,BB,BBB,BB→BBB,0,0.47938,0.00028841,0.40484,0.053999,0.34889,0.3441,0.022028,0.058423,0.053075,-0.037199,6595.9,0.40866,5.0869,0.16109,1.1863,0.054774,-25.005,0.077972,2.4866,1.0432,0.97512,1.0164
6187,risky_upgrade,1,1,CCC,B,CCC→B,1,0.14824,-0.083782,0.73268,0.65029,0.46009,-0.38505,-0.1338,-0.22161,-0.082217,-0.16344,1789.6,-0.26831,3.4396,-0.053656,1.0452,-0.90299,-13.202,-0.92921,6.2364,2.2874,1.0719,3.1272
6188,risky_upgrade,1,1,B,BB,B→BB,1,0.068587,-0.012171,0.68298,0.051028,0.15361,0.25765,0.02409,0.013639,0.04031,0.0097236,569.07,0.17762,4.0474,0.008307,1.335,0.044299,1.7598,0.03774,14.702,0.40189,0.99169,1.0829
6190,risky_upgrade,1,1,CCC,B,CCC→B,1,0.84898,-0.06233,0.44692,0.087968,0.84638,-0.14346,-0.017916,-0.027471,-0.022947,-0.15421,745.0,-2.2021499999999996,3.9278,-0.036647,1.0452,-0.04968,-67.44,-0.061466,1.1362,1.2451,1.0352,0.41277
6191,risky_upgrade,1,2,CCC,B,CCC→B,1,2.0623,0.079202,-0.7113339999999999,-1.00064,1.7171,-1.2257,0.16484,-0.30217,0.15525,-0.6388,-40775.49,0.22396,4.8349,0.15385,1.1392,0.043763,-746.17,-0.038709,0.57307,-2.1022,0.84615,0.10264
6192,risky_upgrade,1,2,CCC,B,CCC→B,1,1.1345,-0.027436,-0.7113339999999999,-1.00064,1.3567,-1.86106,-0.11827,-0.35539,0.04053,-0.35539,-22468.0,0.68693,3.977,-0.19613,1.0487,-0.12119,-398.55,0.16549,0.73692,-4.8142759999999996,1.1961,0.07834487
6193,risky_upgrade,1,1,CCC,B,CCC→B,1,0.098979,0.069693,0.31099,0.4641,0.071973,0.30625,0.063485,0.31042,0.36622,0.23578,7027.0,0.040526,4.1802,0.081974,2.1428,0.67239,7.1451,0.76989,11.005,4.1291,0.91803,1.2041
6194,risky_upgrade,1,1,CCC,B,CCC→B,1,0.098999,-0.0081897,0.39692,-0.12054,0.22134,-0.0089078,0.028503,0.044272,0.014347,-0.026642,-1502.0,0.20751,4.0956,0.0047217,1.2716,0.063407,-19.153,0.057064,10.147,0.38031,0.98606,0.17157
6195,risky_upgrade,1,1,B,BB,B→BB,1,3.241538000000006,0.12629,0.24916,-0.44084,3.2231,0.24226,0.27508,0.037117,0.030527,0.0011282,-6338.0,0.45006,4.1577,0.21626,0.86044,0.069052,-1299.2,0.0046569,0.31354,0.26819,0.78374,0.17987
6196,risky_upgrade,1,1,B,BB,B→BB,1,0.27159,-0.0059825,0.26298,-0.13663,0.28351,0.21188,0.017931,0.0028345,0.029717,0.0028345,-1762.3,0.34038,4.1105,0.009347,2.7253499999999997,0.0038672,-42.73,0.013378,3.7168,0.52488,0.99065,0.57308
6198,risky_upgrade,1,0,B,BB,B→BB,1,0.014425480000000001,0.057431,0.9843212,0.8898208000000005,-0.23714,0.17559,0.060036,0.2137,0.19448,0.0,60.69,0.00062459,1.94594,0.067059,1.617,9.399790000000033,130.77,0.14154,57.91630000000018,1.2053,0.94029,26.55150999999995
6199,risky_upgrade,1,1,BBB,A,BBB→A,0,0.16318,0.03864,0.802,0.36869,0.10769,0.13357,0.10503,0.093875,0.087963,0.0,1877.0,0.05318,3.7068,0.070175,1.0452,0.47413,73.962,0.11705,6.3333,1.8509,0.92704,0.96032
6201,risky_upgrade,1,1,B,BB,B→BB,1,0.24914,0.027063,0.25142,0.2285,0.24505,0.2367,0.01484,0.22194,0.11319,0.0,776.0,0.30675,3.531,0.15676,0.86537,0.06088,-50.947,0.08346,4.1025,6.4777,0.85464,0.8963
6202,risky_upgrade,1,1,CCC,B,CCC→B,1,0.29069,0.009693,0.32095,-0.12533,0.29088,0.30306,-0.0090252,0.015724,-0.025792,0.0,-3513.0,1.0263,4.4476,0.16594,1.0958,-0.030541,-50.824,-0.056707,3.384,0.70863,0.8157,0.32484
6203,risky_upgrade,1,1,BBB,A,BBB→A,0,0.043748,0.00014904,0.92,0.41581,-0.090186,0.81467,0.10198,0.8191,0.064048,0.0,2619.6,0.023251,3.7993,0.045159,0.70747,1.4633,92.385,0.075685,23.771,1.7537,0.93963,4.8454
6204,risky_upgrade,1,1,CCC,B,CCC→B,1,0.29806,0.1165,-0.1996,-0.30658,0.24152,-1.86106,0.097599,0.3862,0.47384,-1.880592,-955.0,0.086746,3.4935,0.26164,1.0452,0.34839,-69.797,-1.3757,3.5696,-1.0075,0.75454,0.59402
6205,risky_upgrade,1,1,B,BB,B→BB,1,0.19126,-0.0049562,0.48739,-0.07089,0.22399,0.36362,0.032386,0.03427,0.036878,0.031218,-4204.6,0.23364,4.7731,0.0087612,1.631,0.06969,-32.835,0.085853,5.2747,0.62786,0.99124,0.54348
6206,risky_upgrade,1,0,CCC,B,CCC→B,1,0.082102,0.0109695,0.9843212,0.067221,0.2175,0.9445156000000003,0.068488,0.01274,-0.010648,0.01274,2077.7,-0.0041904,4.4901,0.052943000000000004,1.0452,9.399790000000033,2543.1,0.012755,0.293002,1.072,0.95096,26.55150999999995
6207,risky_upgrade,1,1,CCC,B,CCC→B,1,0.11983,-0.047739,0.35573,-0.12471,0.12779,0.3283,-0.020083,-0.15072,-0.14449,-0.15072,-2590.4,-0.23059,4.3175,-0.039133,1.1919,-0.27809,-25.715,-0.4591,8.031,0.56339,1.0391,0.41222
6208,risky_upgrade,1,1,B,BB,B→BB,1,0.15182,0.0055585,0.3659,-0.18335,0.21606,0.022438,0.035115,0.067064,0.11878,-0.037336,-3669.0,0.15448,4.3013,0.033535,1.1935,0.095577,-34.598,0.22634,6.7276,0.33848,0.97348,0.2947
6209,risky_upgrade,1,1,BB,BBB,BB→BBB,0,0.34009,0.052706,0.23749,0.10046,0.30558,0.23325,0.073484,0.14406,0.1432,0.11677,18503.0,0.13862,5.2652,0.099148,1.5873,0.20656,-16.034,0.50065,3.264,1.154,0.90085,0.87262
6210,risky_upgrade,1,1,CCC,B,CCC→B,1,0.11137,-0.0071873,0.51817,-0.16062,0.10106,0.44666,0.020096,0.012843,0.036725,0.012843,-3287.2,0.16042,4.311,0.014247,0.96468,0.030465,-24.801,0.028752,9.1087,0.60436,0.98575,0.43181
6211,risky_upgrade,1,1,BB,BBB,BB→BBB,0,0.31489,-0.026482,0.39137,-0.2846,0.31327,0.38746,0.04257,0.0098258,0.018633,0.015092,-28417.0,0.21795,4.9993,0.0059714,1.265,0.017746,-85.571,0.03895,3.1948,0.53011,0.99403,0.27375
6212,risky_upgrade,1,1,BB,BBB,BB→BBB,0,0.1749,-0.024782,0.52464,0.42401,0.17274,0.52464,0.017902,0.0017845,-0.020174,-0.0025542,4032.3,0.59787,3.9782,-0.0071218,0.64299,0.0037906,0.95483,-0.0048685,5.6773,4.9857,1.0071,1.0176
9743,risky_upgrade,1,1,BB,BBB,BB→BBB,0,0.37515,-0.016466,0.24508,0.12485,0.35339,-0.05254,-0.0079776,-0.032659,0.034524,-0.01496,125.85,2.7993,3.0035,0.016529,1.3927,-0.049913,-101.87,-0.15334,2.7104,1.9932,1.0035,0.9796
9744,risky_upgrade,1,1,CCC,B,CCC→B,1,0.56801,-0.023633,-0.017389,-0.088616,0.55655,-0.11551,0.00015196,-0.11333,-0.01227,0.0,-555.0,-2.2021499999999996,3.7968,-0.0068339,0.6422,-0.018319,-109.04,0.94386,1.7486,-0.26983,1.0093,0.47563
9745,risky_upgrade,1,1,BB,BBB,BB→BBB,0,0.31769,0.11656,0.39973,0.076411,0.3585,0.091028,0.094058,0.26534,0.22681,-0.059397,333.0,0.10252,3.6393,0.11471,1.2183,0.3298,-68.1,0.50951,3.5063,0.80958,0.92842,0.44937
9746,risky_upgrade,1,1,CCC,B,CCC→B,1,1.4754,-0.051069,0.17117,0.16731,1.4359,0.139,-0.026128,-0.021236,-0.019949,0.0,260.0,-2.0444,3.1915,-0.036817,1.0452,-0.025621,-430.08,-0.12406,0.65373,44.333,1.038,1.0637
9747,risky_upgrade,1,1,CCC,B,CCC→B,1,0.93188,0.043345,0.17352,0.1735,1.0268,0.026901,0.042624,0.054307,0.041596,-0.024731,1163.0,0.79979,3.8263,0.044826,1.3106,0.047886,-79.067,1.074,1.1235,1.2053,0.9566,0.46083
9748,risky_upgrade,1,1,CCC,B,CCC→B,1,0.069209,-0.45979,0.92057,0.73923,-0.6269029,0.72908,-0.28848,1.3027,-0.31201,0.0,193.02,-0.010697,2.4168,-0.37331,0.31632000000000005,-2.09503,239.58,-0.33615,10.521,5.0765,1.3674,8.1379
9749,risky_upgrade,1,1,B,BB,B→BB,1,0.22393,0.076168,0.30218,0.25563,0.287,0.27573,0.02926,0.031601,0.22013,0.0,3517.2,0.089029,4.1386,0.094343,1.615,0.055939,-14.111,0.062526,4.9252,1.1166,0.98865,0.82841
9750,risky_upgrade,1,1,CCC,B,CCC→B,1,0.43904,-0.050729,0.60605,-0.29934,1.0875,0.0051317,-0.12446,-0.036875,-0.049283,0.0,-18841.0,-0.71715,4.7989,0.14704,1.0086,-0.267,-124.41,-2.0479,2.1452,0.071834,0.85209,0.10209
9751,risky_upgrade,1,2,CCC,B,CCC→B,1,3.2356,-0.8681929,-0.7113339999999999,-1.00064,4.20196500000005,-1.86106,-0.5750552000000001,-1.034518,-0.2295,-1.880592,-9350.0,-0.27731,3.8556,0.25382,0.31632000000000005,-0.2595,-875.13,0.26751,0.293002,-3.0709,1.1342,0.07834487
9752,risky_upgrade,1,1,CCC,B,CCC→B,1,0.50734,-0.8681929,0.83893,0.018056,0.99953,0.1097,-0.5750552000000001,-0.18291,-0.1253,0.23354,56.95,-0.036929,3.4989,0.9801,0.31632000000000005,-0.93603,-26.572,-0.17971,0.96325,1.0216,0.2331,0.29479
9753,risky_upgrade,1,1,B,BB,B→BB,1,0.51393,0.00064443,0.46437,0.14143,0.68786,0.11917,0.00066772,0.003397,0.024969,-0.0098736,19610.0,1.2289,5.1419,0.026887,0.9144,-0.017434,-52.404,-0.024888,1.9995,0.85024,0.98144,0.64725
9754,risky_upgrade,1,1,BB,BBB,BB→BBB,0,0.33055,-0.010645,0.4475,0.15414,0.53256,0.13654,0.050803,0.016484,0.044386,-0.0045981,1.299,0.25444,4.9413,0.027868,1.0452,0.031973,-26.641,0.073372,3.0892,0.44141,0.98978,1.0535
9755,risky_upgrade,1,1,CCC,B,CCC→B,1,0.084616,0.079473,0.88201,0.075997,0.038047,0.83935,0.066564,0.057502,-0.067754,0.0,111.64,0.040809,3.167,0.14151,0.94755,0.74418,13.544,0.087069,11.18,1.0818,0.75984,0.86952
9756,risky_upgrade,1,1,BB,BBB,BB→BBB,0,0.19204,-0.0099078,0.54695,0.24683,0.19165,0.44888,0.013014,0.43972,-0.0035801,0.32373,857.0,0.25546,3.5406,-0.0015988,0.64991,-0.02367,-33.223,-0.028942,5.1988,1.8086,0.98657,1.0317
9757,risky_upgrade,1,1,B,BB,B→BB,1,0.34587,0.040523,0.22405,0.14337,0.34649,-0.033341,0.053877,0.13383,0.092827,-0.12295,645.0,0.19289,3.6531,0.041431,1.2664,0.13322,-90.645,0.34631,3.0162,1.9474,0.95038,0.9193
9758,risky_upgrade,1,1,CCC,B,CCC→B,1,0.44275,-0.10404,0.25489,-0.47048,0.49247,-0.2946,-0.067795,-0.194,-0.098771,-0.24711,-2239.0,-0.36053,3.6775,-0.062851,0.91262,-0.20599,-138.76,-0.68579,2.125,0.30391,1.0699,0.23903
9760,risky_upgrade,1,1,B,BB,B→BB,1,0.35085,0.025026,0.61846,0.16932,0.45672,0.23964,0.07825,0.18262,0.054973,0.0,1.4954,0.17623,4.343,0.20749,0.94009,0.1413,-84.442,0.080735,2.9717,1.0961,0.80316,0.3745
9761,risky_upgrade,1,2,CCC,B,CCC→B,1,2.7719,-0.39796,0.82549,-0.10771,4.20196500000005,0.29818,-0.17283,0.012636,-0.025545,0.29545,-37817.0,-2.2021499999999996,5.5454,0.4842,2.7253499999999997,-0.23388,-1071.4,0.0,0.68088,0.38376,0.64632,0.31181
9763,risky_upgrade,1,2,CCC,B,CCC→B,1,0.94561,-0.45395,-0.7113339999999999,-1.00064,1.6711,-1.86106,-0.41711,-1.034518,-0.5391808,-1.2895,-964.0,-0.13811,2.6522,-0.57237,0.81197,-0.29735,-311.41,0.36817,0.67257,-2.9081,1.3743,0.07834487
9764,risky_upgrade,1,1,CCC,B,CCC→B,1,0.15736,0.0051975,0.34723,0.33923,0.1426,0.34279,0.0010818,0.14672,0.023833,0.0,3815.0,0.98518,4.051,0.0057602,0.84521,0.0064638,24.855,0.008315,6.3918,25.607,0.99191,0.18189
9765,risky_upgrade,1,2,CCC,B,CCC→B,1,0.55078,-0.30309,0.089439,-0.39239,1.0339,-0.80089,-0.34429,-0.4957,-0.37934,-0.56073,-3909.0,-0.11375,3.9983,-0.038706,0.47926,-0.43695,-175.2,-2.9482139999999997,1.2691,0.0034127,0.94552,0.36805
9766,risky_upgrade,1,1,CCC,B,CCC→B,1,0.40272,-0.13372,0.22931,0.043068,0.48606,-0.67062,-0.090647,-0.51588,-0.20656,-0.48768,1005.0,-0.19897,4.368,-0.1315,0.84466,-0.25546,-89.644,-0.79742,2.1945,0.95095,1.0888,0.67814
9767,risky_upgrade,1,1,B,BB,B→BB,1,0.88846,0.058356,0.40996,0.00090707,0.78952,0.27847,0.10145,0.1218,0.056824,0.003831,109.49,0.46416,5.0817,0.31359,1.1101,0.16226,-134.93,0.23934,1.5995,0.63706,0.72957,0.6121
9768,risky_upgrade,1,1,CCC,B,CCC→B,1,0.56758,0.03191,0.63958,0.34135,0.59836,0.034945,0.012845,0.014022,-0.043669,0.0,4894.0,0.65139,4.1565,0.37221,0.71685,0.020751,-0.66863,0.0083724,1.6155,2.1275,0.5724,0.99669
9769,risky_upgrade,1,1,B,BB,B→BB,1,0.10147,0.0059621,0.66427,0.70421,0.12676,0.44405,0.01154,0.021105,0.0097878,0.0,368.37,0.32597,2.7186,0.0037136,1.0452,0.079151,19.343,0.025153,9.8846,22.786,0.99204,1.5543
9770,risky_upgrade,1,2,CCC,B,CCC→B,1,0.78694,-0.57788,-0.072094,-0.75934,1.1696,-0.58287,-0.48782,-0.49926,-0.44415,-0.083609,-4616.0,-0.085593,3.7838,-0.48746,1.0452,-0.46793,-255.0,2.8106089999999995,0.8543,-0.10412,1.5174,0.17717
9771,risky_upgrade,1,1,CCC,B,CCC→B,1,0.56668,-0.19848,0.25837,-0.15462,1.2039,-0.053102,0.075133,-0.10013,-0.08999,0.0,-969.0,0.32372,3.7971,-0.1147,1.017,-0.13641,-125.51,-1.2417,1.5831,0.082395,1.0344,0.21797
9772,risky_upgrade,1,1,B,BB,B→BB,1,0.75706,0.085426,0.13239,0.084287,0.62455,0.084018,0.08872,0.11061,0.16534,-0.0013922,1252.0,0.27179,4.1718,0.19774,1.0452,0.12814,-148.09,0.64859,1.4443,2.5087,0.84253,0.74497
9773,risky_upgrade,1,1,CCC,B,CCC→B,1,0.36264,0.02893,0.46432,-0.086933,0.57015,-0.71989,0.0016714,0.0039212,0.059835,-0.72198,-8989.0,0.66124,5.0145,0.12596,1.0955,0.0047338,-89.95,0.0074188,2.8322,0.43697,0.89238,0.50285
9774,risky_upgrade,1,1,CCC,B,CCC→B,1,0.37284,0.023653,0.40178,0.062828,0.6978,0.2629,-0.010078,0.087242,-0.038938,0.0,2451.0,0.98423,4.5912,0.13879,1.3466,-0.02579,-72.859,-0.023537,2.5591,0.58164,0.80842,0.71085
9775,risky_upgrade,1,1,CCC,B,CCC→B,1,0.33275,0.015211,0.7343,0.31975,0.63747,0.4031,-0.026713,-0.039353,0.0086799,0.0,1899.0,1.463,3.7737,0.42266,0.60405,-0.080477,-54.932,-0.037419,3.0126,1.1745,0.57954,1.8801
9777,risky_upgrade,1,1,BB,BBB,BB→BBB,0,0.28813,0.030514,0.46016,0.053489,0.2604,0.3586,0.0010947,1.0604,0.068976,0.0021346,625.85,0.2891,4.0682,0.15821,0.71358,0.0044945,-56.826,0.0033094,4.1057,1.0167,0.875,0.46631
9779,risky_upgrade,1,1,CCC,B,CCC→B,1,0.28378,0.0030885,0.14529,0.16939,0.39523,0.098991,0.0028565,0.0061574,0.048824,0.0,182.94,4.2828,3.0334,0.33505,1.0452,0.010078,-11.98,-0.045313,3.5281,0.64034,0.67409,0.40014
9780,risky_upgrade,1,1,CCC,B,CCC→B,1,0.19998,0.018383,0.41521,0.0028648,0.28489,0.0099534,0.0060281,0.061363,0.031376,-0.051478,293.0,0.53628,5.0098,0.20941,0.8472,0.030078,-33.388,0.047549,4.9896,0.41742,0.78574,0.52313
9783,risky_upgrade,1,1,BBB,A,BBB→A,0,0.12306,-0.08593,0.74661,0.42244,0.050309,0.16944,0.13689,0.022729,-0.016935,0.0,5490.0,0.079285,4.1138,-0.020922,1.0452,0.22361,183.51,0.025879,7.9599,1.5686,0.96894,2.4936
9784,risky_upgrade,1,1,B,BB,B→BB,1,0.074729,-0.028365,0.80277,0.29513,0.098761,0.57747,-0.021792,0.38711,-0.066024,0.0,746.68,-0.18075,3.4031,0.070494,0.67299,-0.28355,32.265,-0.092476,13.012,1.1924,0.92453,1.0124
9785,risky_upgrade,1,1,B,BB,B→BB,1,0.27596,0.0044703,0.2997,0.13122,0.38252,0.023089,0.035543,0.026588,0.073043,0.0,593.0,0.23583,3.655,0.029085,1.0452,0.039523,-95.656,0.55812,3.7322,0.17429,0.97061,1.1421
9786,risky_upgrade,1,1,BB,BBB,BB→BBB,0,0.11878,0.041869,0.6479,0.395,0.072269,0.61328,0.053975,0.28005,0.15601,0.0,581.83,0.06729,3.1682,0.049989,0.79314,0.41618,12.943,0.19237,8.8622,2.5678,0.95097,1.1789
9787,risky_upgrade,1,1,CCC,B,CCC→B,1,0.15955,-0.092036,0.51574,0.2352,0.17154,0.28392,-0.072442,-0.21811,-0.22624,0.0,121.75,-0.086746,2.714,-0.080468,0.84781,-0.49501,-52.845,-0.46477,5.8007,1.8384,1.0787,1.4009
9788,risky_upgrade,1,1,BB,BBB,BB→BBB,0,0.30915,-0.25148,0.24803,-0.17449,0.55005,0.21804,0.11965,-0.10046,-0.20251,0.0,-349.16,0.13605,3.3012,-0.14803,1.0452,-0.20703,-102.16,-0.40506,2.8176,0.3599,1.0535,0.40405
9790,risky_upgrade,1,1,B,BB,B→BB,1,0.22947,-0.17539,0.63492,-0.0073993,0.3754,0.49504,-0.044288,-0.085365,-0.12736,0.0,-34.0,-0.37363,3.6623,-0.13125,0.89786,-0.44211,-54.361,-0.17798,3.8522,0.828,1.1018,0.63017
9791,risky_upgrade,1,2,CCC,B,CCC→B,1,1.7299,-0.13811,-0.7113339999999999,-1.00064,3.0797,-1.86106,-0.21271,-0.73501,-0.10576,-1.880592,-1791.6,-0.75865,3.1052,-0.1178,0.31632000000000005,-0.11029,-493.66,0.10631,0.51715,-2.7052,1.1109,0.07834487
9792,risky_upgrade,1,1,B,BB,B→BB,1,0.074919,0.037042,0.47819,0.45473,0.019405,0.41029,0.040495,0.32377,0.27396,0.028502,1105.0,0.065892,3.3856,0.038459,1.645,0.55304,8.2261,0.48882,13.657,20.458,0.9599,1.3014
9793,risky_upgrade,1,1,CCC,B,CCC→B,1,0.45909,-0.14546,0.38053,-0.25894,0.5729,0.20057,0.0024965,-0.096476,-0.04539,-0.33394,-12682.0,-0.32454,4.69,-0.036288,0.87274,-0.085365,-138.01,-0.21288,2.102,0.41916,1.0163,0.43544
9795,risky_upgrade,1,1,CCC,B,CCC→B,1,0.22074,-0.044781,0.68119,0.60745,0.23079,0.41809,-0.098931,-0.13659,-0.061242,0.0,166.24,-0.17187,2.4372,0.18193,1.0452,-0.42896,61.52,-0.20051,4.336,9.1878,0.79281,1.134
