,group,is_risky,default,from_grade,to_grade,transition,year_horizon,l1_count,l2_count,total_warnings,any_warning
3999,safe_upgrade,0,0,BB,BBB,BB→BBB,2,26,1,27,1
4000,safe_upgrade,0,0,BBB,A,BBB→A,2,11,6,17,1
4001,safe_upgrade,0,0,A,AA,A→AA,2,3,0,3,1
4002,safe_upgrade,0,0,CCC,B,CCC→B,2,30,1,31,1
4003,safe_upgrade,0,0,B,BB,B→BB,2,5,0,5,1
4004,safe_upgrade,0,0,CCC,B,CCC→B,2,39,10,49,1
4006,safe_upgrade,0,0,CCC,B,CCC→B,2,36,9,45,1
4007,safe_upgrade,0,0,CCC,B,CCC→B,2,42,15,57,1
4009,safe_upgrade,0,0,B,BB,B→BB,2,13,0,13,1
4011,safe_upgrade,0,0,BBB,A,BBB→A,2,9,3,12,1
4012,safe_upgrade,0,0,BBB,A,BBB→A,2,2,0,2,1
4013,safe_upgrade,0,0,B,BB,B→BB,2,7,0,7,1
4015,safe_upgrade,0,0,B,BB,B→BB,2,4,0,4,1
4016,safe_upgrade,0,0,B,BB,B→BB,2,26,3,29,1
4017,safe_upgrade,0,0,A,AA,A→AA,2,2,0,2,1
4018,safe_upgrade,0,0,BB,BBB,BB→BBB,2,1,0,1,1
4019,safe_upgrade,0,0,BBB,A,BBB→A,2,1,0,1,1
4020,safe_upgrade,0,0,BB,BBB,BB→BBB,2,10,3,13,1
4021,safe_upgrade,0,0,CCC,B,CCC→B,2,38,16,54,1
4022,safe_upgrade,0,0,CCC,B,CCC→B,2,32,7,39,1
4024,safe_upgrade,0,0,CCC,B,CCC→B,2,29,1,30,1
4025,safe_upgrade,0,0,CCC,B,CCC→B,2,10,0,10,1
4026,safe_upgrade,0,0,BB,BBB,BB→BBB,2,8,1,9,1
4027,safe_upgrade,0,0,BBB,A,BBB→A,2,2,0,2,1
4028,safe_upgrade,0,0,BB,BBB,BB→BBB,2,1,0,1,1
4029,safe_upgrade,0,0,CCC,B,CCC→B,2,20,2,22,1
4030,safe_upgrade,0,0,BBB,A,BBB→A,2,2,0,2,1
4032,safe_upgrade,0,0,A,AA,A→AA,2,13,2,15,1
4033,safe_upgrade,0,0,A,AA,A→AA,2,13,6,19,1
4034,safe_upgrade,0,0,BBB,A,BBB→A,2,28,15,43,1
4035,safe_upgrade,0,0,CCC,B,CCC→B,2,20,1,21,1
4036,safe_upgrade,0,0,BB,BBB,BB→BBB,2,6,0,6,1
4037,safe_upgrade,0,0,CCC,B,CCC→B,2,5,0,5,1
4039,safe_upgrade,0,0,BBB,A,BBB→A,2,0,0,0,0
4040,safe_upgrade,0,0,A,AA,A→AA,2,0,0,0,0
4041,safe_upgrade,0,0,CCC,B,CCC→B,2,28,1,29,1
4042,safe_upgrade,0,0,CCC,B,CCC→B,2,14,7,21,1
4043,safe_upgrade,0,0,CCC,B,CCC→B,2,22,16,38,1
4044,safe_upgrade,0,0,A,AA,A→AA,2,4,0,4,1
4045,safe_upgrade,0,0,CCC,B,CCC→B,2,27,6,33,1
4046,safe_upgrade,0,0,BBB,A,BBB→A,2,8,0,8,1
4047,safe_upgrade,0,0,B,BB,B→BB,2,9,3,12,1
4048,safe_upgrade,0,0,BB,BBB,BB→BBB,2,0,0,0,0
4050,safe_upgrade,0,0,B,BB,B→BB,2,27,7,34,1
4052,safe_upgrade,0,0,CCC,B,CCC→B,2,32,15,47,1
4053,safe_upgrade,0,0,BB,BBB,BB→BBB,2,6,2,8,1
4054,safe_upgrade,0,0,CCC,B,CCC→B,2,36,8,44,1
4055,safe_upgrade,0,0,CCC,B,CCC→B,2,29,7,36,1
4056,safe_upgrade,0,0,BBB,A,BBB→A,2,0,0,0,0
4057,safe_upgrade,0,0,B,BB,B→BB,2,8,2,10,1
4058,safe_upgrade,0,0,BB,BBB,BB→BBB,2,2,0,2,1
4061,safe_upgrade,0,0,A,AA,A→AA,2,0,0,0,0
4062,safe_upgrade,0,0,B,BB,B→BB,2,12,2,14,1
4063,safe_upgrade,0,0,B,BB,B→BB,2,4,0,4,1
4064,safe_upgrade,0,0,B,BB,B→BB,2,5,1,6,1
4065,safe_upgrade,0,0,CCC,B,CCC→B,2,7,0,7,1
4067,safe_upgrade,0,0,BB,BBB,BB→BBB,2,0,0,0,0
4068,safe_upgrade,0,0,B,BB,B→BB,2,0,0,0,0
4070,safe_upgrade,0,0,BB,BBB,BB→BBB,2,2,0,2,1
4071,safe_upgrade,0,0,CCC,B,CCC→B,2,36,6,42,1
4072,safe_upgrade,0,0,BB,BBB,BB→BBB,2,1,0,1,1
4074,safe_upgrade,0,0,BB,BBB,BB→BBB,2,1,0,1,1
4075,safe_upgrade,0,0,B,BB,B→BB,2,1,0,1,1
4076,safe_upgrade,0,0,BB,BBB,BB→BBB,2,1,0,1,1
4077,safe_upgrade,0,0,CCC,B,CCC→B,2,34,1,35,1
4078,safe_upgrade,0,0,CCC,B,CCC→B,2,36,12,48,1
4080,safe_upgrade,0,0,A,AA,A→AA,2,6,0,6,1
4081,safe_upgrade,0,0,B,BB,B→BB,2,4,0,4,1
4082,safe_upgrade,0,0,BBB,A,BBB→A,2,1,0,1,1
4084,safe_upgrade,0,0,BBB,A,BBB→A,2,1,0,1,1
4085,safe_upgrade,0,0,BBB,A,BBB→A,2,4,0,4,1
4088,safe_upgrade,0,0,B,BB,B→BB,2,22,1,23,1
4089,safe_upgrade,0,0,B,BB,B→BB,2,15,1,16,1
4090,safe_upgrade,0,0,B,BB,B→BB,2,11,5,16,1
4091,safe_upgrade,0,0,B,BB,B→BB,2,5,0,5,1
4092,safe_upgrade,0,0,CCC,B,CCC→B,2,41,15,56,1
4093,safe_upgrade,0,0,B,BB,B→BB,2,1,0,1,1
4094,safe_upgrade,0,0,B,BB,B→BB,2,16,10,26,1
4095,safe_upgrade,0,0,BB,BBB,BB→BBB,2,7,0,7,1
4096,safe_upgrade,0,0,CCC,B,CCC→B,2,32,15,47,1
4097,safe_upgrade,0,0,CCC,B,CCC→B,2,3,0,3,1
4099,safe_upgrade,0,0,BB,BBB,BB→BBB,2,11,5,16,1
4100,safe_upgrade,0,0,BBB,A,BBB→A,2,4,0,4,1
4101,safe_upgrade,0,0,BB,BBB,BB→BBB,2,2,0,2,1
4103,safe_upgrade,0,0,B,BB,B→BB,2,22,1,23,1
4105,safe_upgrade,0,0,A,AA,A→AA,2,0,0,0,0
4106,safe_upgrade,0,0,CCC,B,CCC→B,2,17,2,19,1
4109,safe_upgrade,0,0,CCC,B,CCC→B,2,37,3,40,1
4110,safe_upgrade,0,0,CCC,B,CCC→B,2,4,0,4,1
4111,safe_upgrade,0,0,BB,BBB,BB→BBB,2,25,1,26,1
4112,safe_upgrade,0,0,CCC,B,CCC→B,2,30,1,31,1
4113,safe_upgrade,0,0,B,BB,B→BB,2,24,1,25,1
4114,safe_upgrade,0,0,CCC,B,CCC→B,2,0,0,0,0
4115,safe_upgrade,0,0,B,BB,B→BB,2,15,6,21,1
4116,safe_upgrade,0,0,B,BB,B→BB,2,4,0,4,1
4117,safe_upgrade,0,0,B,BB,B→BB,2,2,0,2,1
4119,safe_upgrade,0,0,CCC,B,CCC→B,2,31,1,32,1
4121,safe_upgrade,0,0,CCC,B,CCC→B,2,30,1,31,1
4122,safe_upgrade,0,0,B,BB,B→BB,2,2,0,2,1
4123,safe_upgrade,0,0,CCC,B,CCC→B,2,32,16,48,1
4124,safe_upgrade,0,0,BB,BBB,BB→BBB,2,1,0,1,1
4125,safe_upgrade,0,0,BB,BBB,BB→BBB,2,15,6,21,1
4126,safe_upgrade,0,0,B,BB,B→BB,2,10,0,10,1
4127,safe_upgrade,0,0,BB,BBB,BB→BBB,2,0,0,0,0
4128,safe_upgrade,0,0,CCC,B,CCC→B,2,40,12,52,1
4129,safe_upgrade,0,0,CCC,B,CCC→B,2,31,4,35,1
4131,safe_upgrade,0,0,CCC,B,CCC→B,2,35,8,43,1
4133,safe_upgrade,0,0,B,BB,B→BB,2,30,3,33,1
4134,safe_upgrade,0,0,CCC,B,CCC→B,2,39,16,55,1
4135,safe_upgrade,0,0,CCC,B,CCC→B,2,31,6,37,1
4137,safe_upgrade,0,0,BB,BBB,BB→BBB,2,1,0,1,1
4138,safe_upgrade,0,0,CCC,B,CCC→B,2,12,3,15,1
4140,safe_upgrade,0,0,BBB,A,BBB→A,2,41,15,56,1
4141,safe_upgrade,0,0,CCC,B,CCC→B,2,40,10,50,1
4142,safe_upgrade,0,0,BB,BBB,BB→BBB,2,11,6,17,1
4143,safe_upgrade,0,0,BB,BBB,BB→BBB,2,7,0,7,1
4144,safe_upgrade,0,0,B,BB,B→BB,2,1,0,1,1
4145,safe_upgrade,0,0,B,BB,B→BB,2,27,1,28,1
4146,safe_upgrade,0,0,CCC,B,CCC→B,2,14,8,22,1
4147,safe_upgrade,0,0,CCC,B,CCC→B,2,37,11,48,1
4148,safe_upgrade,0,0,BB,BBB,BB→BBB,2,5,0,5,1
4149,safe_upgrade,0,0,BBB,A,BBB→A,2,41,16,57,1
4151,safe_upgrade,0,0,A,AA,A→AA,2,0,0,0,0
4153,safe_upgrade,0,0,B,BB,B→BB,2,9,2,11,1
4154,safe_upgrade,0,0,B,BB,B→BB,2,6,0,6,1
4155,safe_upgrade,0,0,B,BB,B→BB,2,5,0,5,1
4157,safe_upgrade,0,0,BB,BBB,BB→BBB,2,7,0,7,1
4158,safe_upgrade,0,0,A,AA,A→AA,2,0,0,0,0
4159,safe_upgrade,0,0,BB,BBB,BB→BBB,2,7,0,7,1
4160,safe_upgrade,0,0,B,BB,B→BB,2,7,0,7,1
4162,safe_upgrade,0,0,CCC,B,CCC→B,2,39,10,49,1
4163,safe_upgrade,0,0,CCC,B,CCC→B,2,6,0,6,1
4165,safe_upgrade,0,0,BBB,A,BBB→A,2,0,0,0,0
4166,safe_upgrade,0,0,B,BB,B→BB,2,3,0,3,1
4167,safe_upgrade,0,0,B,BB,B→BB,2,3,0,3,1
4168,safe_upgrade,0,0,A,AA,A→AA,2,17,1,18,1
4169,safe_upgrade,0,0,BB,BBB,BB→BBB,2,13,5,18,1
4170,safe_upgrade,0,0,BB,BBB,BB→BBB,2,19,1,20,1
4173,safe_upgrade,0,0,CCC,B,CCC→B,2,22,4,26,1
4174,safe_upgrade,0,0,CCC,B,CCC→B,2,14,0,14,1
4176,safe_upgrade,0,0,BB,BBB,BB→BBB,2,20,1,21,1
4177,safe_upgrade,0,0,B,BB,B→BB,2,5,0,5,1
4178,safe_upgrade,0,0,B,BB,B→BB,2,2,0,2,1
4179,safe_upgrade,0,0,B,BB,B→BB,2,15,6,21,1
4180,safe_upgrade,0,0,A,AA,A→AA,2,2,0,2,1
4181,safe_upgrade,0,0,BB,BBB,BB→BBB,2,8,0,8,1
4182,safe_upgrade,0,0,BB,BBB,BB→BBB,2,2,0,2,1
4183,safe_upgrade,0,0,CCC,B,CCC→B,2,27,7,34,1
4184,safe_upgrade,0,0,B,BB,B→BB,2,4,0,4,1
4185,safe_upgrade,0,0,BB,BBB,BB→BBB,2,12,6,18,1
4186,safe_upgrade,0,0,A,AA,A→AA,2,3,0,3,1
4187,safe_upgrade,0,0,A,AA,A→AA,2,0,0,0,0
4188,safe_upgrade,0,0,B,BB,B→BB,2,13,6,19,1
4189,safe_upgrade,0,0,A,AA,A→AA,2,0,0,0,0
4190,safe_upgrade,0,0,B,BB,B→BB,2,10,3,13,1
4191,safe_upgrade,0,0,CCC,B,CCC→B,2,31,7,38,1
4192,safe_upgrade,0,0,BBB,A,BBB→A,2,5,0,5,1
4193,safe_upgrade,0,0,CCC,B,CCC→B,2,39,11,50,1
4195,safe_upgrade,0,0,CCC,B,CCC→B,2,18,13,31,1
4196,safe_upgrade,0,0,CCC,B,CCC→B,2,17,11,28,1
4198,safe_upgrade,0,0,B,BB,B→BB,2,26,1,27,1
4199,safe_upgrade,0,0,BB,BBB,BB→BBB,2,1,0,1,1
4203,safe_upgrade,0,0,CCC,B,CCC→B,2,33,15,48,1
4204,safe_upgrade,0,0,CCC,B,CCC→B,2,2,0,2,1
4205,safe_upgrade,0,0,A,AA,A→AA,2,5,0,5,1
4207,safe_upgrade,0,0,B,BB,B→BB,2,17,1,18,1
4208,safe_upgrade,0,0,CCC,B,CCC→B,2,38,4,42,1
4209,safe_upgrade,0,0,BB,BBB,BB→BBB,2,2,0,2,1
4210,safe_upgrade,0,0,B,BB,B→BB,2,24,6,30,1
4211,safe_upgrade,0,0,BBB,A,BBB→A,2,28,1,29,1
4212,safe_upgrade,0,0,A,AA,A→AA,2,11,7,18,1
4213,safe_upgrade,0,0,CCC,B,CCC→B,2,41,11,52,1
4214,safe_upgrade,0,0,B,BB,B→BB,2,11,1,12,1
4215,safe_upgrade,0,0,CCC,B,CCC→B,2,28,12,40,1
4216,safe_upgrade,0,0,B,BB,B→BB,2,3,0,3,1
4217,safe_upgrade,0,0,CCC,B,CCC→B,2,33,5,38,1
4218,safe_upgrade,0,0,CCC,B,CCC→B,2,27,1,28,1
4219,safe_upgrade,0,0,BB,BBB,BB→BBB,2,11,6,17,1
4220,safe_upgrade,0,0,BB,BBB,BB→BBB,2,22,4,26,1
4222,safe_upgrade,0,0,CCC,B,CCC→B,2,3,0,3,1
4223,safe_upgrade,0,0,BB,BBB,BB→BBB,2,5,0,5,1
4224,safe_upgrade,0,0,CCC,B,CCC→B,2,21,1,22,1
4225,safe_upgrade,0,0,CCC,B,CCC→B,2,42,15,57,1
4227,safe_upgrade,0,0,CCC,B,CCC→B,2,32,9,41,1
4228,safe_upgrade,0,0,BB,BBB,BB→BBB,2,29,1,30,1
4229,safe_upgrade,0,0,BB,BBB,BB→BBB,2,3,0,3,1
4230,safe_upgrade,0,0,B,BB,B→BB,2,3,0,3,1
4232,safe_upgrade,0,0,BB,BBB,BB→BBB,2,10,0,10,1
4233,safe_upgrade,0,0,B,BB,B→BB,2,9,0,9,1
4234,safe_upgrade,0,0,B,BB,B→BB,2,2,0,2,1
4235,safe_upgrade,0,0,B,BB,B→BB,2,1,0,1,1
4236,safe_upgrade,0,0,B,BB,B→BB,2,3,0,3,1
4237,safe_upgrade,0,0,BB,BBB,BB→BBB,2,1,0,1,1
4239,safe_upgrade,0,0,CCC,B,CCC→B,2,27,1,28,1
4241,safe_upgrade,0,0,CCC,B,CCC→B,2,38,13,51,1
4242,safe_upgrade,0,0,B,BB,B→BB,2,16,6,22,1
4244,safe_upgrade,0,0,BB,BBB,BB→BBB,2,6,0,6,1
4245,safe_upgrade,0,0,B,BB,B→BB,2,4,0,4,1
4246,safe_upgrade,0,0,BB,BBB,BB→BBB,2,3,0,3,1
4247,safe_upgrade,0,0,CCC,B,CCC→B,2,42,15,57,1
4248,safe_upgrade,0,0,B,BB,B→BB,2,21,1,22,1
4249,safe_upgrade,0,0,CCC,B,CCC→B,2,14,4,18,1
4250,safe_upgrade,0,0,B,BB,B→BB,2,2,0,2,1
4251,safe_upgrade,0,0,CCC,B,CCC→B,2,29,2,31,1
4252,safe_upgrade,0,0,A,AA,A→AA,2,3,0,3,1
4253,safe_upgrade,0,0,BB,BBB,BB→BBB,2,8,0,8,1
4254,safe_upgrade,0,0,B,BB,B→BB,2,34,0,34,1
4256,safe_upgrade,0,0,CCC,B,CCC→B,2,27,5,32,1
4257,safe_upgrade,0,0,BB,BBB,BB→BBB,2,4,0,4,1
4258,safe_upgrade,0,0,CCC,B,CCC→B,2,6,0,6,1
4260,safe_upgrade,0,0,B,BB,B→BB,2,26,1,27,1
4261,safe_upgrade,0,0,BB,BBB,BB→BBB,2,25,1,26,1
4262,safe_upgrade,0,0,B,BB,B→BB,2,6,0,6,1
4263,safe_upgrade,0,0,BBB,A,BBB→A,2,25,1,26,1
4264,safe_upgrade,0,0,CCC,B,CCC→B,2,24,1,25,1
4265,safe_upgrade,0,0,CCC,B,CCC→B,2,2,0,2,1
4266,safe_upgrade,0,0,CCC,B,CCC→B,2,5,0,5,1
4267,safe_upgrade,0,0,B,BB,B→BB,2,16,1,17,1
4269,safe_upgrade,0,0,CCC,B,CCC→B,2,30,3,33,1
4271,safe_upgrade,0,0,CCC,B,CCC→B,2,27,1,28,1
4273,safe_upgrade,0,0,CCC,B,CCC→B,2,19,16,35,1
4274,safe_upgrade,0,0,B,BB,B→BB,2,5,0,5,1
4275,safe_upgrade,0,0,A,AA,A→AA,2,2,0,2,1
4276,safe_upgrade,0,0,CCC,B,CCC→B,2,33,3,36,1
4277,safe_upgrade,0,0,CCC,B,CCC→B,2,9,1,10,1
4279,safe_upgrade,0,0,B,BB,B→BB,2,5,0,5,1
4280,safe_upgrade,0,0,CCC,B,CCC→B,2,30,1,31,1
4281,safe_upgrade,0,0,CCC,B,CCC→B,2,38,5,43,1
4282,safe_upgrade,0,0,BB,BBB,BB→BBB,2,5,1,6,1
4283,safe_upgrade,0,0,BB,BBB,BB→BBB,2,9,3,12,1
4284,safe_upgrade,0,0,CCC,B,CCC→B,2,36,3,39,1
4285,safe_upgrade,0,0,B,BB,B→BB,2,10,4,14,1
4286,safe_upgrade,0,0,BB,BBB,BB→BBB,2,3,0,3,1
4288,safe_upgrade,0,0,BB,BBB,BB→BBB,2,10,4,14,1
4289,safe_upgrade,0,0,BB,BBB,BB→BBB,2,24,2,26,1
4290,safe_upgrade,0,0,CCC,B,CCC→B,2,36,8,44,1
4291,safe_upgrade,0,0,BBB,A,BBB→A,2,5,0,5,1
4292,safe_upgrade,0,0,CCC,B,CCC→B,2,26,1,27,1
4293,safe_upgrade,0,0,BB,BBB,BB→BBB,2,1,0,1,1
4294,safe_upgrade,0,0,BB,BBB,BB→BBB,2,11,0,11,1
4295,safe_upgrade,0,0,BBB,A,BBB→A,2,5,0,5,1
4296,safe_upgrade,0,0,CCC,B,CCC→B,2,28,1,29,1
4297,safe_upgrade,0,0,CCC,B,CCC→B,2,12,3,15,1
4298,safe_upgrade,0,0,BB,BBB,BB→BBB,2,3,0,3,1
4299,safe_upgrade,0,0,CCC,B,CCC→B,2,6,0,6,1
4300,safe_upgrade,0,0,CCC,B,CCC→B,2,10,2,12,1
4301,safe_upgrade,0,0,B,BB,B→BB,2,32,8,40,1
4302,safe_upgrade,0,0,CCC,B,CCC→B,2,36,11,47,1
4303,safe_upgrade,0,0,B,BB,B→BB,2,27,1,28,1
4304,safe_upgrade,0,0,CCC,B,CCC→B,2,29,1,30,1
4305,safe_upgrade,0,0,CCC,B,CCC→B,2,10,1,11,1
4306,safe_upgrade,0,0,B,BB,B→BB,2,26,4,30,1
4307,safe_upgrade,0,0,CCC,B,CCC→B,2,37,10,47,1
4308,safe_upgrade,0,0,B,BB,B→BB,2,27,1,28,1
4309,safe_upgrade,0,0,CCC,B,CCC→B,2,35,5,40,1
4310,safe_upgrade,0,0,CCC,B,CCC→B,2,29,1,30,1
4311,safe_upgrade,0,0,B,BB,B→BB,2,7,2,9,1
4312,safe_upgrade,0,0,BB,BBB,BB→BBB,2,23,1,24,1
4313,safe_upgrade,0,0,B,BB,B→BB,2,26,1,27,1
4314,safe_upgrade,0,0,A,AA,A→AA,2,6,1,7,1
4316,safe_upgrade,0,0,CCC,B,CCC→B,2,29,16,45,1
4317,safe_upgrade,0,0,BB,BBB,BB→BBB,2,5,0,5,1
4318,safe_upgrade,0,0,CCC,B,CCC→B,2,36,5,41,1
4320,safe_upgrade,0,0,CCC,B,CCC→B,2,37,3,40,1
4321,safe_upgrade,0,0,CCC,B,CCC→B,2,27,1,28,1
4322,safe_upgrade,0,0,CCC,B,CCC→B,2,4,0,4,1
4325,safe_upgrade,0,0,CCC,B,CCC→B,2,33,7,40,1
4330,safe_upgrade,0,0,BB,BBB,BB→BBB,2,4,0,4,1
4331,safe_upgrade,0,0,BB,BBB,BB→BBB,2,8,3,11,1
4332,safe_upgrade,0,0,CCC,B,CCC→B,2,33,16,49,1
4333,safe_upgrade,0,0,BB,BBB,BB→BBB,2,6,0,6,1
4335,safe_upgrade,0,0,BBB,A,BBB→A,2,12,6,18,1
4336,safe_upgrade,0,0,BB,BBB,BB→BBB,2,1,0,1,1
4337,safe_upgrade,0,0,CCC,B,CCC→B,2,41,15,56,1
4338,safe_upgrade,0,0,B,BB,B→BB,2,19,10,29,1
4341,safe_upgrade,0,0,BB,BBB,BB→BBB,2,24,11,35,1
4342,safe_upgrade,0,0,BBB,A,BBB→A,2,6,0,6,1
4343,safe_upgrade,0,0,B,BB,B→BB,2,16,1,17,1
4345,safe_upgrade,0,0,BBB,A,BBB→A,2,10,5,15,1
4346,safe_upgrade,0,0,B,BB,B→BB,2,3,0,3,1
4348,safe_upgrade,0,0,A,AA,A→AA,2,2,0,2,1
4349,safe_upgrade,0,0,B,BB,B→BB,2,17,12,29,1
4350,safe_upgrade,0,0,CCC,B,CCC→B,2,10,0,10,1
4351,safe_upgrade,0,0,CCC,B,CCC→B,2,31,3,34,1
4354,safe_upgrade,0,0,B,BB,B→BB,2,14,4,18,1
4355,safe_upgrade,0,0,B,BB,B→BB,2,32,2,34,1
4358,safe_upgrade,0,0,B,BB,B→BB,2,3,0,3,1
4359,safe_upgrade,0,0,CCC,B,CCC→B,2,42,15,57,1
4362,safe_upgrade,0,0,BBB,A,BBB→A,2,4,0,4,1
4363,safe_upgrade,0,0,CCC,B,CCC→B,2,25,9,34,1
4364,safe_upgrade,0,0,B,BB,B→BB,2,1,0,1,1
4365,safe_upgrade,0,0,BB,BBB,BB→BBB,2,3,0,3,1
4367,safe_upgrade,0,0,BBB,A,BBB→A,2,7,3,10,1
4368,safe_upgrade,0,0,CCC,B,CCC→B,2,42,15,57,1
4369,safe_upgrade,0,0,BB,BBB,BB→BBB,2,4,0,4,1
4370,safe_upgrade,0,0,CCC,B,CCC→B,2,36,15,51,1
4371,safe_upgrade,0,0,CCC,B,CCC→B,2,35,16,51,1
4372,safe_upgrade,0,0,BB,BBB,BB→BBB,2,3,0,3,1
4373,safe_upgrade,0,0,CCC,B,CCC→B,2,35,7,42,1
4374,safe_upgrade,0,0,B,BB,B→BB,2,11,0,11,1
4375,safe_upgrade,0,0,CCC,B,CCC→B,2,32,1,33,1
4376,safe_upgrade,0,0,BB,BBB,BB→BBB,2,16,7,23,1
4377,safe_upgrade,0,0,BB,BBB,BB→BBB,2,19,1,20,1
4378,safe_upgrade,0,0,CCC,B,CCC→B,2,18,0,18,1
4379,safe_upgrade,0,0,CCC,B,CCC→B,2,6,1,7,1
4380,safe_upgrade,0,0,BB,BBB,BB→BBB,2,13,6,19,1
4381,safe_upgrade,0,0,CCC,B,CCC→B,2,30,15,45,1
4382,safe_upgrade,0,0,BB,BBB,BB→BBB,2,10,4,14,1
4383,safe_upgrade,0,0,B,BB,B→BB,2,13,6,19,1
4384,safe_upgrade,0,0,CCC,B,CCC→B,2,26,11,37,1
4385,safe_upgrade,0,0,CCC,B,CCC→B,2,39,7,46,1
4386,safe_upgrade,0,0,BB,BBB,BB→BBB,2,16,10,26,1
4387,safe_upgrade,0,0,B,BB,B→BB,2,37,8,45,1
4389,safe_upgrade,0,0,B,BB,B→BB,2,8,1,9,1
4390,safe_upgrade,0,0,CCC,B,CCC→B,2,17,10,27,1
4392,safe_upgrade,0,0,B,BB,B→BB,2,17,10,27,1
4395,safe_upgrade,0,0,B,BB,B→BB,2,4,0,4,1
4396,safe_upgrade,0,0,BB,BBB,BB→BBB,2,13,4,17,1
4398,safe_upgrade,0,0,CCC,B,CCC→B,2,40,16,56,1
4399,safe_upgrade,0,0,BB,BBB,BB→BBB,2,16,6,22,1
4400,safe_upgrade,0,0,CCC,B,CCC→B,2,35,11,46,1
4401,safe_upgrade,0,0,CCC,B,CCC→B,2,35,1,36,1
4403,safe_upgrade,0,0,CCC,B,CCC→B,2,34,6,40,1
4404,safe_upgrade,0,0,BB,BBB,BB→BBB,2,8,0,8,1
4405,safe_upgrade,0,0,A,AA,A→AA,2,9,0,9,1
4406,safe_upgrade,0,0,B,BB,B→BB,2,2,0,2,1
4407,safe_upgrade,0,0,B,BB,B→BB,2,2,0,2,1
4408,safe_upgrade,0,0,A,AA,A→AA,2,3,0,3,1
4409,safe_upgrade,0,0,CCC,B,CCC→B,2,43,16,59,1
4410,safe_upgrade,0,0,A,AA,A→AA,2,3,0,3,1
4411,safe_upgrade,0,0,B,BB,B→BB,2,4,0,4,1
4413,safe_upgrade,0,0,CCC,B,CCC→B,2,34,12,46,1
4414,safe_upgrade,0,0,BB,BBB,BB→BBB,2,11,6,17,1
4415,safe_upgrade,0,0,BB,BBB,BB→BBB,2,4,0,4,1
4416,safe_upgrade,0,0,CCC,B,CCC→B,2,40,16,56,1
4419,safe_upgrade,0,0,CCC,B,CCC→B,2,38,8,46,1
4420,safe_upgrade,0,0,CCC,B,CCC→B,2,26,1,27,1
4421,safe_upgrade,0,0,CCC,B,CCC→B,2,33,1,34,1
4422,safe_upgrade,0,0,CCC,B,CCC→B,2,3,0,3,1
4423,safe_upgrade,0,0,CCC,B,CCC→B,2,35,7,42,1
4424,safe_upgrade,0,0,B,BB,B→BB,2,9,0,9,1
4425,safe_upgrade,0,0,CCC,B,CCC→B,2,39,11,50,1
4426,safe_upgrade,0,0,CCC,B,CCC→B,2,12,6,18,1
4427,safe_upgrade,0,0,B,BB,B→BB,2,16,10,26,1
4428,safe_upgrade,0,0,B,BB,B→BB,2,25,1,26,1
4429,safe_upgrade,0,0,BB,BBB,BB→BBB,2,11,6,17,1
4430,safe_upgrade,0,0,BB,BBB,BB→BBB,2,10,4,14,1
4431,safe_upgrade,0,0,B,BB,B→BB,2,19,3,22,1
4432,safe_upgrade,0,0,CCC,B,CCC→B,2,14,6,20,1
4433,safe_upgrade,0,0,CCC,B,CCC→B,2,38,4,42,1
4434,safe_upgrade,0,0,CCC,B,CCC→B,2,32,4,36,1
4435,safe_upgrade,0,0,B,BB,B→BB,2,6,0,6,1
4436,safe_upgrade,0,0,BB,BBB,BB→BBB,2,1,0,1,1
4437,safe_upgrade,0,0,CCC,B,CCC→B,2,41,15,56,1
4438,safe_upgrade,0,0,B,BB,B→BB,2,4,0,4,1
4439,safe_upgrade,0,0,BB,BBB,BB→BBB,2,2,0,2,1
4441,safe_upgrade,0,0,A,AA,A→AA,2,1,0,1,1
4442,safe_upgrade,0,0,BBB,A,BBB→A,2,10,2,12,1
4443,safe_upgrade,0,0,A,AA,A→AA,2,17,1,18,1
4444,safe_upgrade,0,0,BB,BBB,BB→BBB,2,22,3,25,1
4445,safe_upgrade,0,0,CCC,B,CCC→B,2,39,15,54,1
4446,safe_upgrade,0,0,B,BB,B→BB,2,26,7,33,1
4447,safe_upgrade,0,0,BB,BBB,BB→BBB,2,0,0,0,0
4448,safe_upgrade,0,0,CCC,B,CCC→B,2,28,1,29,1
4450,safe_upgrade,0,0,BBB,A,BBB→A,2,0,0,0,0
4452,safe_upgrade,0,0,A,AA,A→AA,2,11,5,16,1
4453,safe_upgrade,0,0,CCC,B,CCC→B,2,41,15,56,1
4455,safe_upgrade,0,0,CCC,B,CCC→B,2,27,4,31,1
4456,safe_upgrade,0,0,BBB,A,BBB→A,2,3,0,3,1
4458,safe_upgrade,0,0,B,BB,B→BB,2,7,0,7,1
4459,safe_upgrade,0,0,B,BB,B→BB,2,10,0,10,1
4460,safe_upgrade,0,0,B,BB,B→BB,2,1,0,1,1
4461,safe_upgrade,0,0,B,BB,B→BB,2,12,1,13,1
4462,safe_upgrade,0,0,CCC,B,CCC→B,2,13,6,19,1
4463,safe_upgrade,0,0,BB,BBB,BB→BBB,2,6,0,6,1
4464,safe_upgrade,0,0,CCC,B,CCC→B,2,31,8,39,1
4465,safe_upgrade,0,0,BBB,A,BBB→A,2,5,1,6,1
4466,safe_upgrade,0,0,CCC,B,CCC→B,2,25,1,26,1
4467,safe_upgrade,0,0,A,AA,A→AA,2,30,4,34,1
