antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,lift_vs_baseline,antecedents_str,consequents_str,has_distress,conf_safe,conf_diff,safe_ant_present,group_redundant
frozenset({'Attr53=LOW'}),frozenset({'Attr35=LOW'}),0.4369287020109689,0.5383912248628885,0.27239488117001825,0.6234309623430963,1.1579515667289428,1.0,0.03715630211658069,1.2258277473085517,0.24225355181731004,0.38751625487646285,0.1842246986204897,0.5646866186927706,7.14438206114753,Attr53=LOW,Attr35=LOW,True,0.4110412681060399,0.21238969423705634,True,False
frozenset({'Attr55=LOW'}),frozenset({'Attr35=LOW'}),0.453382084095064,0.5383912248628885,0.2742230347349177,0.6048387096774194,1.123418588093543,1.0,0.030126099148087115,1.168152818714323,0.20098104793756963,0.38216560509554137,0.1439476205685085,0.5570882852292021,6.931318924338031,Attr55=LOW,Attr35=LOW,True,0.40043943971436424,0.20439926996305513,True,False
frozenset({'Attr35=LOW'}),frozenset({'Attr56=LOW'}),0.5383912248628885,0.44149908592321757,0.41590493601462525,0.7724957555178269,1.749710883098349,1.0,0.1782057023685785,2.4549032715763057,0.9282254379284082,0.7374392220421393,0.5926519746914936,0.8572623705125366,8.852631889329977,Attr35=LOW,Attr56=LOW,True,0.939684329199549,-0.16718857368172213,True,True
frozenset({'Attr56=LOW'}),frozenset({'Attr35=LOW'}),0.44149908592321757,0.5383912248628885,0.41590493601462525,0.9420289855072463,1.749710883098349,1.0,0.1782057023685785,7.962751371115169,0.7671912375676696,0.7374392220421393,0.8744152676137178,0.8572623705125366,10.795445513075272,Attr56=LOW,Attr35=LOW,True,0.9124247400109469,0.029604245496299475,True,True
frozenset({'Attr35=LOW'}),frozenset({'Attr57=LOW'}),0.5383912248628885,0.4351005484460695,0.34552102376599636,0.6417657045840408,1.4749825227204634,1.0,0.11126670654960247,1.5768994168969912,0.6976164283094977,0.5502183406113538,0.36584414371349616,0.7179416758214321,7.354494184981827,Attr35=LOW,Attr57=LOW,True,0.6586809470124013,-0.01691524242836051,True,False
frozenset({'Attr57=LOW'}),frozenset({'Attr35=LOW'}),0.4351005484460695,0.5383912248628885,0.34552102376599636,0.7941176470588235,1.4749825227204634,1.0,0.11126670654960247,2.242099764951684,0.5700587318710297,0.5502183406113538,0.5539895165987186,0.7179416758214321,9.100414023013226,Attr57=LOW,Attr35=LOW,True,0.6383501775471182,0.15576746951170528,True,False
frozenset({'Attr35=LOW'}),frozenset({'Attr58=HIGH'}),0.5383912248628885,0.4186471663619744,0.37385740402193784,0.6943972835314092,1.6586694938501345,1.0,0.148461443338937,1.902315661182206,0.860267738265269,0.6410658307210032,0.47432488708075726,0.7937051919840452,7.957640533485628,Attr35=LOW,Attr58=HIGH,True,0.8021420518602028,-0.10774476832879365,True,True
frozenset({'Attr58=HIGH'}),frozenset({'Attr35=LOW'}),0.4186471663619744,0.5383912248628885,0.37385740402193784,0.8930131004366813,1.6586694938501345,1.0,0.148461443338937,4.314628959444839,0.6830742261383033,0.6410658307210032,0.7682303601539194,0.7937051919840452,10.233734223194398,Attr58=HIGH,Attr35=LOW,True,0.7740005439216752,0.11901255651500608,True,True
frozenset({'Attr63=LOW'}),frozenset({'Attr35=LOW'}),0.43875685557586835,0.5383912248628885,0.2943327239488117,0.6708333333333334,1.245996038483305,1.0,0.05810988305833048,1.4023557725684404,0.35177129908754323,0.4310575635876841,0.28691419141914204,0.6087613186191285,7.687602833638026,Attr63=LOW,Attr35=LOW,True,0.4369701941482089,0.23386313918512447,True,False
frozenset({'cash_to_current_liabilities=LOW'}),frozenset({'Attr35=LOW'}),0.42321755027422303,0.5383912248628885,0.26508226691042047,0.6263498920086393,1.1633731440703758,1.0,0.03722565163481045,1.2354038317253333,0.24347232089185203,0.3805774278215223,0.19054808288604244,0.5593549120484622,7.177832354764452,cash_to_current_liabilities=LOW,Attr35=LOW,True,0.38704409363092,0.23930579837771931,True,False
frozenset({'retained_earnings_to_assets=LOW'}),frozenset({'Attr35=LOW'}),0.44149908592321757,0.5383912248628885,0.31078610603290674,0.7039337474120082,1.3074762642932716,1.0,0.07308687238685999,1.5591401286099638,0.42106960623856726,0.46448087431693974,0.35862083102720194,0.6405916614818954,8.066926317462839,retained_earnings_to_assets=LOW,Attr35=LOW,True,0.5229885057471264,0.1809452416648818,True,False
frozenset({'working_capital_to_assets=LOW'}),frozenset({'Attr35=LOW'}),0.45429616087751373,0.5383912248628885,0.2842778793418647,0.6257545271629779,1.1622673220989777,1.0,0.039688812836512266,1.233438501307228,0.2558397561225204,0.40129032258064523,0.18925832221049063,0.576884054752966,7.171009604243376,working_capital_to_assets=LOW,Attr35=LOW,True,0.4162087912087912,0.20954573595418668,True,False
frozenset({'Attr46=LOW'}),frozenset({'Attr38=LOW'}),0.5484460694698354,0.45612431444241314,0.3336380255941499,0.6083333333333334,1.3337007348029395,1.0,0.08347843814858513,1.388618771636392,0.55410127003494,0.49727520435967304,0.27985994397759123,0.6698981295925184,6.971366544789762,Attr46=LOW,Attr38=LOW,True,0.5046649703138253,0.1036683630195081,True,False
frozenset({'Attr38=LOW'}),frozenset({'Attr46=LOW'}),0.45612431444241314,0.5484460694698354,0.3336380255941499,0.7314629258517035,1.3337007348029395,1.0,0.08347843814858513,1.681532920407106,0.46004374352480737,0.49727520435967304,0.4053045361979021,0.6698981295925184,8.382404663073864,Attr38=LOW,Attr46=LOW,True,0.49065420560747663,0.24080872024422684,True,False
frozenset({'Attr52=HIGH'}),frozenset({'Attr38=LOW'}),0.4113345521023766,0.45612431444241314,0.2659963436928702,0.6466666666666666,1.417742150968604,1.0,0.07837665310869657,1.5392708081818491,0.5005442786706793,0.44224924012158046,0.35034173669467783,0.6149164996659986,7.410658135283363,Attr52=HIGH,Attr38=LOW,True,0.5494982370490914,0.09716842961757521,True,False
frozenset({'Attr38=LOW'}),frozenset({'Attr53=LOW'}),0.45612431444241314,0.4369287020109689,0.29981718464351004,0.657314629258517,1.5043979171732587,1.0,0.10052337997854344,1.6431144894533714,0.6164685386349663,0.5053929121725731,0.3913996824818468,0.671753548938882,7.532681450652676,Attr38=LOW,Attr53=LOW,True,0.5643210555250137,0.09299357373350337,True,False
frozenset({'Attr53=LOW'}),frozenset({'Attr38=LOW'}),0.4369287020109689,0.45612431444241314,0.29981718464351004,0.6861924686192469,1.5043979171732587,1.0,0.10052337997854344,1.7331505179768434,0.595452565726956,0.5053929121725731,0.4230160683520271,0.671753548938882,7.863615154551643,Attr53=LOW,Attr38=LOW,True,0.5610822629133643,0.1251102057058826,True,False
frozenset({'Attr55=LOW'}),frozenset({'Attr38=LOW'}),0.453382084095064,0.45612431444241314,0.3016453382084095,0.6653225806451613,1.4586430926368867,1.0,0.09484674592007594,1.6250743375696568,0.5752305665349144,0.4962406015037593,0.38464353483328817,0.6633226129678712,7.624450816771834,Attr55=LOW,Attr38=LOW,True,0.5561658884921725,0.10915669215298873,True,False
frozenset({'Attr38=LOW'}),frozenset({'Attr55=LOW'}),0.45612431444241314,0.453382084095064,0.3016453382084095,0.6613226452905812,1.4586430926368867,1.0,0.09484674592007594,1.6139783434116157,0.5781308887191241,0.4962406015037593,0.3804129999128692,0.6633226129678712,7.578612435107876,Attr38=LOW,Attr55=LOW,True,0.5566245189664651,0.10469812632411601,True,False
frozenset({'Attr38=LOW'}),frozenset({'Attr63=LOW'}),0.45612431444241314,0.43875685557586835,0.27879341864716634,0.6112224448897795,1.3930778223112892,1.0,0.07866574869071452,1.4436099436476375,0.518804243008679,0.4525222551928783,0.30729210864726186,0.6233195557782231,7.004475129417884,Attr38=LOW,Attr63=LOW,True,0.5563496426608027,0.054872802228976836,True,False
frozenset({'Attr63=LOW'}),frozenset({'Attr38=LOW'}),0.43875685557586835,0.45612431444241314,0.27879341864716634,0.6354166666666666,1.3930778223112892,1.0,0.07866574869071452,1.4917733089579521,0.5027500400491269,0.4525222551928783,0.32965686274509803,0.6233195557782231,7.2817356032906755,Attr63=LOW,Attr38=LOW,True,0.5534591194968554,0.08195754716981118,True,False
frozenset({'Attr38=LOW'}),frozenset({'cash_to_current_liabilities=LOW'}),0.45612431444241314,0.42321755027422303,0.2906764168190128,0.6372745490981965,1.5057847877179849,1.0,0.0976366018401853,1.5901350409567003,0.6175942074943186,0.4937888198757764,0.37112259384061325,0.6620498015469385,7.303026528376681,Attr38=LOW,cash_to_current_liabilities=LOW,True,0.5274876305662453,0.10978691853195122,True,False
frozenset({'cash_to_current_liabilities=LOW'}),frozenset({'Attr38=LOW'}),0.42321755027422303,0.45612431444241314,0.2906764168190128,0.6868250539956804,1.5057847877179849,1.0,0.0976366018401853,1.7366513269873292,0.5823590387624715,0.4937888198757764,0.42417917490970486,0.6620498015469385,7.870864444189986,cash_to_current_liabilities=LOW,Attr38=LOW,True,0.5223189983669027,0.16450605562877774,True,False
frozenset({'Attr38=LOW'}),frozenset({'working_capital_to_assets=LOW'}),0.45612431444241314,0.45429616087751373,0.3062157221206581,0.6713426853707415,1.4777643818824773,1.0,0.09900019718658193,1.6604037544031744,0.59444123918224,0.5068078668683812,0.397736847228796,0.6726934754821514,7.693439896245874,Attr38=LOW,working_capital_to_assets=LOW,True,0.5780648708081363,0.0932778145626052,True,False
frozenset({'working_capital_to_assets=LOW'}),frozenset({'Attr38=LOW'}),0.45429616087751373,0.45612431444241314,0.3062157221206581,0.6740442655935613,1.4777643818824773,1.0,0.09900019718658193,1.668556887173584,0.5924498112452811,0.5068078668683812,0.40067970850311957,0.6726934754821514,7.724399412930968,working_capital_to_assets=LOW,Attr38=LOW,True,0.5777472527472527,0.09629701284630865,True,False
frozenset({'Attr41=LOW'}),frozenset({'Attr49=LOW'}),0.5109689213893968,0.45978062157221206,0.3802559414990859,0.7441860465116279,1.6185676637847335,1.0,0.1453223332185863,2.1117666611268073,0.7814836448598129,0.6439628482972135,0.5264628339826073,0.7856119099357344,8.52820883465839,Attr41=LOW,Attr49=LOW,True,0.6106763555058692,0.1335096910057587,True,True
frozenset({'Attr49=LOW'}),frozenset({'Attr41=LOW'}),0.45978062157221206,0.5109689213893968,0.3802559414990859,0.827037773359841,1.6185676637847333,1.0,0.1453223332185863,2.8273865809325684,0.7074344331641284,0.6439628482972135,0.6463164935619925,0.7856119099357344,9.477671448457336,Attr49=LOW,Attr41=LOW,True,0.6012658227848101,0.22577195057503086,True,True
frozenset({'Attr41=LOW'}),frozenset({'Attr56=LOW'}),0.5109689213893968,0.44149908592321757,0.3391224862888483,0.6636851520572451,1.5032537398563688,1.0,0.11353017456025719,1.6606489945155396,0.6845706224651735,0.5529061102831594,0.3978257878078987,0.7159005470431152,7.6056862443708235,Attr41=LOW,Attr56=LOW,True,0.6238121855785355,0.03987296647870964,True,True
frozenset({'Attr56=LOW'}),frozenset({'Attr41=LOW'}),0.44149908592321757,0.5109689213893968,0.3391224862888483,0.7681159420289855,1.5032537398563686,1.0,0.11353017456025719,2.1089465265082263,0.5994194484760521,0.5529061102831594,0.5258296085602058,0.7159005470431152,8.802440187584452,Attr56=LOW,Attr41=LOW,True,0.6108374384236452,0.15727850360534024,True,True
frozenset({'Attr57=LOW'}),frozenset({'Attr41=LOW'}),0.4351005484460695,0.5109689213893968,0.30255941499085925,0.6953781512605042,1.360901068835405,1.0,0.08023655705543617,1.6053709890941181,0.46945120699263776,0.47017045454545453,0.3770910233252178,0.6437534763458156,7.968881062479836,Attr57=LOW,Attr41=LOW,True,0.47719202403714833,0.21818612722335584,True,False
frozenset({'Attr41=LOW'}),frozenset({'Attr58=HIGH'}),0.5109689213893968,0.4186471663619744,0.34095063985374774,0.6672629695885509,1.593855215567412,1.0,0.12703494881504232,1.747184053783098,0.7618952168575079,0.579192546583851,0.4276504539777904,0.740836724968948,7.6466872483836035,Attr41=LOW,Attr58=HIGH,True,0.6109558412520961,0.05630712833645479,True,True
frozenset({'Attr58=HIGH'}),frozenset({'Attr41=LOW'}),0.4186471663619744,0.5109689213893968,0.34095063985374774,0.814410480349345,1.5938552155674122,1.0,0.12703494881504232,2.6350145176900748,0.6409024229854823,0.579192546583851,0.6204954495367915,0.740836724968948,9.33296544071274,Attr58=HIGH,Attr41=LOW,True,0.5945063910796845,0.21990408926966054,True,True
frozenset({'retained_earnings_to_assets=LOW'}),frozenset({'Attr41=LOW'}),0.44149908592321757,0.5109689213893968,0.27879341864716634,0.6314699792960662,1.2358285462431062,1.0,0.05320110691857524,1.3269775897130411,0.34167583375814936,0.41383989145183164,0.24640777074746983,0.5885435764101081,7.236507431841665,retained_earnings_to_assets=LOW,Attr41=LOW,True,0.4285714285714286,0.20289855072463758,True,False
frozenset({'Attr49=LOW'}),frozenset({'Attr46=LOW'}),0.45978062157221206,0.5484460694698354,0.28793418647166363,0.6262425447316103,1.1418489065606363,1.0,0.03576931175198611,1.2081469524291106,0.2299572959471439,0.3997461928934011,0.172286121328708,0.5756212723658052,7.176602178519377,Attr49=LOW,Attr46=LOW,True,0.42927903137039075,0.1969635133612196,True,False
frozenset({'Attr52=HIGH'}),frozenset({'Attr46=LOW'}),0.4113345521023766,0.5484460694698354,0.2970749542961609,0.7222222222222222,1.316851851851852,1.0,0.07148013595847719,1.6255941499085924,0.4087434304825609,0.4482758620689655,0.3848403058929375,0.6319444444444444,8.27650822669104,Attr52=HIGH,Attr46=LOW,True,0.5486845673989694,0.17353765482325278,True,False
frozenset({'Attr46=LOW'}),frozenset({'Attr53=LOW'}),0.5484460694698354,0.4369287020109689,0.350091407678245,0.6383333333333334,1.4609553695955373,1.0,0.11045957842177212,1.5568791649466303,0.6987346856798555,0.5510791366906476,0.35768939393939414,0.7197942817294283,7.31515996343693,Attr46=LOW,Attr53=LOW,True,0.6279332767882386,0.010400056545094793,True,True
frozenset({'Attr53=LOW'}),frozenset({'Attr46=LOW'}),0.4369287020109689,0.5484460694698354,0.350091407678245,0.8012552301255231,1.4609553695955373,1.0,0.11045957842177212,2.27202925045704,0.5603489200094947,0.5510791366906476,0.5598648213710978,0.7197942817294283,9.182209159125852,Attr53=LOW,Attr46=LOW,True,0.6069964471166985,0.1942587830088246,True,True
frozenset({'Attr55=LOW'}),frozenset({'Attr46=LOW'}),0.453382084095064,0.5484460694698354,0.3857404021937843,0.8508064516129034,1.5513037634408606,1.0,0.13708478020380407,3.0266317505805653,0.6501450332070569,0.626112759643917,0.6695997126812071,0.7770698924731184,9.750055286902166,Attr55=LOW,Attr46=LOW,True,0.6836034056577863,0.16720304595511704,True,True
frozenset({'Attr46=LOW'}),frozenset({'Attr55=LOW'}),0.5484460694698354,0.453382084095064,0.3857404021937843,0.7033333333333335,1.5513037634408606,1.0,0.13708478020380407,1.842532300803156,0.7870176717769636,0.626112759643917,0.45726867335563015,0.7770698924731184,8.060045703839124,Attr46=LOW,Attr55=LOW,True,0.7037037037037037,-0.00037037037037024323,True,True
frozenset({'Attr56=LOW'}),frozenset({'Attr46=LOW'}),0.44149908592321757,0.5484460694698354,0.2687385740402194,0.6086956521739131,1.1098550724637684,1.0,0.02660013569110556,1.1539711557993095,0.17722702829085812,0.37262357414448677,0.13342721351874687,0.5493478260869565,6.975518639217868,Attr56=LOW,Attr46=LOW,True,0.40421455938697315,0.20448109278693993,True,False
frozenset({'Attr58=HIGH'}),frozenset({'Attr46=LOW'}),0.4186471663619744,0.5484460694698354,0.2522851919561243,0.6026200873362445,1.0987772925764192,1.0,0.02267979907021514,1.136328022982502,0.15463494667760463,0.35294117647058826,0.11997242013330267,0.5313100436681223,6.905893999026048,Attr58=HIGH,Attr46=LOW,True,0.4310579276584172,0.1715621596778273,True,False
frozenset({'Attr63=LOW'}),frozenset({'Attr46=LOW'}),0.43875685557586835,0.5484460694698354,0.3162705667276051,0.7208333333333333,1.3143194444444446,1.0,0.07563609383407588,1.61750661682447,0.426107585999134,0.47138964577656683,0.3817645074224022,0.6487499999999999,8.260591864716636,Attr63=LOW,Attr46=LOW,True,0.5556467049494122,0.16518662838392117,True,False
frozenset({'cash_to_current_liabilities=LOW'}),frozenset({'Attr46=LOW'}),0.42321755027422303,0.5484460694698354,0.3281535648994516,0.775377969762419,1.413772498200144,1.0,0.09604156292090149,2.01028336380256,0.5074228906674203,0.5099431818181819,0.5025576901216324,0.6868556515478762,8.885661432277374,cash_to_current_liabilities=LOW,Attr46=LOW,True,0.7172019597169298,0.058176010045489224,True,False
frozenset({'retained_earnings_to_assets=LOW'}),frozenset({'Attr46=LOW'}),0.44149908592321757,0.5484460694698354,0.29341864716636196,0.6645962732919254,1.2117805383022773,1.0,0.051280208817248124,1.3462996817658608,0.31292350520825357,0.42125984251968507,0.25722332587321134,0.5997981366459627,7.616127493839916,retained_earnings_to_assets=LOW,Attr46=LOW,True,0.4592227695675971,0.20537350372432828,True,False
frozenset({'Attr46=LOW'}),frozenset({'working_capital_to_assets=LOW'}),0.5484460694698354,0.45429616087751373,0.3921389396709324,0.7150000000000001,1.5738631790744468,1.0,0.14298199586242397,1.9147503127104786,0.8074799694232894,0.6422155688622755,0.4777386934673369,0.7890895372233401,8.193743144424133,Attr46=LOW,working_capital_to_assets=LOW,True,0.7073791348600509,0.0076208651399491956,True,True
frozenset({'working_capital_to_assets=LOW'}),frozenset({'Attr46=LOW'}),0.45429616087751373,0.5484460694698354,0.3921389396709324,0.8631790744466801,1.5738631790744468,1.0,0.14298199586242397,3.300327992257232,0.6681660048494221,0.6422155688622755,0.6969998126410284,0.7890895372233401,9.891842830290702,working_capital_to_assets=LOW,Attr46=LOW,True,0.6873626373626374,0.1758164370840427,True,True
frozenset({'Attr58=LOW'}),frozenset({'Attr49=HIGH'}),0.3327239488117002,0.27056672760511885,0.20658135283363802,0.6208791208791208,2.2947356697356693,1.0,0.11655732280780322,1.9240123996502656,0.8455570372166321,0.52073732718894,0.48025282987688994,0.692196317196317,7.115138517789339,Attr58=LOW,Attr49=HIGH,False,0.6641949152542372,-0.043315794375116456,True,True
frozenset({'Attr49=HIGH'}),frozenset({'Attr58=LOW'}),0.27056672760511885,0.3327239488117002,0.20658135283363802,0.7635135135135134,2.2947356697356693,1.0,0.11655732280780322,2.821624445024809,0.773504557854814,0.52073732718894,0.6455942243613474,0.692196317196317,8.749697366470674,Attr49=HIGH,Attr58=LOW,False,0.6529549596459255,0.11055855386758784,True,True
frozenset({'Attr49=LOW'}),frozenset({'Attr56=LOW'}),0.45978062157221206,0.44149908592321757,0.36380255941499084,0.7912524850894632,1.7921950697471485,1.0,0.1608098352656504,2.675485331244015,0.8182324481969916,0.6768707482993197,0.6262360371323612,0.8076345241182306,9.067579895399087,Attr49=LOW,Attr56=LOW,True,0.763070996147496,0.02818148894196726,True,True
frozenset({'Attr56=LOW'}),frozenset({'Attr49=LOW'}),0.44149908592321757,0.45978062157221206,0.36380255941499084,0.8240165631469979,1.7921950697471485,1.0,0.1608098352656504,3.069717173889665,0.791449062003964,0.6768707482993197,0.6742370898186391,0.8076345241182306,9.443049042206502,Attr56=LOW,Attr49=LOW,True,0.7588943623426382,0.06512220080435971,True,True
frozenset({'Attr49=LOW'}),frozenset({'Attr57=LOW'}),0.45978062157221206,0.4351005484460695,0.3126142595978062,0.679920477137177,1.5626743739245201,1.0,0.11256345898686201,1.7648721995753234,0.6665281364720316,0.5368916797488226,0.43338673460853006,0.69920393604758,7.791739508106753,Attr49=LOW,Attr57=LOW,True,0.6620803522289488,0.017840124908228172,True,False
frozenset({'Attr57=LOW'}),frozenset({'Attr49=LOW'}),0.4351005484460695,0.45978062157221206,0.3126142595978062,0.7184873949579831,1.56267437392452,1.0,0.11256345898686201,1.9189882397882612,0.6374079751698556,0.5368916797488226,0.47889206443998894,0.69920393604758,8.233707925583394,Attr57=LOW,Attr49=LOW,True,0.6571974870254028,0.06128990793258027,True,False
frozenset({'Attr49=LOW'}),frozenset({'Attr58=HIGH'}),0.45978062157221206,0.4186471663619744,0.36288848263254114,0.7892644135188868,1.8852735117678212,1.0,0.17040262826318728,2.7586837294332733,0.8692264743614332,0.7039007092198583,0.6375082836315442,0.8280383202965613,9.044797031340295,Attr49=LOW,Attr58=HIGH,True,0.7691249312052835,0.020139482313603296,True,True
frozenset({'Attr58=HIGH'}),frozenset({'Attr49=LOW'}),0.4186471663619744,0.45978062157221206,0.36288848263254114,0.8668122270742358,1.885273511767821,1.0,0.17040262826318728,4.05607336590044,0.8077246011754827,0.7039007092198583,0.75345613607312,0.8280383202965613,9.933477962367178,Attr58=HIGH,Attr49=LOW,True,0.7601305412020669,0.10668168587216886,True,True
frozenset({'Attr63=LOW'}),frozenset({'Attr49=LOW'}),0.43875685557586835,0.45978062157221206,0.2696526508226691,0.6145833333333334,1.3366882041086814,1.0,0.06792075104692707,1.4016502791639907,0.44879368409429693,0.42877906976744184,0.28655527354765936,0.6005322233267064,7.042990173674589,Attr63=LOW,Attr49=LOW,True,0.47798742138364786,0.1365959119496855,True,False
frozenset({'cash_to_current_liabilities=LOW'}),frozenset({'Attr49=LOW'}),0.42321755027422303,0.45978062157221206,0.25411334552102377,0.6004319654427646,1.305909682294999,1.0,0.059526117195672607,1.3520084984435992,0.4061327799883707,0.4040697674418606,0.26035967883990596,0.5765579310315214,6.880818602153509,cash_to_current_liabilities=LOW,Attr49=LOW,True,0.43794229722373434,0.16248966821903021,True,False
frozenset({'retained_earnings_to_assets=LOW'}),frozenset({'Attr49=LOW'}),0.44149908592321757,0.45978062157221206,0.27148080438756855,0.6149068322981366,1.337391798278651,1.0,0.06848808023822811,1.40282774075603,0.45170196234026005,0.4310595065312047,0.28715410242666906,0.6026820443796845,7.04669740084254,retained_earnings_to_assets=LOW,Attr49=LOW,True,0.5361247947454844,0.07878203755265223,True,False
frozenset({'Attr52=HIGH'}),frozenset({'Attr53=LOW'}),0.4113345521023766,0.4369287020109689,0.25594149908592323,0.6222222222222222,1.4240818224081824,1.0,0.07621762714356856,1.4904828476180236,0.5058784383318545,0.43209876543209885,0.32907647907647913,0.603998140399814,7.130530164533821,Attr52=HIGH,Attr53=LOW,True,0.5657716300515325,0.056450592170689706,True,False
frozenset({'Attr52=HIGH'}),frozenset({'Attr55=LOW'}),0.4113345521023766,0.453382084095064,0.27239488117001825,0.6622222222222222,1.460627240143369,1.0,0.08590316467753306,1.6182767247185603,0.535724707157447,0.45987654320987653,0.38205871423262716,0.6315143369175626,7.588921389396708,Attr52=HIGH,Attr55=LOW,True,0.5847572552210469,0.07746496700117522,True,False
frozenset({'Attr55=LOW'}),frozenset({'Attr52=HIGH'}),0.453382084095064,0.4113345521023766,0.27239488117001825,0.6008064516129031,1.4606272401433689,1.0,0.08590316467753306,1.474636677561723,0.5769343000157122,0.45987654320987653,0.3218668603486273,0.6315143369175626,6.88511013150911,Attr55=LOW,Attr52=HIGH,True,0.5921450151057402,0.00866143650716289,True,False
frozenset({'Attr52=HIGH'}),frozenset({'Attr63=LOW'}),0.4113345521023766,0.43875685557586835,0.40036563071297987,0.9733333333333333,2.2183888888888887,1.0,0.2198897760428329,21.04661791590489,0.9329958308516973,0.8902439024390243,0.9524864277958738,0.9429166666666666,11.154186471663618,Attr52=HIGH,Attr63=LOW,True,0.9300244100895037,0.04330892324382962,True,True
frozenset({'Attr63=LOW'}),frozenset({'Attr52=HIGH'}),0.43875685557586835,0.4113345521023766,0.40036563071297987,0.9125,2.2183888888888887,1.0,0.2198897760428329,6.72760511882998,0.9785819463656238,0.8902439024390243,0.8513586956521737,0.9429166666666666,10.457049817184643,Attr63=LOW,Attr52=HIGH,True,0.9376538146021329,-0.02515381460213295,True,True
frozenset({'Attr52=HIGH'}),frozenset({'cash_to_current_liabilities=LOW'}),0.4113345521023766,0.42321755027422303,0.33180987202925044,0.8066666666666665,1.9060331173506115,1.0,0.15772587054533785,2.983357498581603,0.8075047482162105,0.6599999999999999,0.664807184363444,0.7953419726421885,9.244223034734915,Attr52=HIGH,cash_to_current_liabilities=LOW,True,0.7325739083265529,0.07409275834011364,True,True
frozenset({'cash_to_current_liabilities=LOW'}),frozenset({'Attr52=HIGH'}),0.42321755027422303,0.4113345521023766,0.33180987202925044,0.7840172786177105,1.9060331173506118,1.0,0.15772587054533785,2.725521023765996,0.8241411376406332,0.6599999999999999,0.6330976751673529,0.7953419726421885,8.98466601648102,cash_to_current_liabilities=LOW,Attr52=HIGH,True,0.7351660315732172,0.048851247044493284,True,True
frozenset({'Attr52=HIGH'}),frozenset({'working_capital_to_assets=LOW'}),0.4113345521023766,0.45429616087751373,0.27239488117001825,0.6622222222222222,1.4576883523362394,1.0,0.0855271733136369,1.6155705763494654,0.5333798824461209,0.45916795069337435,0.38102363670202855,0.6309099038676502,7.588921389396708,Attr52=HIGH,working_capital_to_assets=LOW,True,0.5861133713045837,0.07610885091763842,True,False
frozenset({'Attr52=LOW'}),frozenset({'Attr63=HIGH'}),0.26142595978062155,0.236745886654479,0.23308957952468007,0.8916083916083917,3.766098766098766,1.0,0.17119805888191866,7.041634723123199,0.9944476800621238,0.8793103448275862,0.8579875214605754,0.9380821880821881,10.217636568185014,Attr52=LOW,Attr63=HIGH,False,0.9501428200467411,-0.05853442843834944,True,True
frozenset({'Attr63=HIGH'}),frozenset({'Attr52=LOW'}),0.236745886654479,0.26142595978062155,0.23308957952468007,0.9845559845559845,3.766098766098766,1.0,0.17119805888191866,47.82266910420451,0.9622918868146061,0.8793103448275862,0.979089414732979,0.9380821880821881,11.28279559266762,Attr63=HIGH,Attr52=LOW,False,0.943527591542032,0.04102839301395245,True,True
frozenset({'Attr52=MID'}),frozenset({'Attr63=MID'}),0.3272394881170018,0.32449725776965266,0.2897623400365631,0.8854748603351956,2.728759147061138,1.0,0.18357402350865115,5.8982922370357205,0.9416918118227952,0.8005050505050505,0.8304594008209797,0.8892163034070344,10.147347645358636,Attr52=MID,Attr63=MID,False,0.8965428937259923,-0.01106803339079665,True,True
frozenset({'Attr63=MID'}),frozenset({'Attr52=MID'}),0.32449725776965266,0.3272394881170018,0.2897623400365631,0.8929577464788733,2.728759147061138,1.0,0.18357402350865115,6.284999518906959,0.9378689763214848,0.8005050505050505,0.8408909981628903,0.8892163034070344,10.233099878981383,Attr63=MID,Attr52=MID,False,0.8958546571136131,-0.0028969106347398466,True,True
frozenset({'Attr55=LOW'}),frozenset({'Attr53=LOW'}),0.453382084095064,0.4369287020109689,0.3537477148080439,0.780241935483871,1.7857420029693618,1.0,0.15565206928935965,2.5622326954363253,0.8049657341871701,0.6592844974446338,0.6097153854210307,0.7949326832231072,8.941401412396061,Attr55=LOW,Attr53=LOW,True,0.7519912112057128,0.028250724278158224,True,True
frozenset({'Attr53=LOW'}),frozenset({'Attr55=LOW'}),0.4369287020109689,0.453382084095064,0.3537477148080439,0.8096234309623432,1.785742002969362,1.0,0.15565206928935965,2.8712457560720837,0.7814440081881943,0.6592844974446338,0.6517191195197383,0.7949326832231072,9.278106904913068,Attr53=LOW,Attr55=LOW,True,0.7482918830281498,0.06133154793419349,True,True
frozenset({'Attr63=LOW'}),frozenset({'Attr53=LOW'}),0.43875685557586835,0.4369287020109689,0.27056672760511885,0.6166666666666667,1.4113668061366809,1.0,0.07886126419994055,1.4688816469279073,0.5193238841447313,0.4471299093655591,0.3192099567099568,0.6179567642956765,7.066864716636197,Attr63=LOW,Attr53=LOW,True,0.5736942849330052,0.04297238173366147,True,False
frozenset({'Attr53=LOW'}),frozenset({'Attr63=LOW'}),0.4369287020109689,0.43875685557586835,0.27056672760511885,0.6192468619246863,1.4113668061366809,1.0,0.07886126419994055,1.4740341924985438,0.5176377676377678,0.4471299093655591,0.3215896855791641,0.6179567642956765,7.096433188253923,Attr53=LOW,Attr63=LOW,True,0.573380705110686,0.0458661568140003,True,False
